"Plot Title: 20418703"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20418703, SEN S/N: 20418703)","Intensity, Lux (LGR S/N: 20418703, SEN S/N: 20418703)"
54,10/27/19 06:13:40 PM,17.50,275.36
55,10/27/19 06:13:55 PM,17.46,271.12
56,10/27/19 06:14:10 PM,17.41,269.36
57,10/27/19 06:14:25 PM,17.33,267.60
58,10/27/19 06:14:40 PM,17.29,264.24
59,10/27/19 06:14:55 PM,17.29,260.88
60,10/27/19 06:15:10 PM,17.20,256.64
61,10/27/19 06:15:25 PM,17.16,254.08
62,10/27/19 06:15:40 PM,17.07,251.52
63,10/27/19 06:15:55 PM,17.03,250.72
64,10/27/19 06:16:10 PM,17.03,247.28
65,10/27/19 06:16:25 PM,16.94,244.72
66,10/27/19 06:16:40 PM,16.94,241.36
67,10/27/19 06:16:55 PM,16.90,237.12
68,10/27/19 06:17:10 PM,16.86,232.88
69,10/27/19 06:17:25 PM,16.86,228.48
70,10/27/19 06:17:40 PM,16.77,222.56
71,10/27/19 06:17:55 PM,16.73,220.00
72,10/27/19 06:18:10 PM,16.64,214.08
73,10/27/19 06:18:25 PM,16.64,208.88
74,10/27/19 06:18:40 PM,16.64,205.36
75,10/27/19 06:18:55 PM,16.60,200.32
76,10/27/19 06:19:10 PM,16.51,196.08
77,10/27/19 06:19:25 PM,16.51,193.44
78,10/27/19 06:19:40 PM,16.51,188.32
79,10/27/19 06:19:55 PM,16.47,184.08
80,10/27/19 06:20:10 PM,16.47,179.84
81,10/27/19 06:20:25 PM,16.43,177.20
82,10/27/19 06:20:40 PM,16.39,173.84
83,10/27/19 06:20:55 PM,16.39,169.60
84,10/27/19 06:21:10 PM,16.30,165.36
85,10/27/19 06:21:25 PM,16.30,162.72
86,10/27/19 06:21:40 PM,16.26,158.48
87,10/27/19 06:21:55 PM,16.26,153.40
88,10/27/19 06:22:10 PM,16.17,149.16
89,10/27/19 06:22:25 PM,16.21,146.52
90,10/27/19 06:22:40 PM,16.17,141.44
91,10/27/19 06:22:55 PM,16.13,137.20
92,10/27/19 06:23:10 PM,16.13,132.12
93,10/27/19 06:23:25 PM,16.04,127.88
94,10/27/19 06:23:40 PM,16.04,125.24
95,10/27/19 06:23:55 PM,16.00,122.68
96,10/27/19 06:24:10 PM,16.04,118.48
97,10/27/19 06:24:25 PM,15.96,114.24
98,10/27/19 06:24:40 PM,15.91,110.80
99,10/27/19 06:24:55 PM,15.91,106.96
100,10/27/19 06:25:10 PM,15.87,104.36
101,10/27/19 06:25:25 PM,15.83,101.00
102,10/27/19 06:25:40 PM,15.78,97.60
103,10/27/19 06:25:55 PM,15.78,95.00
104,10/27/19 06:26:10 PM,15.74,92.04
105,10/27/19 06:26:25 PM,15.70,89.88
106,10/27/19 06:26:40 PM,15.70,86.48
107,10/27/19 06:26:55 PM,15.70,83.52
108,10/27/19 06:27:10 PM,15.66,80.14
109,10/27/19 06:27:25 PM,15.61,77.98
110,10/27/19 06:27:40 PM,15.57,75.00
111,10/27/19 06:27:55 PM,15.57,71.62
112,10/27/19 06:28:10 PM,15.53,69.44
113,10/27/19 06:28:25 PM,15.48,66.48
114,10/27/19 06:28:40 PM,15.44,63.94
115,10/27/19 06:28:55 PM,15.44,61.80
116,10/27/19 06:29:10 PM,15.44,59.44
117,10/27/19 06:29:25 PM,15.36,56.90
118,10/27/19 06:29:40 PM,15.40,54.76
119,10/27/19 06:29:55 PM,15.31,52.22
120,10/27/19 06:30:10 PM,15.31,50.08
121,10/27/19 06:30:25 PM,15.31,47.74
122,10/27/19 06:30:40 PM,15.23,45.42
123,10/27/19 06:30:55 PM,15.23,43.48
124,10/27/19 06:31:10 PM,15.18,41.54
125,10/27/19 06:31:25 PM,15.18,39.65
126,10/27/19 06:31:40 PM,15.18,37.53
127,10/27/19 06:31:55 PM,15.14,36.02
128,10/27/19 06:32:10 PM,15.10,34.12
129,10/27/19 06:32:25 PM,15.10,32.82
130,10/27/19 06:32:40 PM,15.10,31.12
131,10/27/19 06:32:55 PM,15.01,29.64
132,10/27/19 06:33:10 PM,15.01,28.56
133,10/27/19 06:33:25 PM,15.01,27.07
134,10/27/19 06:33:40 PM,14.93,25.80
135,10/27/19 06:33:55 PM,14.93,24.93
136,10/27/19 06:34:10 PM,14.93,23.66
137,10/27/19 06:34:25 PM,14.88,22.39
138,10/27/19 06:34:40 PM,14.84,21.73
139,10/27/19 06:34:55 PM,14.88,20.46
140,10/27/19 06:35:10 PM,14.84,19.40
141,10/27/19 06:35:25 PM,14.80,18.34
142,10/27/19 06:35:40 PM,14.75,17.68
143,10/27/19 06:35:55 PM,14.80,16.83
144,10/27/19 06:36:10 PM,14.75,15.77
145,10/27/19 06:36:25 PM,14.71,14.92
146,10/27/19 06:36:40 PM,14.71,14.47
147,10/27/19 06:36:55 PM,14.67,13.63
148,10/27/19 06:37:10 PM,14.67,12.36
149,10/27/19 06:37:25 PM,14.63,11.93
150,10/27/19 06:37:40 PM,14.63,11.30
151,10/27/19 06:37:55 PM,14.63,11.06
152,10/27/19 06:38:10 PM,14.54,10.42
153,10/27/19 06:38:25 PM,14.58,9.79
154,10/27/19 06:38:40 PM,14.54,9.15
155,10/27/19 06:38:55 PM,14.50,8.52
156,10/27/19 06:39:10 PM,14.50,8.09
157,10/27/19 06:39:25 PM,14.50,7.46
158,10/27/19 06:39:40 PM,14.50,7.43
159,10/27/19 06:39:55 PM,14.45,7.01
160,10/27/19 06:40:10 PM,14.45,6.59
161,10/27/19 06:40:25 PM,14.45,6.16
162,10/27/19 06:40:40 PM,14.41,5.74
163,10/27/19 06:40:55 PM,14.41,5.32
164,10/27/19 06:41:10 PM,14.37,4.89
165,10/27/19 06:41:25 PM,14.37,4.68
166,10/27/19 06:41:40 PM,14.33,4.65
167,10/27/19 06:41:55 PM,14.37,4.44
168,10/27/19 06:42:10 PM,14.33,4.02
169,10/27/19 06:42:25 PM,14.33,3.81
170,10/27/19 06:42:40 PM,14.33,3.59
171,10/27/19 06:42:55 PM,14.24,3.17
172,10/27/19 06:43:10 PM,14.28,2.96
173,10/27/19 06:43:25 PM,14.28,2.75
174,10/27/19 06:43:40 PM,14.20,2.32
175,10/27/19 06:43:55 PM,14.24,2.32
176,10/27/19 06:44:10 PM,14.15,2.32
177,10/27/19 06:44:25 PM,14.20,2.11
178,10/27/19 06:44:40 PM,14.15,1.90
179,10/27/19 06:44:55 PM,14.11,1.69
180,10/27/19 06:45:10 PM,14.11,1.69
181,10/27/19 06:45:25 PM,14.11,1.48
182,10/27/19 06:45:40 PM,14.11,1.48
183,10/27/19 06:45:55 PM,14.11,1.27
184,10/27/19 06:46:10 PM,14.07,1.27
185,10/27/19 06:46:25 PM,14.07,1.05
186,10/27/19 06:46:40 PM,14.07,1.05
187,10/27/19 06:46:55 PM,14.03,0.84
188,10/27/19 06:47:10 PM,14.03,0.84
189,10/27/19 06:47:25 PM,14.03,0.42
190,10/27/19 06:47:40 PM,14.03,0.63
191,10/27/19 06:47:55 PM,14.03,0.63
192,10/27/19 06:48:10 PM,13.98,0.63
193,10/27/19 06:48:25 PM,13.94,0.42
194,10/27/19 06:48:40 PM,13.98,0.21
195,10/27/19 06:48:55 PM,13.94,0.42
196,10/27/19 06:49:10 PM,13.94,0.00
197,10/27/19 06:49:25 PM,13.85,0.21
198,10/27/19 06:49:40 PM,13.90,0.21
199,10/27/19 06:49:55 PM,13.85,0.21
200,10/27/19 06:50:10 PM,13.85,0.21
201,10/27/19 06:50:25 PM,13.85,0.00
202,10/27/19 06:50:40 PM,13.90,0.00
203,10/27/19 06:50:55 PM,13.81,0.00
204,10/27/19 06:51:10 PM,13.81,0.00
205,10/27/19 06:51:25 PM,13.77,0.00
206,10/27/19 06:51:40 PM,13.77,0.00
207,10/27/19 06:51:55 PM,13.81,0.00
208,10/27/19 06:52:10 PM,13.81,0.00
209,10/27/19 06:52:25 PM,13.77,0.00
210,10/27/19 06:52:40 PM,13.77,0.00
211,10/27/19 06:52:55 PM,13.73,0.00
212,10/27/19 06:53:10 PM,13.73,0.00
213,10/27/19 06:53:25 PM,13.73,0.00
214,10/27/19 06:53:40 PM,13.73,0.00
215,10/27/19 06:53:55 PM,13.68,0.00
216,10/27/19 06:54:10 PM,13.64,0.00
217,10/27/19 06:54:25 PM,13.68,0.00
218,10/27/19 06:54:40 PM,13.64,0.00
219,10/27/19 06:54:55 PM,13.68,0.00
220,10/27/19 06:55:10 PM,13.64,0.00
221,10/27/19 06:55:25 PM,13.60,0.00
222,10/27/19 06:55:40 PM,13.60,0.00
223,10/27/19 06:55:55 PM,13.60,0.00
224,10/27/19 06:56:10 PM,13.60,0.00
225,10/27/19 06:56:25 PM,13.60,0.00
226,10/27/19 06:56:40 PM,13.51,0.00
227,10/27/19 06:56:55 PM,13.55,0.00
228,10/27/19 06:57:10 PM,13.55,0.00
229,10/27/19 06:57:25 PM,13.51,0.00
230,10/27/19 06:57:40 PM,13.51,0.00
231,10/27/19 06:57:55 PM,13.51,0.00
232,10/27/19 06:58:10 PM,13.51,0.00
233,10/27/19 06:58:25 PM,13.51,0.00
234,10/27/19 06:58:40 PM,13.51,0.00
235,10/27/19 06:58:55 PM,13.47,0.00
236,10/27/19 06:59:10 PM,13.51,0.00
237,10/27/19 06:59:25 PM,13.47,0.00
238,10/27/19 06:59:40 PM,13.47,0.00
239,10/27/19 06:59:55 PM,13.47,0.00
240,10/27/19 07:00:10 PM,13.47,0.00
241,10/27/19 07:00:25 PM,13.47,0.00
242,10/27/19 07:00:40 PM,13.43,0.00
243,10/27/19 07:00:55 PM,13.43,0.00
244,10/27/19 07:01:10 PM,13.43,0.00
245,10/27/19 07:01:25 PM,13.43,0.00
246,10/27/19 07:01:40 PM,13.43,0.00
247,10/27/19 07:01:55 PM,13.43,0.00
248,10/27/19 07:02:10 PM,13.47,0.00
249,10/27/19 07:02:25 PM,13.38,0.00
250,10/27/19 07:02:40 PM,13.38,0.00
251,10/27/19 07:02:55 PM,13.38,0.00
252,10/27/19 07:03:10 PM,13.38,0.00
253,10/27/19 07:03:25 PM,13.38,0.00
254,10/27/19 07:03:40 PM,13.43,0.00
255,10/27/19 07:03:55 PM,13.34,0.00
256,10/27/19 07:04:10 PM,13.34,0.00
257,10/27/19 07:04:25 PM,13.34,0.00
258,10/27/19 07:04:40 PM,13.34,0.00
259,10/27/19 07:04:55 PM,13.30,0.00
260,10/27/19 07:05:10 PM,13.30,0.00
261,10/27/19 07:05:25 PM,13.30,0.00
262,10/27/19 07:05:40 PM,13.30,0.00
263,10/27/19 07:05:55 PM,13.25,0.00
264,10/27/19 07:06:10 PM,13.25,0.00
265,10/27/19 07:06:25 PM,13.30,0.00
266,10/27/19 07:06:40 PM,13.30,0.00
267,10/27/19 07:06:55 PM,13.30,0.00
268,10/27/19 07:07:10 PM,13.30,0.00
269,10/27/19 07:07:25 PM,13.30,0.00
270,10/27/19 07:07:40 PM,13.25,0.00
271,10/27/19 07:07:55 PM,13.30,0.00
272,10/27/19 07:08:10 PM,13.30,0.00
273,10/27/19 07:08:25 PM,13.30,0.00
274,10/27/19 07:08:40 PM,13.30,0.00
275,10/27/19 07:08:55 PM,13.30,0.00
276,10/27/19 07:09:10 PM,13.30,0.00
277,10/27/19 07:09:25 PM,13.25,0.00
278,10/27/19 07:09:40 PM,13.25,0.00
279,10/27/19 07:09:55 PM,13.25,0.00
280,10/27/19 07:10:10 PM,13.21,0.00
281,10/27/19 07:10:25 PM,13.21,0.00
282,10/27/19 07:10:40 PM,13.25,0.00
283,10/27/19 07:10:55 PM,13.25,0.00
284,10/27/19 07:11:10 PM,13.21,0.00
285,10/27/19 07:11:25 PM,13.17,0.00
286,10/27/19 07:11:40 PM,13.21,0.00
287,10/27/19 07:11:55 PM,13.25,0.00
288,10/27/19 07:12:10 PM,13.17,0.00
289,10/27/19 07:12:25 PM,13.17,0.00
290,10/27/19 07:12:40 PM,13.17,0.00
291,10/27/19 07:12:55 PM,13.17,0.00
292,10/27/19 07:13:10 PM,13.12,0.00
293,10/27/19 07:13:25 PM,13.12,0.00
294,10/27/19 07:13:40 PM,13.12,0.00
295,10/27/19 07:13:55 PM,13.12,0.00
296,10/27/19 07:14:10 PM,13.08,0.00
297,10/27/19 07:14:25 PM,13.12,0.00
298,10/27/19 07:14:40 PM,13.08,0.00
299,10/27/19 07:14:55 PM,13.08,0.00
300,10/27/19 07:15:10 PM,13.08,0.00
301,10/27/19 07:15:25 PM,13.12,0.00
302,10/27/19 07:15:40 PM,13.08,0.00
303,10/27/19 07:15:55 PM,13.08,0.00
304,10/27/19 07:16:10 PM,13.04,0.00
305,10/27/19 07:16:25 PM,13.08,0.00
306,10/27/19 07:16:40 PM,13.04,0.00
307,10/27/19 07:16:55 PM,13.00,0.00
308,10/27/19 07:17:10 PM,13.00,0.00
309,10/27/19 07:17:25 PM,13.00,0.00
310,10/27/19 07:17:40 PM,13.00,0.00
311,10/27/19 07:17:55 PM,13.00,0.00
312,10/27/19 07:18:10 PM,13.00,0.00
313,10/27/19 07:18:25 PM,13.00,0.00
314,10/27/19 07:18:40 PM,13.00,0.00
315,10/27/19 07:18:55 PM,12.95,0.00
316,10/27/19 07:19:10 PM,12.95,0.00
317,10/27/19 07:19:25 PM,13.00,0.00
318,10/27/19 07:19:40 PM,13.00,0.00
319,10/27/19 07:19:55 PM,12.91,0.00
320,10/27/19 07:20:10 PM,12.91,0.00
321,10/27/19 07:20:25 PM,12.91,0.00
322,10/27/19 07:20:40 PM,12.91,0.00
323,10/27/19 07:20:55 PM,12.95,0.00
324,10/27/19 07:21:10 PM,12.91,0.00
325,10/27/19 07:21:25 PM,12.91,0.00
326,10/27/19 07:21:40 PM,12.91,0.00
327,10/27/19 07:21:55 PM,12.82,0.00
328,10/27/19 07:22:10 PM,12.87,0.00
329,10/27/19 07:22:25 PM,12.91,0.00
330,10/27/19 07:22:40 PM,12.91,0.00
331,10/27/19 07:22:55 PM,12.87,0.00
332,10/27/19 07:23:10 PM,12.87,0.00
333,10/27/19 07:23:25 PM,12.87,0.00
334,10/27/19 07:23:40 PM,12.87,0.00
335,10/27/19 07:23:55 PM,12.91,0.00
336,10/27/19 07:24:10 PM,12.87,0.00
337,10/27/19 07:24:25 PM,12.87,0.00
338,10/27/19 07:24:40 PM,12.87,0.00
339,10/27/19 07:24:55 PM,12.87,0.00
340,10/27/19 07:25:10 PM,12.87,0.00
341,10/27/19 07:25:25 PM,12.87,0.00
342,10/27/19 07:25:40 PM,12.87,0.00
343,10/27/19 07:25:55 PM,12.87,0.00
344,10/27/19 07:26:10 PM,12.82,0.00
345,10/27/19 07:26:25 PM,12.78,0.00
346,10/27/19 07:26:40 PM,12.78,0.00
347,10/27/19 07:26:55 PM,12.82,0.00
348,10/27/19 07:27:10 PM,12.82,0.00
349,10/27/19 07:27:25 PM,12.87,0.00
350,10/27/19 07:27:40 PM,12.82,0.00
351,10/27/19 07:27:55 PM,12.82,0.00
352,10/27/19 07:28:10 PM,12.82,0.00
353,10/27/19 07:28:25 PM,12.82,0.00
354,10/27/19 07:28:40 PM,12.82,0.00
355,10/27/19 07:28:55 PM,12.78,0.00
356,10/27/19 07:29:10 PM,12.78,0.00
357,10/27/19 07:29:25 PM,12.78,0.00
358,10/27/19 07:29:40 PM,12.78,0.00
359,10/27/19 07:29:55 PM,12.78,0.00
360,10/27/19 07:30:10 PM,12.78,0.00
361,10/27/19 07:30:25 PM,12.82,0.00
362,10/27/19 07:30:40 PM,12.78,0.00
363,10/27/19 07:30:55 PM,12.78,0.00
364,10/27/19 07:31:10 PM,12.78,0.00
365,10/27/19 07:31:25 PM,12.82,0.00
366,10/27/19 07:31:40 PM,12.74,0.00
367,10/27/19 07:31:55 PM,12.78,0.00
368,10/27/19 07:32:10 PM,12.78,0.00
369,10/27/19 07:32:25 PM,12.78,0.00
370,10/27/19 07:32:40 PM,12.78,0.00
371,10/27/19 07:32:55 PM,12.74,0.00
372,10/27/19 07:33:10 PM,12.74,0.00
373,10/27/19 07:33:25 PM,12.70,0.00
374,10/27/19 07:33:40 PM,12.78,0.00
375,10/27/19 07:33:55 PM,12.70,0.00
376,10/27/19 07:34:10 PM,12.70,0.00
377,10/27/19 07:34:25 PM,12.70,0.00
378,10/27/19 07:34:40 PM,12.70,0.00
379,10/27/19 07:34:55 PM,12.65,0.00
380,10/27/19 07:35:10 PM,12.65,0.00
381,10/27/19 07:35:25 PM,12.65,0.00
382,10/27/19 07:35:40 PM,12.65,0.00
383,10/27/19 07:35:55 PM,12.61,0.00
384,10/27/19 07:36:10 PM,12.65,0.00
385,10/27/19 07:36:25 PM,12.65,0.00
386,10/27/19 07:36:40 PM,12.65,0.00
387,10/27/19 07:36:55 PM,12.65,0.00
388,10/27/19 07:37:10 PM,12.65,0.00
389,10/27/19 07:37:25 PM,12.61,0.00
390,10/27/19 07:37:40 PM,12.65,0.00
391,10/27/19 07:37:55 PM,12.65,0.00
392,10/27/19 07:38:10 PM,12.65,0.00
393,10/27/19 07:38:25 PM,12.65,0.00
394,10/27/19 07:38:40 PM,12.65,0.00
395,10/27/19 07:38:55 PM,12.61,0.00
396,10/27/19 07:39:10 PM,12.65,0.00
397,10/27/19 07:39:25 PM,12.61,0.00
398,10/27/19 07:39:40 PM,12.65,0.00
399,10/27/19 07:39:55 PM,12.61,0.00
400,10/27/19 07:40:10 PM,12.57,0.00
401,10/27/19 07:40:25 PM,12.57,0.00
402,10/27/19 07:40:40 PM,12.61,0.00
403,10/27/19 07:40:55 PM,12.61,0.00
404,10/27/19 07:41:10 PM,12.57,0.00
405,10/27/19 07:41:25 PM,12.57,0.00
406,10/27/19 07:41:40 PM,12.57,0.00
407,10/27/19 07:41:55 PM,12.52,0.00
408,10/27/19 07:42:10 PM,12.57,0.00
409,10/27/19 07:42:25 PM,12.52,0.00
410,10/27/19 07:42:40 PM,12.57,0.00
411,10/27/19 07:42:55 PM,12.57,0.00
412,10/27/19 07:43:10 PM,12.52,0.00
413,10/27/19 07:43:25 PM,12.52,0.00
414,10/27/19 07:43:40 PM,12.52,0.00
415,10/27/19 07:43:55 PM,12.48,0.00
416,10/27/19 07:44:10 PM,12.52,0.00
417,10/27/19 07:44:25 PM,12.48,0.00
418,10/27/19 07:44:40 PM,12.52,0.00
419,10/27/19 07:44:55 PM,12.52,0.00
420,10/27/19 07:45:10 PM,12.52,0.00
421,10/27/19 07:45:25 PM,12.52,0.00
422,10/27/19 07:45:40 PM,12.52,0.00
423,10/27/19 07:45:55 PM,12.48,0.00
424,10/27/19 07:46:10 PM,12.48,0.00
425,10/27/19 07:46:25 PM,12.52,0.00
426,10/27/19 07:46:40 PM,12.52,0.00
427,10/27/19 07:46:55 PM,12.48,0.00
428,10/27/19 07:47:10 PM,12.48,0.00
429,10/27/19 07:47:25 PM,12.48,0.00
430,10/27/19 07:47:40 PM,12.52,0.00
431,10/27/19 07:47:55 PM,12.48,0.00
432,10/27/19 07:48:10 PM,12.48,0.00
433,10/27/19 07:48:25 PM,12.48,0.00
434,10/27/19 07:48:40 PM,12.48,0.00
435,10/27/19 07:48:55 PM,12.48,0.00
436,10/27/19 07:49:10 PM,12.48,0.00
437,10/27/19 07:49:25 PM,12.44,0.00
438,10/27/19 07:49:40 PM,12.44,0.00
439,10/27/19 07:49:55 PM,12.48,0.00
440,10/27/19 07:50:10 PM,12.44,0.00
441,10/27/19 07:50:25 PM,12.44,0.00
442,10/27/19 07:50:40 PM,12.48,0.00
443,10/27/19 07:50:55 PM,12.44,0.00
444,10/27/19 07:51:10 PM,12.44,0.00
445,10/27/19 07:51:25 PM,12.44,0.00
446,10/27/19 07:51:40 PM,12.44,0.00
447,10/27/19 07:51:55 PM,12.40,0.00
448,10/27/19 07:52:10 PM,12.44,0.00
449,10/27/19 07:52:25 PM,12.44,0.00
450,10/27/19 07:52:40 PM,12.44,0.00
451,10/27/19 07:52:55 PM,12.44,0.00
452,10/27/19 07:53:10 PM,12.44,0.00
453,10/27/19 07:53:25 PM,12.44,0.00
454,10/27/19 07:53:40 PM,12.40,0.00
455,10/27/19 07:53:55 PM,12.40,0.00
456,10/27/19 07:54:10 PM,12.40,0.00
457,10/27/19 07:54:25 PM,12.40,0.00
458,10/27/19 07:54:40 PM,12.35,0.00
459,10/27/19 07:54:55 PM,12.35,0.00
460,10/27/19 07:55:10 PM,12.35,0.00
461,10/27/19 07:55:25 PM,12.40,0.00
462,10/27/19 07:55:40 PM,12.35,0.00
463,10/27/19 07:55:55 PM,12.35,0.00
464,10/27/19 07:56:10 PM,12.31,0.00
465,10/27/19 07:56:25 PM,12.31,0.00
466,10/27/19 07:56:40 PM,12.40,0.00
467,10/27/19 07:56:55 PM,12.31,0.00
468,10/27/19 07:57:10 PM,12.35,0.00
469,10/27/19 07:57:25 PM,12.35,0.00
470,10/27/19 07:57:40 PM,12.35,0.00
471,10/27/19 07:57:55 PM,12.35,0.00
472,10/27/19 07:58:10 PM,12.35,0.00
473,10/27/19 07:58:25 PM,12.35,0.00
474,10/27/19 07:58:40 PM,12.35,0.00
475,10/27/19 07:58:55 PM,12.35,0.00
476,10/27/19 07:59:10 PM,12.35,0.00
477,10/27/19 07:59:25 PM,12.31,0.00
478,10/27/19 07:59:40 PM,12.31,0.00
479,10/27/19 07:59:55 PM,12.31,0.00
480,10/27/19 08:00:10 PM,12.35,0.00
481,10/27/19 08:00:25 PM,12.35,0.00
482,10/27/19 08:00:40 PM,12.31,0.00
483,10/27/19 08:00:55 PM,12.31,0.00
484,10/27/19 08:01:10 PM,12.27,0.00
485,10/27/19 08:01:25 PM,12.31,0.00
486,10/27/19 08:01:40 PM,12.31,0.00
487,10/27/19 08:01:55 PM,12.27,0.00
488,10/27/19 08:02:10 PM,12.27,0.00
489,10/27/19 08:02:25 PM,12.27,0.00
490,10/27/19 08:02:40 PM,12.27,0.00
491,10/27/19 08:02:55 PM,12.27,0.00
492,10/27/19 08:03:10 PM,12.22,0.00
493,10/27/19 08:03:25 PM,12.27,0.00
494,10/27/19 08:03:40 PM,12.27,0.00
495,10/27/19 08:03:55 PM,12.22,0.00
496,10/27/19 08:04:10 PM,12.22,0.00
497,10/27/19 08:04:25 PM,12.27,0.00
498,10/27/19 08:04:40 PM,12.22,0.00
499,10/27/19 08:04:55 PM,12.27,0.00
500,10/27/19 08:05:10 PM,12.22,0.00
501,10/27/19 08:05:25 PM,12.22,0.00
502,10/27/19 08:05:40 PM,12.27,0.00
503,10/27/19 08:05:55 PM,12.22,0.00
504,10/27/19 08:06:10 PM,12.22,0.00
505,10/27/19 08:06:25 PM,12.22,0.00
506,10/27/19 08:06:40 PM,12.27,0.00
507,10/27/19 08:06:55 PM,12.27,0.00
508,10/27/19 08:07:10 PM,12.22,0.00
509,10/27/19 08:07:25 PM,12.27,0.00
510,10/27/19 08:07:40 PM,12.27,0.00
511,10/27/19 08:07:55 PM,12.22,0.00
512,10/27/19 08:08:10 PM,12.27,0.00
513,10/27/19 08:08:25 PM,12.22,0.00
514,10/27/19 08:08:40 PM,12.31,0.00
515,10/27/19 08:08:55 PM,12.22,0.00
516,10/27/19 08:09:10 PM,12.22,0.00
517,10/27/19 08:09:25 PM,12.22,0.00
518,10/27/19 08:09:40 PM,12.27,0.00
519,10/27/19 08:09:55 PM,12.22,0.00
520,10/27/19 08:10:10 PM,12.22,0.00
521,10/27/19 08:10:25 PM,12.22,0.00
522,10/27/19 08:10:40 PM,12.18,0.00
523,10/27/19 08:10:55 PM,12.18,0.00
524,10/27/19 08:11:10 PM,12.22,0.00
525,10/27/19 08:11:25 PM,12.22,0.00
526,10/27/19 08:11:40 PM,12.18,0.00
527,10/27/19 08:11:55 PM,12.18,0.00
528,10/27/19 08:12:10 PM,12.18,0.00
529,10/27/19 08:12:25 PM,12.18,0.00
530,10/27/19 08:12:40 PM,12.18,0.00
531,10/27/19 08:12:55 PM,12.14,0.00
532,10/27/19 08:13:10 PM,12.14,0.00
533,10/27/19 08:13:25 PM,12.18,0.00
534,10/27/19 08:13:40 PM,12.18,0.00
535,10/27/19 08:13:55 PM,12.14,0.00
536,10/27/19 08:14:10 PM,12.18,0.00
537,10/27/19 08:14:25 PM,12.18,0.00
538,10/27/19 08:14:40 PM,12.10,0.00
539,10/27/19 08:14:55 PM,12.10,0.00
540,10/27/19 08:15:10 PM,12.14,0.00
541,10/27/19 08:15:25 PM,12.14,0.00
542,10/27/19 08:15:40 PM,12.10,0.00
543,10/27/19 08:15:55 PM,12.14,0.00
544,10/27/19 08:16:10 PM,12.18,0.00
545,10/27/19 08:16:25 PM,12.14,0.00
546,10/27/19 08:16:40 PM,12.14,0.00
547,10/27/19 08:16:55 PM,12.10,0.00
548,10/27/19 08:17:10 PM,12.14,0.00
549,10/27/19 08:17:25 PM,12.10,0.00
550,10/27/19 08:17:40 PM,12.14,0.00
551,10/27/19 08:17:55 PM,12.14,0.00
552,10/27/19 08:18:10 PM,12.14,0.00
