"Plot Title: 20680277"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20680277, SEN S/N: 20680277)","Intensity, Lux (LGR S/N: 20680277, SEN S/N: 20680277)"
79,09/10/20 01:30:50 PM,29.77,40898.56
80,09/10/20 01:31:05 PM,29.86,41758.72
81,09/10/20 01:31:20 PM,29.86,41472.00
82,09/10/20 01:31:35 PM,29.81,41349.12
83,09/10/20 01:31:50 PM,29.77,41697.28
84,09/10/20 01:32:05 PM,29.81,42065.92
85,09/10/20 01:32:20 PM,29.94,42946.56
86,09/10/20 01:32:35 PM,30.07,43683.84
87,09/10/20 01:32:50 PM,30.24,43560.96
88,09/10/20 01:33:05 PM,30.20,41984.00
89,09/10/20 01:33:20 PM,30.24,41420.80
90,09/10/20 01:33:35 PM,30.37,40878.08
91,09/10/20 01:33:50 PM,30.37,40427.52
92,09/10/20 01:34:05 PM,30.41,40232.96
93,09/10/20 01:34:20 PM,30.41,39372.80
94,09/10/20 01:34:35 PM,30.41,38113.28
95,09/10/20 01:34:50 PM,30.33,36833.28
96,09/10/20 01:35:05 PM,30.28,35696.64
97,09/10/20 01:35:20 PM,30.24,35041.28
98,09/10/20 01:35:35 PM,30.16,35031.04
99,09/10/20 01:35:50 PM,30.11,34959.36
100,09/10/20 01:36:05 PM,30.03,34908.16
101,09/10/20 01:36:20 PM,29.94,36474.88
102,09/10/20 01:36:35 PM,29.98,38512.64
103,09/10/20 01:36:50 PM,30.07,40775.68
104,09/10/20 01:37:05 PM,30.20,41093.12
105,09/10/20 01:37:20 PM,30.28,39874.56
106,09/10/20 01:37:35 PM,30.28,38174.72
107,09/10/20 01:37:50 PM,30.37,37232.64
108,09/10/20 01:38:05 PM,30.33,36515.84
109,09/10/20 01:38:20 PM,30.37,35799.04
110,09/10/20 01:38:35 PM,30.33,34990.08
111,09/10/20 01:38:50 PM,30.37,34385.92
112,09/10/20 01:39:05 PM,30.33,34140.16
113,09/10/20 01:39:20 PM,30.33,34007.04
114,09/10/20 01:39:35 PM,30.33,33802.24
115,09/10/20 01:39:50 PM,30.33,33873.92
116,09/10/20 01:40:05 PM,30.20,34078.72
117,09/10/20 01:40:20 PM,30.20,34263.04
118,09/10/20 01:40:35 PM,30.24,34467.84
119,09/10/20 01:40:50 PM,30.28,34816.00
120,09/10/20 01:41:05 PM,30.28,35276.80
121,09/10/20 01:41:20 PM,30.33,35758.08
122,09/10/20 01:41:35 PM,30.33,36167.68
123,09/10/20 01:41:50 PM,30.46,36710.40
124,09/10/20 01:42:05 PM,30.41,37314.56
125,09/10/20 01:42:20 PM,30.46,37990.40
126,09/10/20 01:42:35 PM,30.63,38686.72
127,09/10/20 01:42:50 PM,30.67,39208.96
128,09/10/20 01:43:05 PM,30.76,39669.76
129,09/10/20 01:43:20 PM,30.84,39895.04
130,09/10/20 01:43:35 PM,30.89,39157.76
131,09/10/20 01:43:50 PM,30.93,37560.32
132,09/10/20 01:44:05 PM,30.84,35317.76
133,09/10/20 01:44:20 PM,30.80,32655.36
134,09/10/20 01:44:35 PM,30.76,29992.96
135,09/10/20 01:44:50 PM,30.63,28815.36
136,09/10/20 01:45:05 PM,30.54,27740.16
137,09/10/20 01:45:20 PM,30.37,26439.68
138,09/10/20 01:45:35 PM,30.24,25927.68
139,09/10/20 01:45:50 PM,30.07,25313.28
140,09/10/20 01:46:05 PM,29.90,25067.52
141,09/10/20 01:46:20 PM,29.77,25333.76
142,09/10/20 01:46:35 PM,29.68,25815.04
143,09/10/20 01:46:50 PM,29.64,26388.48
144,09/10/20 01:47:05 PM,29.47,26542.08
145,09/10/20 01:47:20 PM,29.34,26828.80
146,09/10/20 01:47:35 PM,29.17,27115.52
147,09/10/20 01:47:50 PM,29.17,27330.56
148,09/10/20 01:48:05 PM,29.04,27351.04
149,09/10/20 01:48:20 PM,29.00,26828.80
150,09/10/20 01:48:35 PM,28.87,25815.04
151,09/10/20 01:48:50 PM,28.83,25149.44
152,09/10/20 01:49:05 PM,28.74,24688.64
153,09/10/20 01:49:20 PM,28.65,24053.76
154,09/10/20 01:49:35 PM,28.57,23920.64
155,09/10/20 01:49:50 PM,28.48,23388.16
156,09/10/20 01:50:05 PM,28.44,23111.68
157,09/10/20 01:50:20 PM,28.31,22784.00
158,09/10/20 01:50:35 PM,28.23,22712.32
159,09/10/20 01:50:50 PM,28.10,22650.88
160,09/10/20 01:51:05 PM,27.97,22671.36
161,09/10/20 01:51:20 PM,27.88,22763.52
162,09/10/20 01:51:35 PM,27.80,22405.12
163,09/10/20 01:51:50 PM,27.80,22169.60
164,09/10/20 01:52:05 PM,27.67,22077.44
165,09/10/20 01:52:20 PM,27.63,21934.08
166,09/10/20 01:52:35 PM,27.58,21893.12
167,09/10/20 01:52:50 PM,27.50,21995.52
168,09/10/20 01:53:05 PM,27.41,22302.72
169,09/10/20 01:53:20 PM,27.41,22794.24
170,09/10/20 01:53:35 PM,27.37,23388.16
171,09/10/20 01:53:50 PM,27.37,24023.04
172,09/10/20 01:54:05 PM,27.32,24647.68
173,09/10/20 01:54:20 PM,27.37,25395.20
174,09/10/20 01:54:35 PM,27.32,26316.80
175,09/10/20 01:54:50 PM,27.37,27648.00
176,09/10/20 01:55:05 PM,27.41,28938.24
177,09/10/20 01:55:20 PM,27.41,30064.64
178,09/10/20 01:55:35 PM,27.50,30320.64
179,09/10/20 01:55:50 PM,27.63,30187.52
180,09/10/20 01:56:05 PM,27.67,28764.16
181,09/10/20 01:56:20 PM,27.67,28549.12
182,09/10/20 01:56:35 PM,27.71,29634.56
183,09/10/20 01:56:50 PM,27.80,32317.44
184,09/10/20 01:57:05 PM,27.88,31836.16
185,09/10/20 01:57:20 PM,27.97,31600.64
186,09/10/20 01:57:35 PM,28.01,32235.52
187,09/10/20 01:57:50 PM,28.05,31334.40
188,09/10/20 01:58:05 PM,28.05,30126.08
189,09/10/20 01:58:20 PM,28.10,28968.96
190,09/10/20 01:58:35 PM,28.10,27668.48
191,09/10/20 01:58:50 PM,27.97,26798.08
192,09/10/20 01:59:05 PM,27.93,26460.16
193,09/10/20 01:59:20 PM,27.88,25753.60
194,09/10/20 01:59:35 PM,27.80,25231.36
195,09/10/20 01:59:50 PM,27.75,25108.48
196,09/10/20 02:00:05 PM,27.67,25620.48
197,09/10/20 02:00:20 PM,27.67,26071.04
198,09/10/20 02:00:35 PM,27.67,25712.64
199,09/10/20 02:00:50 PM,27.58,25466.88
200,09/10/20 02:01:05 PM,27.50,24801.28
201,09/10/20 02:01:20 PM,27.41,24125.44
202,09/10/20 02:01:35 PM,27.37,23695.36
203,09/10/20 02:01:50 PM,27.32,23429.12
204,09/10/20 02:02:05 PM,27.32,23203.84
205,09/10/20 02:02:20 PM,27.20,23142.40
206,09/10/20 02:02:35 PM,27.15,23142.40
207,09/10/20 02:02:50 PM,27.11,23398.40
208,09/10/20 02:03:05 PM,27.11,23695.36
209,09/10/20 02:03:20 PM,27.11,24268.80
210,09/10/20 02:03:35 PM,27.07,24514.56
211,09/10/20 02:03:50 PM,27.02,24883.20
212,09/10/20 02:04:05 PM,27.11,25180.16
213,09/10/20 02:04:20 PM,27.07,25702.40
214,09/10/20 02:04:35 PM,27.15,26542.08
215,09/10/20 02:04:50 PM,27.20,28221.44
216,09/10/20 02:05:05 PM,27.32,30935.04
217,09/10/20 02:05:20 PM,27.45,33935.36
218,09/10/20 02:05:35 PM,27.58,36823.04
219,09/10/20 02:05:50 PM,27.71,38144.00
220,09/10/20 02:06:05 PM,27.84,38666.24
221,09/10/20 02:06:20 PM,27.93,38584.32
222,09/10/20 02:06:35 PM,27.97,35430.40
223,09/10/20 02:06:50 PM,27.97,32542.72
224,09/10/20 02:07:05 PM,27.97,29962.24
225,09/10/20 02:07:20 PM,27.93,28282.88
226,09/10/20 02:07:35 PM,27.84,27258.88
227,09/10/20 02:07:50 PM,27.80,27197.44
228,09/10/20 02:08:05 PM,27.75,28108.80
229,09/10/20 02:08:20 PM,27.80,30044.16
230,09/10/20 02:08:35 PM,27.84,31907.84
231,09/10/20 02:08:50 PM,27.93,32860.16
232,09/10/20 02:09:05 PM,28.01,32624.64
233,09/10/20 02:09:20 PM,28.01,32583.68
234,09/10/20 02:09:35 PM,28.10,33239.04
235,09/10/20 02:09:50 PM,28.23,36618.24
236,09/10/20 02:10:05 PM,28.27,35840.00
237,09/10/20 02:10:20 PM,28.40,36065.28
238,09/10/20 02:10:35 PM,28.44,35942.40
239,09/10/20 02:10:50 PM,28.48,34918.40
240,09/10/20 02:11:05 PM,28.53,35962.88
241,09/10/20 02:11:20 PM,28.65,36003.84
242,09/10/20 02:11:35 PM,28.70,37283.84
243,09/10/20 02:11:50 PM,28.83,35932.16
244,09/10/20 02:12:05 PM,28.95,36669.44
245,09/10/20 02:12:20 PM,29.04,36055.04
246,09/10/20 02:12:35 PM,29.13,36966.40
247,09/10/20 02:12:50 PM,29.26,37232.64
248,09/10/20 02:13:05 PM,29.38,36751.36
249,09/10/20 02:13:20 PM,29.51,36454.40
250,09/10/20 02:13:35 PM,29.56,35768.32
251,09/10/20 02:13:50 PM,29.56,34826.24
252,09/10/20 02:14:05 PM,29.64,34365.44
253,09/10/20 02:14:20 PM,29.68,34304.00
254,09/10/20 02:14:35 PM,29.73,34140.16
255,09/10/20 02:14:50 PM,29.73,34631.68
256,09/10/20 02:15:05 PM,29.77,34836.48
257,09/10/20 02:15:20 PM,29.77,34529.28
258,09/10/20 02:15:35 PM,29.73,33679.36
259,09/10/20 02:15:50 PM,29.64,32051.20
260,09/10/20 02:16:05 PM,29.64,30730.24
261,09/10/20 02:16:20 PM,29.56,30126.08
262,09/10/20 02:16:35 PM,29.51,30248.96
263,09/10/20 02:16:50 PM,29.51,30760.96
264,09/10/20 02:17:05 PM,29.47,30699.52
265,09/10/20 02:17:20 PM,29.47,29573.12
266,09/10/20 02:17:35 PM,29.43,28774.40
267,09/10/20 02:17:50 PM,29.38,28119.04
268,09/10/20 02:18:05 PM,29.30,27443.20
269,09/10/20 02:18:20 PM,29.21,26675.20
270,09/10/20 02:18:35 PM,29.17,25548.80
271,09/10/20 02:18:50 PM,29.13,24821.76
272,09/10/20 02:19:05 PM,28.95,24207.36
273,09/10/20 02:19:20 PM,28.87,23879.68
274,09/10/20 02:19:35 PM,28.78,23572.48
275,09/10/20 02:19:50 PM,28.65,23367.68
276,09/10/20 02:20:05 PM,28.57,23060.48
277,09/10/20 02:20:20 PM,28.53,22999.04
278,09/10/20 02:20:35 PM,28.40,22876.16
279,09/10/20 02:20:50 PM,28.31,22917.12
280,09/10/20 02:21:05 PM,28.27,23244.80
281,09/10/20 02:21:20 PM,28.18,23818.24
282,09/10/20 02:21:35 PM,28.10,24145.92
283,09/10/20 02:21:50 PM,28.01,24340.48
284,09/10/20 02:22:05 PM,28.01,24473.60
285,09/10/20 02:22:20 PM,27.93,24330.24
286,09/10/20 02:22:35 PM,27.88,24084.48
287,09/10/20 02:22:50 PM,27.84,23808.00
288,09/10/20 02:23:05 PM,27.75,23644.16
289,09/10/20 02:23:20 PM,27.71,23490.56
290,09/10/20 02:23:35 PM,27.63,23367.68
291,09/10/20 02:23:50 PM,27.54,23480.32
292,09/10/20 02:24:05 PM,27.54,23470.08
293,09/10/20 02:24:20 PM,27.45,23418.88
294,09/10/20 02:24:35 PM,27.41,23449.60
295,09/10/20 02:24:50 PM,27.32,23367.68
296,09/10/20 02:25:05 PM,27.32,23367.68
297,09/10/20 02:25:20 PM,27.24,23121.92
298,09/10/20 02:25:35 PM,27.20,23203.84
299,09/10/20 02:25:50 PM,27.15,23265.28
300,09/10/20 02:26:05 PM,27.02,23121.92
301,09/10/20 02:26:20 PM,27.07,22661.12
302,09/10/20 02:26:35 PM,27.02,22118.40
303,09/10/20 02:26:50 PM,26.94,21729.28
304,09/10/20 02:27:05 PM,26.94,21401.60
305,09/10/20 02:27:20 PM,26.85,20951.04
306,09/10/20 02:27:35 PM,26.77,20920.32
307,09/10/20 02:27:50 PM,26.64,21135.36
308,09/10/20 02:28:05 PM,26.64,21422.08
309,09/10/20 02:28:20 PM,26.64,21678.08
310,09/10/20 02:28:35 PM,26.55,22005.76
311,09/10/20 02:28:50 PM,26.55,22312.96
312,09/10/20 02:29:05 PM,26.60,22620.16
313,09/10/20 02:29:20 PM,26.55,22947.84
314,09/10/20 02:29:35 PM,26.51,22917.12
315,09/10/20 02:29:50 PM,26.51,23080.96
316,09/10/20 02:30:05 PM,26.51,23275.52
317,09/10/20 02:30:20 PM,26.51,23552.00
318,09/10/20 02:30:35 PM,26.51,23910.40
319,09/10/20 02:30:50 PM,26.51,24360.96
320,09/10/20 02:31:05 PM,26.55,24657.92
321,09/10/20 02:31:20 PM,26.55,24657.92
322,09/10/20 02:31:35 PM,26.60,24535.04
323,09/10/20 02:31:50 PM,26.60,24309.76
324,09/10/20 02:32:05 PM,26.64,24023.04
325,09/10/20 02:32:20 PM,26.64,23920.64
326,09/10/20 02:32:35 PM,26.60,23900.16
327,09/10/20 02:32:50 PM,26.60,24023.04
328,09/10/20 02:33:05 PM,26.60,24268.80
329,09/10/20 02:33:20 PM,26.64,24555.52
330,09/10/20 02:33:35 PM,26.55,24821.76
331,09/10/20 02:33:50 PM,26.60,25528.32
332,09/10/20 02:34:05 PM,26.55,25640.96
333,09/10/20 02:34:20 PM,26.60,26019.84
334,09/10/20 02:34:35 PM,26.60,26112.00
335,09/10/20 02:34:50 PM,26.64,26091.52
336,09/10/20 02:35:05 PM,26.64,26091.52
337,09/10/20 02:35:20 PM,26.64,26173.44
338,09/10/20 02:35:35 PM,26.64,26112.00
339,09/10/20 02:35:50 PM,26.64,26357.76
340,09/10/20 02:36:05 PM,26.60,26040.32
341,09/10/20 02:36:20 PM,26.60,25835.52
342,09/10/20 02:36:35 PM,26.51,25753.60
343,09/10/20 02:36:50 PM,26.51,25661.44
344,09/10/20 02:37:05 PM,26.51,25507.84
345,09/10/20 02:37:20 PM,26.55,25272.32
346,09/10/20 02:37:35 PM,26.55,24985.60
347,09/10/20 02:37:50 PM,26.55,24821.76
348,09/10/20 02:38:05 PM,26.47,24596.48
349,09/10/20 02:38:20 PM,26.51,24371.20
350,09/10/20 02:38:35 PM,26.60,24309.76
351,09/10/20 02:38:50 PM,26.55,24197.12
352,09/10/20 02:39:05 PM,26.55,24166.40
353,09/10/20 02:39:20 PM,26.60,24360.96
354,09/10/20 02:39:35 PM,26.55,24320.00
355,09/10/20 02:39:50 PM,26.51,24494.08
356,09/10/20 02:40:05 PM,26.51,24678.40
357,09/10/20 02:40:20 PM,26.51,24801.28
358,09/10/20 02:40:35 PM,26.51,25077.76
359,09/10/20 02:40:50 PM,26.51,25456.64
360,09/10/20 02:41:05 PM,26.55,25968.64
361,09/10/20 02:41:20 PM,26.60,26572.80
362,09/10/20 02:41:35 PM,26.60,26767.36
363,09/10/20 02:41:50 PM,26.60,27361.28
364,09/10/20 02:42:05 PM,26.60,27545.60
365,09/10/20 02:42:20 PM,26.60,27955.20
366,09/10/20 02:42:35 PM,26.64,28149.76
367,09/10/20 02:42:50 PM,26.68,28405.76
368,09/10/20 02:43:05 PM,26.72,28897.28
369,09/10/20 02:43:20 PM,26.77,28999.68
370,09/10/20 02:43:35 PM,26.77,29675.52
371,09/10/20 02:43:50 PM,26.85,30105.60
372,09/10/20 02:44:05 PM,26.85,30740.48
373,09/10/20 02:44:20 PM,26.94,31539.20
374,09/10/20 02:44:35 PM,27.02,32399.36
375,09/10/20 02:44:50 PM,27.15,33402.88
376,09/10/20 02:45:05 PM,27.24,34611.20
377,09/10/20 02:45:20 PM,27.37,36014.08
378,09/10/20 02:45:35 PM,27.50,37457.92
379,09/10/20 02:45:50 PM,27.67,37888.00
380,09/10/20 02:46:05 PM,27.80,37734.40
381,09/10/20 02:46:20 PM,27.93,38256.64
382,09/10/20 02:46:35 PM,28.05,38799.36
383,09/10/20 02:46:50 PM,28.18,38553.60
384,09/10/20 02:47:05 PM,28.27,38154.24
385,09/10/20 02:47:20 PM,28.31,37724.16
386,09/10/20 02:47:35 PM,28.44,37232.64
387,09/10/20 02:47:50 PM,28.57,36741.12
388,09/10/20 02:48:05 PM,28.65,36505.60
389,09/10/20 02:48:20 PM,28.74,36556.80
390,09/10/20 02:48:35 PM,28.78,36904.96
391,09/10/20 02:48:50 PM,28.87,36915.20
392,09/10/20 02:49:05 PM,28.87,36495.36
393,09/10/20 02:49:20 PM,28.87,35860.48
394,09/10/20 02:49:35 PM,28.91,35522.56
395,09/10/20 02:49:50 PM,28.95,35614.72
396,09/10/20 02:50:05 PM,29.04,36208.64
397,09/10/20 02:50:20 PM,29.13,37539.84
398,09/10/20 02:50:35 PM,29.30,39362.56
399,09/10/20 02:50:50 PM,29.38,42065.92
400,09/10/20 02:51:05 PM,29.56,45506.56
401,09/10/20 02:51:20 PM,29.90,55992.32
402,09/10/20 02:51:35 PM,30.03,49152.00
403,09/10/20 02:51:50 PM,30.20,48742.40
404,09/10/20 02:52:05 PM,30.37,48332.80
405,09/10/20 02:52:20 PM,30.54,47104.00
406,09/10/20 02:52:35 PM,30.67,46161.92
407,09/10/20 02:52:50 PM,30.76,45834.24
408,09/10/20 02:53:05 PM,30.93,46080.00
409,09/10/20 02:53:20 PM,31.10,46039.04
410,09/10/20 02:53:35 PM,31.19,46080.00
411,09/10/20 02:53:50 PM,31.36,46735.36
412,09/10/20 02:54:05 PM,31.49,46469.12
413,09/10/20 02:54:20 PM,31.57,46264.32
414,09/10/20 02:54:35 PM,31.66,46387.20
415,09/10/20 02:54:50 PM,31.74,45957.12
416,09/10/20 02:55:05 PM,31.87,44892.16
417,09/10/20 02:55:20 PM,31.92,42823.68
418,09/10/20 02:55:35 PM,31.96,40570.88
419,09/10/20 02:55:50 PM,31.96,38707.20
420,09/10/20 02:56:05 PM,31.96,37693.44
421,09/10/20 02:56:20 PM,31.96,37068.80
422,09/10/20 02:56:35 PM,31.96,36638.72
423,09/10/20 02:56:50 PM,31.92,36495.36
424,09/10/20 02:57:05 PM,31.87,36945.92
425,09/10/20 02:57:20 PM,31.79,37160.96
426,09/10/20 02:57:35 PM,31.79,36659.20
427,09/10/20 02:57:50 PM,31.79,35430.40
428,09/10/20 02:58:05 PM,31.66,33484.80
429,09/10/20 02:58:20 PM,31.61,31354.88
430,09/10/20 02:58:35 PM,31.49,29184.00
431,09/10/20 02:58:50 PM,31.31,27412.48
432,09/10/20 02:59:05 PM,31.14,26214.40
433,09/10/20 02:59:20 PM,30.97,25128.96
434,09/10/20 02:59:35 PM,30.84,24268.80
435,09/10/20 02:59:50 PM,30.67,23695.36
436,09/10/20 03:00:05 PM,30.50,23275.52
437,09/10/20 03:00:20 PM,30.33,22999.04
438,09/10/20 03:00:35 PM,30.20,22845.44
439,09/10/20 03:00:50 PM,30.03,22650.88
440,09/10/20 03:01:05 PM,29.94,22558.72
441,09/10/20 03:01:20 PM,29.81,22435.84
442,09/10/20 03:01:35 PM,29.73,22384.64
443,09/10/20 03:01:50 PM,29.56,22384.64
444,09/10/20 03:02:05 PM,29.38,22282.24
445,09/10/20 03:02:20 PM,29.21,22261.76
446,09/10/20 03:02:35 PM,29.08,22323.20
447,09/10/20 03:02:50 PM,29.04,22394.88
448,09/10/20 03:03:05 PM,28.87,22609.92
449,09/10/20 03:03:20 PM,28.74,22589.44
450,09/10/20 03:03:35 PM,28.61,22732.80
451,09/10/20 03:03:50 PM,28.48,22753.28
452,09/10/20 03:04:05 PM,28.40,22886.40
453,09/10/20 03:04:20 PM,28.35,23132.16
454,09/10/20 03:04:35 PM,28.27,22999.04
455,09/10/20 03:04:50 PM,28.18,23439.36
456,09/10/20 03:05:05 PM,28.10,23183.36
457,09/10/20 03:05:20 PM,27.97,23173.12
458,09/10/20 03:05:35 PM,27.88,23152.64
459,09/10/20 03:05:50 PM,27.80,23162.88
460,09/10/20 03:06:05 PM,27.80,23070.72
461,09/10/20 03:06:20 PM,27.67,23009.28
462,09/10/20 03:06:35 PM,27.58,23029.76
463,09/10/20 03:06:50 PM,27.54,23152.64
464,09/10/20 03:07:05 PM,27.54,23091.20
465,09/10/20 03:07:20 PM,27.45,22999.04
466,09/10/20 03:07:35 PM,27.37,22691.84
467,09/10/20 03:07:50 PM,27.37,22743.04
468,09/10/20 03:08:05 PM,27.41,22609.92
469,09/10/20 03:08:20 PM,27.32,22599.68
470,09/10/20 03:08:35 PM,27.32,22538.24
471,09/10/20 03:08:50 PM,27.32,22538.24
472,09/10/20 03:09:05 PM,27.32,22466.56
473,09/10/20 03:09:20 PM,27.28,22384.64
474,09/10/20 03:09:35 PM,27.24,22405.12
475,09/10/20 03:09:50 PM,27.20,22425.60
476,09/10/20 03:10:05 PM,27.15,22548.48
477,09/10/20 03:10:20 PM,27.11,22579.20
478,09/10/20 03:10:35 PM,27.07,22753.28
479,09/10/20 03:10:50 PM,27.07,22958.08
480,09/10/20 03:11:05 PM,27.02,23152.64
481,09/10/20 03:11:20 PM,27.02,23449.60
482,09/10/20 03:11:35 PM,27.07,23674.88
483,09/10/20 03:11:50 PM,27.07,23828.48
484,09/10/20 03:12:05 PM,27.07,24012.80
485,09/10/20 03:12:20 PM,27.02,24207.36
486,09/10/20 03:12:35 PM,27.02,24391.68
487,09/10/20 03:12:50 PM,27.11,24555.52
488,09/10/20 03:13:05 PM,27.02,24514.56
489,09/10/20 03:13:20 PM,27.11,24596.48
490,09/10/20 03:13:35 PM,27.02,24616.96
491,09/10/20 03:13:50 PM,27.11,24616.96
492,09/10/20 03:14:05 PM,27.15,24739.84
493,09/10/20 03:14:20 PM,27.15,24780.80
494,09/10/20 03:14:35 PM,27.11,24832.00
495,09/10/20 03:14:50 PM,27.11,24883.20
496,09/10/20 03:15:05 PM,27.15,24903.68
497,09/10/20 03:15:20 PM,27.15,24811.52
498,09/10/20 03:15:35 PM,27.11,24811.52
499,09/10/20 03:15:50 PM,27.11,24832.00
500,09/10/20 03:16:05 PM,27.07,24924.16
501,09/10/20 03:16:20 PM,27.11,24903.68
502,09/10/20 03:16:35 PM,27.02,24842.24
503,09/10/20 03:16:50 PM,27.11,24760.32
504,09/10/20 03:17:05 PM,27.11,24596.48
505,09/10/20 03:17:20 PM,27.07,24606.72
506,09/10/20 03:17:35 PM,27.11,24586.24
507,09/10/20 03:17:50 PM,27.11,24862.72
508,09/10/20 03:18:05 PM,27.15,24545.28
509,09/10/20 03:18:20 PM,27.11,24309.76
510,09/10/20 03:18:35 PM,27.11,24360.96
511,09/10/20 03:18:50 PM,27.02,24053.76
512,09/10/20 03:19:05 PM,26.94,24473.60
513,09/10/20 03:19:20 PM,26.94,24596.48
514,09/10/20 03:19:35 PM,26.94,24862.72
515,09/10/20 03:19:50 PM,26.94,25272.32
516,09/10/20 03:20:05 PM,26.98,25528.32
517,09/10/20 03:20:20 PM,27.02,25917.44
518,09/10/20 03:20:35 PM,27.02,26132.48
519,09/10/20 03:20:50 PM,27.02,26193.92
520,09/10/20 03:21:05 PM,27.02,26101.76
521,09/10/20 03:21:20 PM,27.07,26071.04
522,09/10/20 03:21:35 PM,26.98,25640.96
523,09/10/20 03:21:50 PM,26.94,25415.68
524,09/10/20 03:22:05 PM,26.98,25200.64
525,09/10/20 03:22:20 PM,26.98,24770.56
526,09/10/20 03:22:35 PM,26.94,24616.96
527,09/10/20 03:22:50 PM,26.94,24719.36
528,09/10/20 03:23:05 PM,26.90,25128.96
529,09/10/20 03:23:20 PM,26.90,25169.92
530,09/10/20 03:23:35 PM,26.90,25497.60
531,09/10/20 03:23:50 PM,26.85,25559.04
