"Plot Title: 20425148"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20425148, SEN S/N: 20425148)","Intensity, Lux (LGR S/N: 20425148, SEN S/N: 20425148)"
125,11/26/19 02:05:31 PM,10.04,13931.52
126,11/26/19 02:05:46 PM,10.04,13317.12
127,11/26/19 02:06:01 PM,9.99,12610.56
128,11/26/19 02:06:16 PM,9.91,11893.76
129,11/26/19 02:06:31 PM,9.91,11141.12
130,11/26/19 02:06:46 PM,9.82,10449.92
131,11/26/19 02:07:01 PM,9.78,9784.32
132,11/26/19 02:07:16 PM,9.69,9152.00
133,11/26/19 02:07:31 PM,9.65,8601.60
134,11/26/19 02:07:46 PM,9.56,8122.88
135,11/26/19 02:08:01 PM,9.48,7680.00
136,11/26/19 02:08:16 PM,9.44,7311.36
137,11/26/19 02:08:31 PM,9.31,6991.36
138,11/26/19 02:08:46 PM,9.22,6709.76
139,11/26/19 02:09:01 PM,9.14,6461.44
140,11/26/19 02:09:16 PM,9.01,6284.80
141,11/26/19 02:09:31 PM,8.96,6097.92
142,11/26/19 02:09:46 PM,8.83,5977.60
143,11/26/19 02:10:01 PM,8.79,5849.60
144,11/26/19 02:10:16 PM,8.66,5747.20
145,11/26/19 02:10:31 PM,8.62,5665.28
146,11/26/19 02:10:46 PM,8.49,5573.12
147,11/26/19 02:11:01 PM,8.45,5496.32
148,11/26/19 02:11:16 PM,8.41,5391.36
149,11/26/19 02:11:31 PM,8.41,5337.60
150,11/26/19 02:11:46 PM,8.28,5260.80
151,11/26/19 02:12:01 PM,8.19,5184.00
152,11/26/19 02:12:16 PM,8.15,5111.04
153,11/26/19 02:12:31 PM,8.11,5030.40
154,11/26/19 02:12:46 PM,8.06,4935.68
155,11/26/19 02:13:01 PM,7.98,4821.76
156,11/26/19 02:13:16 PM,7.93,4720.64
157,11/26/19 02:13:31 PM,7.89,4606.72
158,11/26/19 02:13:46 PM,7.81,4491.52
159,11/26/19 02:14:01 PM,7.81,4377.60
160,11/26/19 02:14:16 PM,7.72,4270.08
161,11/26/19 02:14:31 PM,7.72,4160.00
162,11/26/19 02:14:46 PM,7.68,4098.56
163,11/26/19 02:15:01 PM,7.59,3964.16
164,11/26/19 02:15:16 PM,7.50,3870.72
165,11/26/19 02:15:31 PM,7.55,3786.24
166,11/26/19 02:15:46 PM,7.46,3699.20
167,11/26/19 02:16:01 PM,7.38,3585.28
168,11/26/19 02:16:16 PM,7.33,3514.88
169,11/26/19 02:16:31 PM,7.29,3435.52
170,11/26/19 02:16:46 PM,7.25,3380.48
171,11/26/19 02:17:01 PM,7.29,3322.88
172,11/26/19 02:17:16 PM,7.20,3297.28
173,11/26/19 02:17:31 PM,7.20,3269.12
174,11/26/19 02:17:46 PM,7.08,3232.00
175,11/26/19 02:18:01 PM,7.08,3206.40
176,11/26/19 02:18:16 PM,7.03,3184.64
177,11/26/19 02:18:31 PM,6.99,3155.20
178,11/26/19 02:18:46 PM,6.99,3124.48
179,11/26/19 02:19:01 PM,6.95,3091.20
180,11/26/19 02:19:16 PM,6.90,3052.80
181,11/26/19 02:19:31 PM,6.86,3023.36
182,11/26/19 02:19:46 PM,6.82,2988.80
183,11/26/19 02:20:01 PM,6.82,2952.96
184,11/26/19 02:20:16 PM,6.78,2915.84
185,11/26/19 02:20:31 PM,6.69,2881.28
186,11/26/19 02:20:46 PM,6.69,2835.20
187,11/26/19 02:21:01 PM,6.65,2791.68
188,11/26/19 02:21:16 PM,6.69,2758.40
189,11/26/19 02:21:31 PM,6.60,2717.44
190,11/26/19 02:21:46 PM,6.60,2694.40
191,11/26/19 02:22:01 PM,6.56,2663.68
192,11/26/19 02:22:16 PM,6.52,2631.68
193,11/26/19 02:22:31 PM,6.52,2610.56
194,11/26/19 02:22:46 PM,6.39,2607.36
195,11/26/19 02:23:01 PM,6.48,2604.16
196,11/26/19 02:23:16 PM,6.39,2604.16
197,11/26/19 02:23:31 PM,6.35,2609.28
198,11/26/19 02:23:46 PM,6.39,2618.88
199,11/26/19 02:24:01 PM,6.35,2629.12
200,11/26/19 02:24:16 PM,6.35,2640.64
201,11/26/19 02:24:31 PM,6.30,2647.04
202,11/26/19 02:24:46 PM,6.30,2647.04
203,11/26/19 02:25:01 PM,6.26,2657.28
204,11/26/19 02:25:16 PM,6.26,2653.44
205,11/26/19 02:25:31 PM,6.22,2647.04
206,11/26/19 02:25:46 PM,6.22,2634.24
207,11/26/19 02:26:01 PM,6.17,2622.72
208,11/26/19 02:26:16 PM,6.17,2604.16
209,11/26/19 02:26:31 PM,6.13,2585.60
210,11/26/19 02:26:46 PM,6.09,2572.16
211,11/26/19 02:27:01 PM,6.13,2555.52
212,11/26/19 02:27:16 PM,6.09,2568.96
213,11/26/19 02:27:31 PM,6.09,2570.24
214,11/26/19 02:27:46 PM,6.05,2599.04
215,11/26/19 02:28:01 PM,6.00,2624.00
216,11/26/19 02:28:16 PM,6.00,2657.28
217,11/26/19 02:28:31 PM,6.00,2699.52
218,11/26/19 02:28:46 PM,6.00,2743.04
219,11/26/19 02:29:01 PM,6.00,2784.00
220,11/26/19 02:29:16 PM,5.96,2824.96
221,11/26/19 02:29:31 PM,5.96,2872.32
222,11/26/19 02:29:46 PM,5.92,2920.96
223,11/26/19 02:30:01 PM,5.92,2972.16
224,11/26/19 02:30:16 PM,5.92,3022.08
225,11/26/19 02:30:31 PM,5.92,3065.60
226,11/26/19 02:30:46 PM,5.92,3107.84
227,11/26/19 02:31:01 PM,5.87,3146.24
228,11/26/19 02:31:16 PM,5.92,3182.08
229,11/26/19 02:31:31 PM,5.87,3211.52
230,11/26/19 02:31:46 PM,5.92,3235.84
231,11/26/19 02:32:01 PM,5.87,3252.48
232,11/26/19 02:32:16 PM,5.87,3260.16
233,11/26/19 02:32:31 PM,5.87,3275.52
234,11/26/19 02:32:46 PM,5.87,3280.64
235,11/26/19 02:33:01 PM,5.87,3285.76
236,11/26/19 02:33:16 PM,5.83,3284.48
237,11/26/19 02:33:31 PM,5.92,3284.48
238,11/26/19 02:33:46 PM,5.83,3284.48
239,11/26/19 02:34:01 PM,5.83,3281.92
240,11/26/19 02:34:16 PM,5.87,3289.60
241,11/26/19 02:34:31 PM,5.83,3311.36
242,11/26/19 02:34:46 PM,5.83,3348.48
243,11/26/19 02:35:01 PM,5.87,3384.32
244,11/26/19 02:35:16 PM,5.87,3438.08
245,11/26/19 02:35:31 PM,5.83,3500.80
246,11/26/19 02:35:46 PM,5.83,3585.28
247,11/26/19 02:36:01 PM,5.79,3685.12
248,11/26/19 02:36:16 PM,5.87,3765.76
249,11/26/19 02:36:31 PM,5.83,3866.88
250,11/26/19 02:36:46 PM,5.83,3978.24
251,11/26/19 02:37:01 PM,5.87,4088.32
252,11/26/19 02:37:16 PM,5.87,4183.04
253,11/26/19 02:37:31 PM,5.87,4280.32
254,11/26/19 02:37:46 PM,5.87,4364.80
255,11/26/19 02:38:01 PM,5.83,4435.20
256,11/26/19 02:38:16 PM,5.87,4505.60
257,11/26/19 02:38:31 PM,5.87,4565.76
258,11/26/19 02:38:46 PM,5.87,4616.96
259,11/26/19 02:39:01 PM,5.87,4646.40
260,11/26/19 02:39:16 PM,5.92,4697.60
261,11/26/19 02:39:31 PM,5.92,4716.80
262,11/26/19 02:39:46 PM,5.96,4730.88
263,11/26/19 02:40:01 PM,5.92,4743.68
264,11/26/19 02:40:16 PM,5.96,4747.52
265,11/26/19 02:40:31 PM,5.96,4730.88
266,11/26/19 02:40:46 PM,5.96,4743.68
267,11/26/19 02:41:01 PM,5.92,4741.12
268,11/26/19 02:41:16 PM,5.96,4730.88
269,11/26/19 02:41:31 PM,5.96,4720.64
270,11/26/19 02:41:46 PM,5.96,4710.40
271,11/26/19 02:42:01 PM,6.00,4710.40
272,11/26/19 02:42:16 PM,6.00,4683.52
273,11/26/19 02:42:31 PM,6.00,4679.68
274,11/26/19 02:42:46 PM,6.05,4683.52
275,11/26/19 02:43:01 PM,6.00,4670.72
276,11/26/19 02:43:16 PM,5.96,4660.48
277,11/26/19 02:43:31 PM,6.00,4646.40
278,11/26/19 02:43:46 PM,6.00,4625.92
279,11/26/19 02:44:01 PM,6.00,4602.88
280,11/26/19 02:44:16 PM,6.00,4576.00
281,11/26/19 02:44:31 PM,6.05,4549.12
282,11/26/19 02:44:46 PM,6.05,4499.20
283,11/26/19 02:45:01 PM,6.00,4455.68
284,11/26/19 02:45:16 PM,5.96,4398.08
285,11/26/19 02:45:31 PM,6.00,4354.56
286,11/26/19 02:45:46 PM,5.96,4300.80
287,11/26/19 02:46:01 PM,6.00,4240.64
288,11/26/19 02:46:16 PM,5.96,4193.28
289,11/26/19 02:46:31 PM,6.00,4145.92
290,11/26/19 02:46:46 PM,5.96,4108.80
291,11/26/19 02:47:01 PM,6.00,4055.04
292,11/26/19 02:47:16 PM,6.00,4038.40
293,11/26/19 02:47:31 PM,5.92,4007.68
294,11/26/19 02:47:46 PM,5.96,3991.04
295,11/26/19 02:48:01 PM,5.96,3968.00
296,11/26/19 02:48:16 PM,5.92,3947.52
297,11/26/19 02:48:31 PM,5.92,3930.88
298,11/26/19 02:48:46 PM,5.92,3920.64
299,11/26/19 02:49:01 PM,5.92,3897.60
300,11/26/19 02:49:16 PM,5.87,3873.28
301,11/26/19 02:49:31 PM,5.92,3846.40
302,11/26/19 02:49:46 PM,5.96,3806.72
303,11/26/19 02:50:01 PM,5.92,3769.60
304,11/26/19 02:50:16 PM,5.87,3736.32
305,11/26/19 02:50:31 PM,5.87,3712.00
306,11/26/19 02:50:46 PM,5.87,3703.04
307,11/26/19 02:51:01 PM,5.87,3705.60
308,11/26/19 02:51:16 PM,5.87,3695.36
309,11/26/19 02:51:31 PM,5.87,3682.56
310,11/26/19 02:51:46 PM,5.87,3658.24
311,11/26/19 02:52:01 PM,5.87,3618.56
312,11/26/19 02:52:16 PM,5.83,3587.84
313,11/26/19 02:52:31 PM,5.83,3550.72
314,11/26/19 02:52:46 PM,5.87,3521.28
315,11/26/19 02:53:01 PM,5.83,3490.56
316,11/26/19 02:53:16 PM,5.79,3467.52
317,11/26/19 02:53:31 PM,5.83,3447.04
318,11/26/19 02:53:46 PM,5.83,3424.00
319,11/26/19 02:54:01 PM,5.79,3397.12
320,11/26/19 02:54:16 PM,5.83,3372.80
321,11/26/19 02:54:31 PM,5.79,3354.88
322,11/26/19 02:54:46 PM,5.83,3335.68
323,11/26/19 02:55:01 PM,5.79,3328.00
324,11/26/19 02:55:16 PM,5.75,3317.76
325,11/26/19 02:55:31 PM,5.75,3308.80
326,11/26/19 02:55:46 PM,5.75,3313.92
327,11/26/19 02:56:01 PM,5.75,3316.48
328,11/26/19 02:56:16 PM,5.79,3312.64
329,11/26/19 02:56:31 PM,5.75,3306.24
330,11/26/19 02:56:46 PM,5.75,3301.12
331,11/26/19 02:57:01 PM,5.75,3317.76
332,11/26/19 02:57:16 PM,5.70,3324.16
333,11/26/19 02:57:31 PM,5.75,3334.40
334,11/26/19 02:57:46 PM,5.79,3362.56
335,11/26/19 02:58:01 PM,5.75,3380.48
336,11/26/19 02:58:16 PM,5.70,3431.68
337,11/26/19 02:58:31 PM,5.75,3484.16
338,11/26/19 02:58:46 PM,5.75,3534.08
339,11/26/19 02:59:01 PM,5.70,3618.56
340,11/26/19 02:59:16 PM,5.75,3692.80
341,11/26/19 02:59:31 PM,5.75,3773.44
342,11/26/19 02:59:46 PM,5.70,3850.24
343,11/26/19 03:00:01 PM,5.75,3937.28
344,11/26/19 03:00:16 PM,5.75,4032.00
345,11/26/19 03:00:31 PM,5.79,4122.88
346,11/26/19 03:00:46 PM,5.79,4220.16
347,11/26/19 03:01:01 PM,5.75,4303.36
348,11/26/19 03:01:16 PM,5.79,4364.80
349,11/26/19 03:01:31 PM,5.83,4414.72
350,11/26/19 03:01:46 PM,5.83,4451.84
351,11/26/19 03:02:01 PM,5.83,4468.48
352,11/26/19 03:02:16 PM,5.83,4464.64
353,11/26/19 03:02:31 PM,5.83,4455.68
354,11/26/19 03:02:46 PM,5.87,4428.80
355,11/26/19 03:03:01 PM,5.87,4404.48
356,11/26/19 03:03:16 PM,5.87,4375.04
357,11/26/19 03:03:31 PM,5.92,4334.08
358,11/26/19 03:03:46 PM,5.87,4290.56
359,11/26/19 03:04:01 PM,5.92,4247.04
360,11/26/19 03:04:16 PM,5.92,4186.88
361,11/26/19 03:04:31 PM,5.87,4122.88
362,11/26/19 03:04:46 PM,5.92,4048.64
363,11/26/19 03:05:01 PM,5.92,3964.16
364,11/26/19 03:05:16 PM,5.96,3877.12
365,11/26/19 03:05:31 PM,5.92,3783.68
366,11/26/19 03:05:46 PM,5.92,3695.36
367,11/26/19 03:06:01 PM,5.92,3591.68
368,11/26/19 03:06:16 PM,5.92,3494.40
369,11/26/19 03:06:31 PM,5.92,3404.80
370,11/26/19 03:06:46 PM,5.87,3326.72
371,11/26/19 03:07:01 PM,5.92,3237.12
372,11/26/19 03:07:16 PM,5.92,3151.36
373,11/26/19 03:07:31 PM,5.83,3080.96
374,11/26/19 03:07:46 PM,5.83,3010.56
375,11/26/19 03:08:01 PM,5.83,2937.60
376,11/26/19 03:08:16 PM,5.83,2872.32
377,11/26/19 03:08:31 PM,5.83,2814.72
378,11/26/19 03:08:46 PM,5.83,2763.52
379,11/26/19 03:09:01 PM,5.79,2709.76
380,11/26/19 03:09:16 PM,5.75,2663.68
381,11/26/19 03:09:31 PM,5.79,2613.76
382,11/26/19 03:09:46 PM,5.83,2573.44
383,11/26/19 03:10:01 PM,5.75,2536.96
384,11/26/19 03:10:16 PM,5.75,2499.84
385,11/26/19 03:10:31 PM,5.70,2472.96
386,11/26/19 03:10:46 PM,5.70,2439.04
387,11/26/19 03:11:01 PM,5.70,2412.16
388,11/26/19 03:11:16 PM,5.70,2392.32
389,11/26/19 03:11:31 PM,5.70,2371.84
390,11/26/19 03:11:46 PM,5.66,2362.24
391,11/26/19 03:12:01 PM,5.66,2352.00
392,11/26/19 03:12:16 PM,5.62,2350.08
393,11/26/19 03:12:31 PM,5.62,2352.00
394,11/26/19 03:12:46 PM,5.62,2352.00
395,11/26/19 03:13:01 PM,5.62,2357.12
396,11/26/19 03:13:16 PM,5.62,2365.44
397,11/26/19 03:13:31 PM,5.62,2378.88
398,11/26/19 03:13:46 PM,5.57,2394.24
399,11/26/19 03:14:01 PM,5.57,2416.00
400,11/26/19 03:14:16 PM,5.57,2444.16
401,11/26/19 03:14:31 PM,5.53,2476.16
402,11/26/19 03:14:46 PM,5.62,2513.28
403,11/26/19 03:15:01 PM,5.53,2553.60
404,11/26/19 03:15:16 PM,5.53,2593.92
405,11/26/19 03:15:31 PM,5.53,2631.68
406,11/26/19 03:15:46 PM,5.49,2671.36
407,11/26/19 03:16:01 PM,5.49,2698.24
408,11/26/19 03:16:16 PM,5.49,2712.32
409,11/26/19 03:16:31 PM,5.49,2716.16
410,11/26/19 03:16:46 PM,5.49,2700.80
411,11/26/19 03:17:01 PM,5.45,2663.68
412,11/26/19 03:17:16 PM,5.45,2620.16
413,11/26/19 03:17:31 PM,5.45,2555.52
414,11/26/19 03:17:46 PM,5.45,2481.28
415,11/26/19 03:18:01 PM,5.45,2392.32
416,11/26/19 03:18:16 PM,5.45,2298.24
417,11/26/19 03:18:31 PM,5.40,2200.96
418,11/26/19 03:18:46 PM,5.45,2103.04
419,11/26/19 03:19:01 PM,5.45,2008.96
420,11/26/19 03:19:16 PM,5.36,1928.32
421,11/26/19 03:19:31 PM,5.36,1857.92
422,11/26/19 03:19:46 PM,5.36,1799.04
423,11/26/19 03:20:01 PM,5.36,1735.04
424,11/26/19 03:20:16 PM,5.32,1707.52
425,11/26/19 03:20:31 PM,5.32,1678.08
426,11/26/19 03:20:46 PM,5.27,1647.36
427,11/26/19 03:21:01 PM,5.32,1632.64
428,11/26/19 03:21:16 PM,5.27,1612.80
429,11/26/19 03:21:31 PM,5.23,1594.24
430,11/26/19 03:21:46 PM,5.27,1571.20
431,11/26/19 03:22:01 PM,5.23,1546.24
432,11/26/19 03:22:16 PM,5.23,1516.80
433,11/26/19 03:22:31 PM,5.23,1484.80
434,11/26/19 03:22:46 PM,5.19,1448.96
435,11/26/19 03:23:01 PM,5.23,1415.04
436,11/26/19 03:23:16 PM,5.19,1376.64
437,11/26/19 03:23:31 PM,5.19,1347.84
438,11/26/19 03:23:46 PM,5.23,1323.52
439,11/26/19 03:24:01 PM,5.19,1310.08
440,11/26/19 03:24:16 PM,5.15,1284.48
441,11/26/19 03:24:31 PM,5.19,1275.84
442,11/26/19 03:24:46 PM,5.10,1267.52
443,11/26/19 03:25:01 PM,5.15,1263.36
444,11/26/19 03:25:16 PM,5.10,1264.32
445,11/26/19 03:25:31 PM,5.10,1265.92
446,11/26/19 03:25:46 PM,5.06,1268.48
447,11/26/19 03:26:01 PM,5.10,1275.84
448,11/26/19 03:26:16 PM,5.06,1285.12
449,11/26/19 03:26:31 PM,5.02,1293.44
450,11/26/19 03:26:46 PM,5.06,1302.08
451,11/26/19 03:27:01 PM,5.06,1311.36
452,11/26/19 03:27:16 PM,5.06,1314.56
453,11/26/19 03:27:31 PM,5.06,1315.20
454,11/26/19 03:27:46 PM,5.06,1308.80
455,11/26/19 03:28:01 PM,5.02,1297.92
456,11/26/19 03:28:16 PM,5.02,1279.36
457,11/26/19 03:28:31 PM,5.02,1255.04
458,11/26/19 03:28:46 PM,5.06,1221.44
459,11/26/19 03:29:01 PM,5.02,1182.72
460,11/26/19 03:29:16 PM,5.02,1139.84
461,11/26/19 03:29:31 PM,5.02,1102.08
462,11/26/19 03:29:46 PM,4.97,1060.16
463,11/26/19 03:30:01 PM,5.02,1017.92
464,11/26/19 03:30:16 PM,5.02,981.76
465,11/26/19 03:30:31 PM,4.97,951.68
466,11/26/19 03:30:46 PM,4.97,926.40
467,11/26/19 03:31:01 PM,4.97,907.20
468,11/26/19 03:31:16 PM,4.97,895.04
469,11/26/19 03:31:31 PM,4.97,887.04
470,11/26/19 03:31:46 PM,4.93,884.48
471,11/26/19 03:32:01 PM,4.97,882.88
472,11/26/19 03:32:16 PM,4.93,879.36
473,11/26/19 03:32:31 PM,4.84,876.16
474,11/26/19 03:32:46 PM,4.93,872.64
475,11/26/19 03:33:01 PM,4.89,865.92
476,11/26/19 03:33:16 PM,4.89,859.20
477,11/26/19 03:33:31 PM,4.89,847.36
478,11/26/19 03:33:46 PM,4.84,833.28
479,11/26/19 03:34:01 PM,4.84,818.24
480,11/26/19 03:34:16 PM,4.89,801.60
481,11/26/19 03:34:31 PM,4.84,787.52
482,11/26/19 03:34:46 PM,4.84,777.28
483,11/26/19 03:35:01 PM,4.84,765.44
484,11/26/19 03:35:16 PM,4.80,758.08
485,11/26/19 03:35:31 PM,4.80,749.76
486,11/26/19 03:35:46 PM,4.84,748.80
487,11/26/19 03:36:01 PM,4.84,744.96
488,11/26/19 03:36:16 PM,4.84,748.80
489,11/26/19 03:36:31 PM,4.76,754.56
490,11/26/19 03:36:46 PM,4.80,760.64
491,11/26/19 03:37:01 PM,4.80,762.24
492,11/26/19 03:37:16 PM,4.76,766.40
493,11/26/19 03:37:31 PM,4.80,768.96
494,11/26/19 03:37:46 PM,4.80,765.44
495,11/26/19 03:38:01 PM,4.76,761.28
496,11/26/19 03:38:16 PM,4.72,752.00
497,11/26/19 03:38:31 PM,4.76,736.64
498,11/26/19 03:38:46 PM,4.76,715.52
499,11/26/19 03:39:01 PM,4.76,690.24
500,11/26/19 03:39:16 PM,4.76,664.00
501,11/26/19 03:39:31 PM,4.76,632.96
502,11/26/19 03:39:46 PM,4.76,603.52
503,11/26/19 03:40:01 PM,4.76,573.76
504,11/26/19 03:40:16 PM,4.72,541.76
505,11/26/19 03:40:31 PM,4.72,512.00
506,11/26/19 03:40:46 PM,4.76,487.52
507,11/26/19 03:41:01 PM,4.72,461.28
508,11/26/19 03:41:16 PM,4.67,441.76
509,11/26/19 03:41:31 PM,4.67,424.96
510,11/26/19 03:41:46 PM,4.67,409.12
511,11/26/19 03:42:01 PM,4.72,399.52
512,11/26/19 03:42:16 PM,4.63,391.20
513,11/26/19 03:42:31 PM,4.63,386.08
514,11/26/19 03:42:46 PM,4.63,386.08
515,11/26/19 03:43:01 PM,4.63,386.08
516,11/26/19 03:43:16 PM,4.63,387.04
517,11/26/19 03:43:31 PM,4.63,392.00
518,11/26/19 03:43:46 PM,4.63,397.92
519,11/26/19 03:44:01 PM,4.63,404.00
520,11/26/19 03:44:16 PM,4.63,414.88
521,11/26/19 03:44:31 PM,4.63,424.96
522,11/26/19 03:44:46 PM,4.63,434.24
523,11/26/19 03:45:01 PM,4.67,443.68
524,11/26/19 03:45:16 PM,4.59,457.92
525,11/26/19 03:45:31 PM,4.59,468.96
526,11/26/19 03:45:46 PM,4.63,482.56
527,11/26/19 03:46:01 PM,4.59,495.20
528,11/26/19 03:46:16 PM,4.59,509.44
529,11/26/19 03:46:31 PM,4.63,522.40
530,11/26/19 03:46:46 PM,4.59,533.44
531,11/26/19 03:47:01 PM,4.59,537.60
532,11/26/19 03:47:16 PM,4.54,535.84
533,11/26/19 03:47:31 PM,4.63,530.88
