station_id,lat,lon,source,reports,country
/////,73.58,-152.21,madis,subhourly,US
001NH,44.062,-71.688,madis,subhourly,US
002NH,44.105,-71.683,madis,subhourly,US
003NH,43.027,-71.117,madis,subhourly,US
004NH,43.04,-71.478,madis,subhourly,US
005NH,44.455,-71.579,madis,subhourly,US
006NH,43.29,-71.837,madis,subhourly,US
007NH,43.166,-71.523,madis,subhourly,US
008NH,42.732,-71.457,madis,subhourly,US
009NH,42.793,-71.497,madis,subhourly,US
010NH,42.75,-71.827,madis,subhourly,US
011NH,42.954,-71.446,madis,subhourly,US
060AX,27.036,-80.362,madis,subhourly,US
061ZX,25.866,-80.907,madis,subhourly,US
07MT,48.421,-106.528,isd,hourly,US
09CA,36.206,-121.133,madis,subhourly,US
0B19,44.425,-70.81,madis,subhourly,US
0E4 ,34.233,-111.333,isd,hourly,US
0ME1,44.627,-70.162,madis,subhourly,US
0V2 ,38.533,-106.05,isd,hourly,US
121AX,32.532,-107.785,madis,subhourly,US
143BX,32.703,-91.404,madis,subhourly,US
146BX,32.637,-89.057,madis,subhourly,US
152AX,32.669,-84.719,madis,subhourly,US
154AX,32.613,-83.107,madis,subhourly,US
18CI3,41.721,-86.905,madis,subhourly,US
1N79,40.971,-74.997,madis,subhourly,US
1S39,46.271,-106.624,madis,subhourly,US
21525,37.076,-147.139,madis,subhourly,US
21527,37.617,-130.795,madis,subhourly,US
21530,23.286,-136.607,madis,subhourly,US
21532,17.418,-177.638,madis,subhourly,US
21534,29.617,-152.548,madis,subhourly,US
21544,14.819,-159.871,madis,subhourly,US
21547,30.633,-179.837,madis,subhourly,US
21571,35.907,-149.058,madis,subhourly,US
21575,27.274,-151.925,madis,subhourly,US
21625,37.59,-143.52,madis,subhourly,US
21853,31.58,-158.409,madis,subhourly,US
21854,38.57,177.237,madis,subhourly,US
21855,33.37,-132.3,madis,subhourly,US
21856,32.544,-157.719,madis,subhourly,US
21857,38.42,-140.32,madis,subhourly,US
21901,33.47,-124.93,madis,subhourly,US
21911,25.624,-149.494,madis,subhourly,US
21914,28.858,-128.511,madis,subhourly,US
21915,26.954,-149.363,madis,subhourly,US
21916,43.495,-140.292,madis,subhourly,US
21924,38.68,-147.49,madis,subhourly,US
21945,23.495,-167.557,madis,subhourly,US
21950,36.036,-152.892,madis,subhourly,US
21951,39.266,-147.582,madis,subhourly,US
21952,31.206,-139.817,madis,subhourly,US
21954,36.182,-156.996,madis,subhourly,US
21955,50.035,-140.452,madis,subhourly,US
21956,53.287,-150.528,madis,subhourly,US
21961,45.267,-154.91,madis,subhourly,US
21962,33.749,-159.313,madis,subhourly,US
21963,46.192,-170.214,madis,subhourly,US
22623,45.118,-148.026,madis,subhourly,US
22628,34.456,-139.079,madis,subhourly,US
237BX,32.001,-95.808,madis,subhourly,US
250AX,31.978,-86.268,madis,subhourly,US
255AX,31.926,-82.476,madis,subhourly,US
257AX,31.975,-81.026,madis,subhourly,US
26N9,39.264,-74.607,madis,subhourly,US
29D9,41.146,-80.168,madis,subhourly,US
2BOX9,45.7,158.1,madis,subhourly,US
2CFV2,50.7,-150.9,madis,subhourly,US
2CN4,35.666,-119.896,madis,subhourly,US
2CWB2,27.8,-96.9,madis,subhourly,US
2FDF7,53.7,-156.5,madis,subhourly,US
2HDG2,35.6,-130.3,madis,subhourly,US
2HDG4,47.4,-162.5,madis,subhourly,US
2M89,35.279,-89.931,madis,subhourly,US
2NK6,42.508,-78.658,madis,subhourly,US
32542,29.2,-155.52,madis,subhourly,US
32644,16.03,122.2,madis,subhourly,US
32668,33.78,-158.37,madis,subhourly,US
342BX,31.375,-92.325,madis,subhourly,US
344BX,31.453,-90.732,madis,subhourly,US
346BX,31.388,-89.465,madis,subhourly,US
34NC,35.206,-80.842,madis,subhourly,US
352AX,31.479,-84.927,madis,subhourly,US
38S9,46.388,-112.765,madis,subhourly,US
3B19,45.463,-69.552,madis,subhourly,US
3CLO3,46.231,-124,madis,subhourly,US
3CO4,37.071,-105.019,madis,subhourly,US
3EBC8,54,-141.4,madis,subhourly,US
3EBG2,50.2,-173.4,madis,subhourly,US
3EBJ4,48.5,175.1,madis,subhourly,US
3EBZ5,49.5,-166.3,madis,subhourly,US
3EEV9,53,169.2,madis,subhourly,US
3EEX5,48.5,-129.4,madis,subhourly,US
3EFF9,51.5,-174.2,madis,subhourly,US
3EFI,51.8,-157.9,madis,subhourly,US
3EGM7,53.5,-179.3,madis,subhourly,US
3EHT6,47.2,-161.1,madis,subhourly,US
3EIC8,53.5,167.7,madis,subhourly,US
3EIF9,49.9,-155.7,madis,subhourly,US
3EIN6,43.4,157.3,madis,subhourly,US
3EIQ5,54.2,-178,madis,subhourly,US
3EJM4,47.3,175.5,madis,subhourly,US
3EKT9,50.4,-151.1,madis,subhourly,US
3EKU3,30.3,123.8,madis,subhourly,US
3EKZ6,50.7,-150.8,madis,subhourly,US
3ELS3,51,-168.3,madis,subhourly,US
3ENG6,49.5,-11.1,madis,subhourly,US
3ENU5,51.2,170.8,madis,subhourly,US
3ENV5,34.2,-76.2,madis,subhourly,US
3EOJ7,39.4,146.8,madis,subhourly,US
3EOX4,54.8,-172.2,madis,subhourly,US
3EOY6,54.8,-175.5,madis,subhourly,US
3EPE,54.4,-172.2,madis,subhourly,US
3EPH4,40.3,138.6,madis,subhourly,US
3EPY5,44.5,179.1,madis,subhourly,US
3EQF9,54.7,-177.5,madis,subhourly,US
3EQI3,48,179.8,madis,subhourly,US
3EQK9,57.1,-151.4,madis,subhourly,US
3ERL7,53.7,-151.9,madis,subhourly,US
3ERX3,42.3,-144.7,madis,subhourly,US
3ESS2,40,158.3,madis,subhourly,US
3ETA7,20.6,-82.8,madis,subhourly,US
3ETK4,54.5,178,madis,subhourly,US
3EVG4,51.5,158.2,madis,subhourly,US
3EWK5,53.6,170.3,madis,subhourly,US
3EWL5,51.4,-167.3,madis,subhourly,US
3EYG6,47.7,-173.1,madis,subhourly,US
3EYL6,50.8,-142,madis,subhourly,US
3EZE7,67.6,-164.2,madis,subhourly,US
3FAD8,46.4,177.8,madis,subhourly,US
3FAJ4,54,179.1,madis,subhourly,US
3FAV3,54,-160.8,madis,subhourly,US
3FBQ5,37.9,-142.8,madis,subhourly,US
3FCS5,38.6,-136.3,madis,subhourly,US
3FDB7,49.9,157.6,madis,subhourly,US
3FDJ3,53.6,-152.8,madis,subhourly,US
3FEO8,50.8,-140.5,madis,subhourly,US
3FF18,35.6,-128.3,madis,subhourly,US
3FFH5,49.6,-172.3,madis,subhourly,US
3FGO5,48.7,-143,madis,subhourly,US
3FGP5,48.4,-101.7,madis,subhourly,US
3FHJ4,46.6,168.5,madis,subhourly,US
3FHJ6,50.3,179.7,madis,subhourly,US
3FIE7,54.2,-174.2,madis,subhourly,US
3FIT8,54.6,-179.2,madis,subhourly,US
3FJL6,52.4,-149.2,madis,subhourly,US
3FKG2,53.9,-160.1,madis,subhourly,US
3FKS5,46.4,-127.4,madis,subhourly,US
3FLD3,54.6,-177.4,madis,subhourly,US
3FLO5,50.3,-138,madis,subhourly,US
3FMC6,51.4,170.4,madis,subhourly,US
3FMI5,45.3,-164.5,madis,subhourly,US
3FNZ5,17,-68.5,madis,subhourly,US
3FOB5,23.6,-84.7,madis,subhourly,US
3FOP7,47.9,-145.1,madis,subhourly,US
3FPN5,58.8,-160.3,madis,subhourly,US
3FPZ5,47,176,madis,subhourly,US
3FQB4,51.3,-145.2,madis,subhourly,US
3FQJ3,50.5,-168.3,madis,subhourly,US
3FRC8,39,-137.7,madis,subhourly,US
3FRX8,17.4,83.6,madis,subhourly,US
3FSJ8,45.4,-174,madis,subhourly,US
3FTZ8,45,161.7,madis,subhourly,US
3FUP2,50,179.1,madis,subhourly,US
3FVQ6,47.2,-131.1,madis,subhourly,US
3FVW2,37.9,-131.4,madis,subhourly,US
3FXW7,58.6,-159.6,madis,subhourly,US
3FYU2,49.5,175.6,madis,subhourly,US
3FZ08,26,-88.7,madis,subhourly,US
3FZO8,16.7,-86.6,madis,subhourly,US
3N69,40.33,-74.347,madis,subhourly,US
3SFU3,49.8,177.8,madis,subhourly,US
3U39,46.153,-112.868,madis,subhourly,US
41001,34.6,-72.6,madis,subhourly,US
41002,31.8,-74.8,madis,subhourly,US
41004,32.5,-79.1,madis,subhourly,US
41008,31.4,-80.9,madis,subhourly,US
41009,28.5,-80.2,madis,subhourly,US
41010,28.9,-78.5,madis,subhourly,US
41013,33.4,-77.7,madis,subhourly,US
41024,33.8,-78.5,madis,subhourly,US
41025,35,-75.4,madis,subhourly,US
41029,32.8,-79.6,madis,subhourly,US
41033,32.3,-80.4,madis,subhourly,US
41037,34,-77.4,madis,subhourly,US
41038,34.1,-77.7,madis,subhourly,US
