station_id,lat,lon,source,reports,country
US1VAGH0003,37.5812,-77.6383,ghcn,daily,US
US1VAGH0004,37.6341,-77.7422,ghcn,daily,US
US1VAGL0001,37.2824,-80.5193,ghcn,daily,US
US1VAGL0004,37.2566,-80.6676,ghcn,daily,US
US1VAGL0006,37.3272,-80.7341,ghcn,daily,US
US1VAGL0008,37.3391,-80.6297,ghcn,daily,US
US1VAGN0001,38.3093,-78.4762,ghcn,daily,US
US1VAGN0002,38.264,-78.552,ghcn,daily,US
US1VAGR0002,36.6212,-81.1117,ghcn,daily,US
US1VAGR0003,36.6047,-81.1555,ghcn,daily,US
US1VAHG0002,38.3284,-79.6371,ghcn,daily,US
US1VAHL0001,36.8717,-78.7027,ghcn,daily,US
US1VAHMC001,37.0891,-76.4223,ghcn,daily,US
US1VAHMC004,37.0459,-76.4248,ghcn,daily,US
US1VAHMC005,37.0711,-76.3179,ghcn,daily,US
US1VAHMC006,36.7121,-76.2601,ghcn,daily,US
US1VAHMC007,37.0606,-76.4411,ghcn,daily,US
US1VAHMC010,37.053,-76.4401,ghcn,daily,US
US1VAHMC015,37.0202,-76.3462,ghcn,daily,US
US1VAHN0004,36.6575,-79.8375,ghcn,daily,US
US1VAHN0007,36.661,-79.8418,ghcn,daily,US
US1VAHN0009,36.7661,-79.9658,ghcn,daily,US
US1VAHR0002,37.5854,-77.5643,ghcn,daily,US
US1VAHR0003,37.6067,-77.5367,ghcn,daily,US
US1VAHR0006,37.6554,-77.5687,ghcn,daily,US
US1VAHR0008,37.646,-77.5048,ghcn,daily,US
US1VAHR0009,37.6591,-77.5695,ghcn,daily,US
US1VAHR0010,37.5961,-77.5415,ghcn,daily,US
US1VAHR0013,37.4561,-77.3498,ghcn,daily,US
US1VAHR0017,37.4802,-77.2064,ghcn,daily,US
US1VAHV0003,37.8523,-77.5219,ghcn,daily,US
US1VAHV0006,37.9098,-77.5855,ghcn,daily,US
US1VAHV0007,37.813,-77.6228,ghcn,daily,US
US1VAHV0008,37.8197,-77.5948,ghcn,daily,US
US1VAIW0001,36.9762,-76.5721,ghcn,daily,US
US1VAIW0002,36.7078,-76.8347,ghcn,daily,US
US1VAIW0004,36.9676,-76.6318,ghcn,daily,US
US1VAIW0005,37.0739,-76.6686,ghcn,daily,US
US1VAIW0006,36.9612,-76.5923,ghcn,daily,US
US1VAIW0008,36.761,-76.7543,ghcn,daily,US
US1VAIW0009,36.7053,-76.8496,ghcn,daily,US
US1VAIW0010,36.9312,-76.6035,ghcn,daily,US
US1VAIW0011,36.9591,-76.6249,ghcn,daily,US
US1VAIW0012,36.9859,-76.7486,ghcn,daily,US
US1VAIW0013,36.9789,-76.6054,ghcn,daily,US
US1VAIW0017,36.8111,-76.7317,ghcn,daily,US
US1VAJC0001,37.2745,-76.7641,ghcn,daily,US
US1VAJC0003,37.3086,-76.7818,ghcn,daily,US
US1VAJC0004,37.2439,-76.76,ghcn,daily,US
US1VAJC0007,37.2483,-76.808,ghcn,daily,US
US1VAJC0010,37.2822,-76.7799,ghcn,daily,US
US1VAJC0011,37.3278,-76.7496,ghcn,daily,US
US1VAJC0012,37.2524,-76.7405,ghcn,daily,US
US1VAJC0013,37.3481,-76.772,ghcn,daily,US
US1VAJC0016,37.2831,-76.7636,ghcn,daily,US
US1VAJC0017,37.3797,-76.6822,ghcn,daily,US
US1VAJC0018,37.2387,-76.6761,ghcn,daily,US
US1VAJC0019,37.3089,-76.7402,ghcn,daily,US
US1VAJC0020,37.3033,-76.7615,ghcn,daily,US
US1VAJC0021,37.3089,-76.7724,ghcn,daily,US
US1VAJC0022,37.2303,-76.6631,ghcn,daily,US
US1VAJC0023,37.307,-76.7754,ghcn,daily,US
US1VAJC0024,37.2662,-76.8114,ghcn,daily,US
US1VAJC0025,37.3667,-76.7937,ghcn,daily,US
US1VAJC0026,37.2286,-76.6838,ghcn,daily,US
US1VAJC0028,37.2508,-76.7611,ghcn,daily,US
US1VAJC0029,37.2271,-76.6831,ghcn,daily,US
US1VAJC0031,37.2485,-76.8081,ghcn,daily,US
US1VAJC0034,37.3424,-76.7802,ghcn,daily,US
US1VAJC0036,37.2653,-76.6793,ghcn,daily,US
US1VAJC0038,37.2425,-76.7657,ghcn,daily,US
US1VAJC0040,37.2485,-76.7271,ghcn,daily,US
US1VAJC0041,37.3036,-76.7607,ghcn,daily,US
US1VAJC0042,37.437,-76.745,ghcn,daily,US
US1VAJC0043,37.277,-76.7693,ghcn,daily,US
US1VAJC0044,37.2336,-76.7772,ghcn,daily,US
US1VAJC0045,37.2564,-76.7897,ghcn,daily,US
US1VAKG0001,38.2844,-77.0517,ghcn,daily,US
US1VAKQ0001,37.5722,-76.7822,ghcn,daily,US
US1VAKW0001,37.5585,-76.8156,ghcn,daily,US
US1VAKW0002,37.7391,-77.2683,ghcn,daily,US
US1VALD0001,39.1335,-77.766,ghcn,daily,US
US1VALD0006,39.0912,-77.5398,ghcn,daily,US
US1VALD0009,39.1295,-77.6718,ghcn,daily,US
US1VALD0013,39.1223,-77.8187,ghcn,daily,US
US1VALD0014,39.2211,-77.5514,ghcn,daily,US
US1VALD0016,39.0514,-77.4256,ghcn,daily,US
US1VALD0017,39.0942,-77.6372,ghcn,daily,US
US1VALD0018,39.2854,-77.5835,ghcn,daily,US
US1VALD0019,39.0916,-77.7835,ghcn,daily,US
US1VALD0024,39.1044,-77.5237,ghcn,daily,US
US1VALD0026,39.0983,-77.5087,ghcn,daily,US
US1VALE0001,36.7214,-83.0671,ghcn,daily,US
US1VALE0002,36.6725,-83.1678,ghcn,daily,US
US1VALN0001,37.717,-76.5177,ghcn,daily,US
US1VALN0002,37.7384,-76.4164,ghcn,daily,US
US1VALS0002,37.9311,-77.7462,ghcn,daily,US
US1VALS0003,37.878,-77.845,ghcn,daily,US
US1VALS0004,37.9876,-78.2109,ghcn,daily,US
US1VALYC001,37.4328,-79.2137,ghcn,daily,US
US1VALYC002,37.3822,-79.2054,ghcn,daily,US
US1VALYC004,37.3831,-79.2314,ghcn,daily,US
US1VALYC007,37.4451,-79.2197,ghcn,daily,US
US1VAMC0001,36.5906,-78.0685,ghcn,daily,US
US1VAMD0003,38.4669,-78.3167,ghcn,daily,US
US1VAMN0001,37.1192,-80.4193,ghcn,daily,US
US1VAMN0003,37.1322,-80.3583,ghcn,daily,US
US1VAMN0004,37.1502,-80.4313,ghcn,daily,US
US1VAMN0005,37.1358,-80.3844,ghcn,daily,US
US1VAMN0006,37.2377,-80.4272,ghcn,daily,US
US1VAMN0009,37.2247,-80.5187,ghcn,daily,US
US1VAMN0010,37.1682,-80.4443,ghcn,daily,US
US1VAMN0011,37.2346,-80.4581,ghcn,daily,US
US1VAMN0012,37.2567,-80.4128,ghcn,daily,US
US1VAMN0013,37.2205,-80.4017,ghcn,daily,US
US1VAMN0017,37.276,-80.4503,ghcn,daily,US
US1VAMN0021,37.2486,-80.3905,ghcn,daily,US
US1VAMN0022,37.2152,-80.5035,ghcn,daily,US
US1VAMN0024,37.2264,-80.4064,ghcn,daily,US
US1VAMN0025,37.2547,-80.4178,ghcn,daily,US
US1VAMT0001,37.3742,-76.3071,ghcn,daily,US
US1VAMT0002,37.4275,-76.361,ghcn,daily,US
US1VAMT0005,37.4636,-76.2964,ghcn,daily,US
US1VAMX0001,37.537,-76.4437,ghcn,daily,US
US1VAMX0002,37.5475,-76.4938,ghcn,daily,US
US1VAND0001,37.9597,-76.5188,ghcn,daily,US
US1VAND0002,37.9928,-76.5092,ghcn,daily,US
US1VAND0003,37.8011,-76.3115,ghcn,daily,US
US1VANH0001,37.3517,-75.992,ghcn,daily,US
US1VANK0001,37.5362,-77.1169,ghcn,daily,US
US1VANK0003,37.5059,-77.1753,ghcn,daily,US
US1VANL0001,37.7976,-78.7475,ghcn,daily,US
US1VANL0003,37.6934,-78.6641,ghcn,daily,US
US1VANNC003,37.1132,-76.5398,ghcn,daily,US
US1VANNC004,37.0756,-76.454,ghcn,daily,US
US1VANNC006,37.0566,-76.4945,ghcn,daily,US
US1VANNC007,37.0608,-76.4686,ghcn,daily,US
US1VANNC008,37.1471,-76.5158,ghcn,daily,US
US1VANNC012,37.0633,-76.4712,ghcn,daily,US
US1VANRC001,36.9239,-76.2977,ghcn,daily,US
US1VANRC003,36.8617,-76.2923,ghcn,daily,US
US1VANRC005,36.8797,-76.2464,ghcn,daily,US
US1VANRC009,36.8409,-76.2195,ghcn,daily,US
US1VANY0001,37.189,-78.1406,ghcn,daily,US
US1VANY0002,37.1833,-78.1353,ghcn,daily,US
US1VAOR0001,38.1858,-78.2891,ghcn,daily,US
US1VAPC0005,37.1926,-77.1491,ghcn,daily,US
US1VAPG0001,38.507,-78.624,ghcn,daily,US
US1VAPH0001,37.5308,-78.0233,ghcn,daily,US
US1VAPH0002,37.6102,-77.9495,ghcn,daily,US
US1VAPH0004,37.4883,-77.8212,ghcn,daily,US
US1VAPL0002,37.1409,-80.5928,ghcn,daily,US
US1VAPL0005,36.9991,-80.5562,ghcn,daily,US
US1VAPL0009,37.0794,-80.6978,ghcn,daily,US
US1VAPL0011,37.1587,-80.5538,ghcn,daily,US
US1VAPN0002,37.285,-78.4044,ghcn,daily,US
US1VAPN0005,37.283,-78.3755,ghcn,daily,US
US1VAPQC001,37.145,-76.396,ghcn,daily,US
US1VAPR0002,36.6796,-80.4477,ghcn,daily,US
US1VAPR0004,36.548,-80.236,ghcn,daily,US
US1VAPR0005,36.733,-80.3548,ghcn,daily,US
US1VAPR0006,36.8424,-80.2633,ghcn,daily,US
US1VAPR0008,36.8017,-80.222,ghcn,daily,US
US1VAPRC002,36.801,-76.327,ghcn,daily,US
US1VAPRC003,36.8086,-76.3883,ghcn,daily,US
US1VAPT0001,36.6513,-79.4183,ghcn,daily,US
US1VAPT0002,36.8434,-79.4745,ghcn,daily,US
US1VAPT0003,36.6627,-79.4199,ghcn,daily,US
US1VAPT0004,37.0504,-79.3242,ghcn,daily,US
US1VAPT0005,36.6217,-79.4449,ghcn,daily,US
US1VAPT0006,36.643,-79.312,ghcn,daily,US
US1VAPT0007,36.6464,-79.3688,ghcn,daily,US
US1VAPT0008,36.6121,-79.297,ghcn,daily,US
US1VAPT0009,37.0508,-79.4822,ghcn,daily,US
