station_id,lat,lon,source,reports,country
HVRO2,34.541,-97.247,madis,subhourly,US
HVSC1,38.776,-119.904,madis,subhourly,US
HVSTA,46.218,-119.201,madis,subhourly,US
HVWN5,32.144,-106.594,madis,subhourly,US
HVWSD,33.067,-116.99,madis,subhourly,US
HVYSD,33.029,-116.935,madis,subhourly,US
HWAU1,40.953,-110.481,madis,subhourly,US
HWCI1,42.321,-113.616,madis,subhourly,US
HWDC1,37.648,-122.097,madis,subhourly,US
HWDC2,37.833,-108.401,madis,subhourly,US
HWDI4,43.051,-96.489,madis,subhourly,US
HWDN6,42.382,-77.495,madis,subhourly,US
HWDW3,46,-91.5,madis,subhourly,US
HWEG1,34.884,-83.722,madis,subhourly,US
HWKC1,38.735,-122.837,madis,subhourly,US
HWKW4,41.723,-104.215,madis,subhourly,US
HWLS1,34.508,-82.855,madis,subhourly,US
HWPPS,46.47,-119.345,madis,subhourly,US
HWRW1,47.321,-123.596,madis,subhourly,US
HWSM8,48.543,-108.835,madis,subhourly,US
HWWT2,30.047,-98.201,madis,subhourly,US
HWYEB,46.482,-119.391,madis,subhourly,US
HWYP1,41.476,-75.173,madis,subhourly,US
HWYU1,38.313,-109.24,madis,subhourly,US
HYAKB,46.578,-119.726,madis,subhourly,US
HYDK2,37.137,-83.371,madis,subhourly,US
HYFC1,40.549,-123.165,madis,subhourly,US
HYFO3,44.45,-121.13,madis,subhourly,US
HYLM5,47.542,-92.168,madis,subhourly,US
HYNI1,43.711,-114.159,madis,subhourly,US
HYSC1,39.282,-120.527,madis,subhourly,US
HYSCA,39.28,-120.53,madis,subhourly,US
HYSHM,46.29,-107.23,madis,subhourly,US
HYSK1,38.852,-99.318,madis,subhourly,US
HYSK2,38.659,-84.352,madis,subhourly,US
HYTS1,34.523,-82.187,madis,subhourly,US
HYTW4,44.469,-110.122,madis,subhourly,US
HZAK2,37.255,-83.174,madis,subhourly,US
HZHM7,37.975,-91.204,madis,subhourly,US
HZLA2,65.2,-156.63,madis,subhourly,US
HZLM7,37.759,-92.452,madis,subhourly,US
I17KX,63.886,-160.695,madis,subhourly,US
I20KX,64.796,-154.478,madis,subhourly,US
I21KX,65.18,-151.982,madis,subhourly,US
I23KX,65.148,-149.36,madis,subhourly,US
I27KX,65.603,-141.615,madis,subhourly,US
I28MX,65.448,-139.936,madis,subhourly,US
I37BX,44.015,-93.4,madis,subhourly,US
I40BX,43.892,-90.618,madis,subhourly,US
I42AX,43.891,-88.913,madis,subhourly,US
I45AX,44.036,-86.235,madis,subhourly,US
I49AX,43.94,-82.825,madis,subhourly,US
I62AX,43.874,-71.336,madis,subhourly,US
I63AX,44.05,-70.581,madis,subhourly,US
IA059,40.658,-92.062,madis,subhourly,US
IA060,41.918,-95.344,madis,subhourly,US
IA061,41.517,-90.513,madis,subhourly,US
IA062,42.55,-96.348,madis,subhourly,US
IA063,42.45,-94.67,madis,subhourly,US
IA064,43.399,-94.797,madis,subhourly,US
IAHM1,44.067,-68.642,madis,subhourly,US
IARN7,35.269,-83.041,madis,subhourly,US
IBCN7,35.209,-83.089,madis,subhourly,US
IBPO,42,-146.1,madis,subhourly,US
IBSM,54.4,-165.4,madis,subhourly,US
IBSP,51.6,159.9,madis,subhourly,US
ICAC1,34.008,-118.5,madis,subhourly,US
ICCN7,35.253,-83.099,madis,subhourly,US
ICEW1,47.564,-120.668,madis,subhourly,US
ICHG1,31.218,-84.471,madis,subhourly,US
ICKC1,39.49,-120.282,madis,subhourly,US
ICKM2,39.06,-76.898,madis,subhourly,US
ICKN7,35.227,-82.942,madis,subhourly,US
ICLI4,40.743,-95.014,madis,subhourly,US
ICLK1,38.938,-94.608,madis,subhourly,US
ICNNV,39.253,-119.971,madis,subhourly,US
ICPC1,39.453,-120.294,madis,subhourly,US
ICRN7,35.279,-82.995,madis,subhourly,US
ICRT1,35.025,-87.583,madis,subhourly,US
ICTK1,37.643,-97.335,madis,subhourly,US
ICYA2,59.923,-141.359,madis,subhourly,US
ICYU1,39.892,-110.746,madis,subhourly,US
IDA,43.504,-112.05,madis,subhourly,US
IDAC1,36.416,-120.671,madis,subhourly,US
IDAN7,35.298,-81.021,madis,subhourly,US
IDAV2,38.594,-78.423,madis,subhourly,US
IDFI1,43.395,-111.826,madis,subhourly,US
IDHI1,43.836,-115.835,madis,subhourly,US
IDHO1,39.01,-83.175,madis,subhourly,US
IDKC1,35.282,-118.411,madis,subhourly,US
IDNI4,41.424,-93.586,madis,subhourly,US
IDP ,33.733,-93.666,isd,hourly,US
IDP ,37.166,-95.766,isd,hourly,US
IDPC1,36.844,-118.266,madis,subhourly,US
IDPC2,39.075,-106.612,madis,subhourly,US
IDPCA,36.8,-118.19,madis,subhourly,US
IDPI4,42.464,-91.895,madis,subhourly,US
IDRC2,37.934,-107.676,madis,subhourly,US
IDWC1,41.712,-121.506,madis,subhourly,US
IDYC1,33.757,-116.707,madis,subhourly,US
IEINV,39.449,-119.775,madis,subhourly,US
IERC1,34.02,-118.084,madis,subhourly,US
IFF,40.595,-111.652,madis,subhourly,US
IFLC2,39.761,-108.127,madis,subhourly,US
IGGT1,35.624,-83.814,madis,subhourly,US
IGKA2,70.004,-153.084,madis,subhourly,US
IGPV2,37.017,-82.6,madis,subhourly,US
IHBN7,35.162,-83.004,madis,subhourly,US
IHNL1,29.964,-90.027,madis,subhourly,US
IIWC1,32.714,-117.175,madis,subhourly,US
IJPSD,33.095,-116.666,madis,subhourly,US
IKLT2,30.732,-98.385,madis,subhourly,US
IKPA2,69.767,-154.661,madis,subhourly,US
ILKC1,39.428,-120.313,madis,subhourly,US
ILNI2,41.431,-91.022,madis,subhourly,US
ILOH1,19.73,-155.056,madis,subhourly,US
ILRA2,59.759,-153.845,madis,subhourly,US
ILTP1,41.019,-76.865,madis,subhourly,US
IMAI3,39.831,-86.186,madis,subhourly,US
IMBA4,36.206,-91.172,madis,subhourly,US
IMBO,45.433,-117.967,madis,subhourly,US
IMHO3,45.563,-116.833,madis,subhourly,US
IMKF1,26.462,-81.44,madis,subhourly,US
IMLC1,33.93,-118.173,madis,subhourly,US
IMPSD,32.741,-116.04,madis,subhourly,US
IMRC2,40.897,-106.431,madis,subhourly,US
IMTW1,48.564,-118.619,madis,subhourly,US
IMWN2,37.92,-114.167,madis,subhourly,US
IMYA2,67.546,-157.069,madis,subhourly,US
IN001,41.569,-87.298,madis,subhourly,US
IN003,41.12,-85.163,madis,subhourly,US
IN004,41.271,-86.272,madis,subhourly,US
IN005,40.909,-87.206,madis,subhourly,US
IN006,40.363,-86.751,madis,subhourly,US
IN007,40.645,-86.227,madis,subhourly,US
IN008,40.502,-85.546,madis,subhourly,US
IN010,39.859,-85.236,madis,subhourly,US
IN011,39.522,-86.801,madis,subhourly,US
IN012,39.346,-85.483,madis,subhourly,US
IN013,38.913,-85.978,madis,subhourly,US
IN014,38.66,-86.911,madis,subhourly,US
IN015,38.591,-87.546,madis,subhourly,US
IN016,38.034,-87.494,madis,subhourly,US
IN017,38.226,-86.709,madis,subhourly,US
IN019,41.671,-87.523,madis,subhourly,US
IN022,41.716,-86.267,madis,subhourly,US
IN023,41.746,-85.437,madis,subhourly,US
IN024,41.735,-85.003,madis,subhourly,US
IN025,41.722,-86.006,madis,subhourly,US
IN028,39.787,-86.144,madis,subhourly,US
IN031,39.807,-86.268,madis,subhourly,US
IN033,39.078,-87.416,madis,subhourly,US
IN034,39.187,-86.556,madis,subhourly,US
IN035,39.201,-85.959,madis,subhourly,US
IN036,38.685,-85.787,madis,subhourly,US
IN037,39.404,-85.993,madis,subhourly,US
IN038,39.281,-85.101,madis,subhourly,US
IN039,39.061,-85.235,madis,subhourly,US
IN040,38.241,-86.128,madis,subhourly,US
IN041,40.122,-87.433,madis,subhourly,US
IN042,40.604,-87.381,madis,subhourly,US
IN043,40.938,-86.128,madis,subhourly,US
INBS2,45.139,-103.913,madis,subhourly,US
INCC1,38.709,-121.237,madis,subhourly,US
INCM7,36.599,-94.449,madis,subhourly,US
INCT2,30.749,-98.397,madis,subhourly,US
INCW2,37.529,-80.77,madis,subhourly,US
INCW4,42.3,-110.678,madis,subhourly,US
INDI1,45.401,-114.163,madis,subhourly,US
INDM2,39.053,-76.904,madis,subhourly,US
INDM4,45.375,-84.625,madis,subhourly,US
INDM7,39.038,-94.347,madis,subhourly,US
INDN4,39.791,-74.757,madis,subhourly,US
INGA4,33.552,-94.041,madis,subhourly,US
INGC1,33.963,-118.376,madis,subhourly,US
INGV2,37.948,-79.834,madis,subhourly,US
INIP1,40.575,-79.162,madis,subhourly,US
INLO2,36.058,-95.535,madis,subhourly,US
INMK1,38.233,-97.783,madis,subhourly,US
INOC1,33.737,-116.218,madis,subhourly,US
INPA2,61.068,-149.48,madis,subhourly,US
INRC1,32.996,-118.553,madis,subhourly,US
INSC1,34.22,-118.107,madis,subhourly,US
INTG1,33.689,-84.331,madis,subhourly,US
INVC1,39.081,-122.534,madis,subhourly,US
INZK2,37.871,-82.537,madis,subhourly,US
IOCI4,41.606,-91.616,madis,subhourly,US
IOLK1,37.922,-95.427,madis,subhourly,US
IONC1,38.447,-121.07,madis,subhourly,US
IONI4,43.033,-92.503,madis,subhourly,US
IONM4,42.972,-85.069,madis,subhourly,US
IOSN3,42.97,-70.62,madis,subhourly,US
IOWI4,41.657,-91.541,madis,subhourly,US
IPAN7,35.168,-83.039,madis,subhourly,US
IPDI1,44.42,-111.414,madis,subhourly,US
IPFI1,44.421,-111.367,madis,subhourly,US
IPPC1,38.718,-121.271,madis,subhourly,US
IPRT2,33.987,-98.752,madis,subhourly,US
IPWC1,37.619,-122.059,madis,subhourly,US
IPWT2,33.897,-98.707,madis,subhourly,US
IRBN7,35.201,-82.993,madis,subhourly,US
IRCC1,33.309,-116.849,madis,subhourly,US
IRCG1,31.04,-84.74,madis,subhourly,US
IRCI4,41.7,-91.488,madis,subhourly,US
IRCN7,35.187,-83.063,madis,subhourly,US
IRCW2,38.5,-80.75,madis,subhourly,US
IRDT2,27.48,-97.32,madis,subhourly,US
IRFO3,44.324,-119.769,madis,subhourly,US
IRIS2,44.081,-103.365,madis,subhourly,US
IRKW1,45.991,-120.808,madis,subhourly,US
IRMS1,34.052,-81.221,madis,subhourly,US
IRNM7,37.83,-90.691,madis,subhourly,US
IROC2,37.929,-107.689,madis,subhourly,US
IRON4,40.842,-74.636,madis,subhourly,US
IROV2,37.236,-80.239,madis,subhourly,US
IRRS2,43.694,-101.932,madis,subhourly,US
IRRT2,30.9,-101.751,madis,subhourly,US
IRTP1,40.059,-76.462,madis,subhourly,US
IRVF1,27.619,-80.573,madis,subhourly,US
IRVN1,41.311,-96.048,madis,subhourly,US
IRWC1,34.096,-117.934,madis,subhourly,US
ISAM5,47.62,-91.378,madis,subhourly,US
ISCC1,32.826,-118.362,madis,subhourly,US
ISDC1,38.001,-121.709,madis,subhourly,US
ISIN3,43.235,-70.957,madis,subhourly,US
ISKQ2,56.739,-131.674,madis,subhourly,US
ISLC1,35.646,-118.477,madis,subhourly,US
ISM ,28.283,-81.416,isd,hourly,US
ISOT1,36.078,-85.061,madis,subhourly,US
ISPI1,44.42,-111.385,madis,subhourly,US
ISWC1,36.602,-117.145,madis,subhourly,US
ITCM5,47.24,-95.19,madis,subhourly,US
ITCN6,42.434,-76.26,madis,subhourly,US
ITD00,47.487,-116.99,madis,subhourly,US
ITD02,43.025,-112.409,madis,subhourly,US
ITD04,42.012,-111.806,madis,subhourly,US
ITD05,42.732,-114.441,madis,subhourly,US
ITD06,43.869,-116.778,madis,subhourly,US
ITD08,42.598,-114.455,madis,subhourly,US
ITD09,42.568,-114.298,madis,subhourly,US
ITD11,42.618,-112.091,madis,subhourly,US
ITD12,42.518,-113.426,madis,subhourly,US
ITD13,42.207,-113.045,madis,subhourly,US
ITD14,42.83,-114.818,madis,subhourly,US
ITD15,43.504,-112.055,madis,subhourly,US
ITD16,43.654,-112.103,madis,subhourly,US
ITD17,43.756,-111.848,madis,subhourly,US
ITD18,43.611,-111.705,madis,subhourly,US
ITD19,47.622,-116.524,madis,subhourly,US
ITD20,47.65,-116.716,madis,subhourly,US
ITD21,42.575,-114.148,madis,subhourly,US
ITD22,42.02,-114.674,madis,subhourly,US
ITD23,44.324,-111.449,madis,subhourly,US
ITD24,42.343,-112.227,madis,subhourly,US
ITD25,42.89,-112.432,madis,subhourly,US
ITD26,43.3,-112.274,madis,subhourly,US
ITD27,42.63,-111.918,madis,subhourly,US
ITD28,46.636,-114.58,madis,subhourly,US
ITD29,43.6,-114.347,madis,subhourly,US
ITD30,44.256,-114.479,madis,subhourly,US
ITD31,42.961,-115.265,madis,subhourly,US
ITD32,43.081,-112.776,madis,subhourly,US
ITD33,42.528,-111.404,madis,subhourly,US
ITD34,42.612,-113.153,madis,subhourly,US
ITD35,42.212,-111.109,madis,subhourly,US
ITD36,44.301,-116.089,madis,subhourly,US
ITD37,42.194,-111.198,madis,subhourly,US
ITD38,43.508,-116.142,madis,subhourly,US
ITD40,47.055,-116.862,madis,subhourly,US
ITD41,46.255,-116.605,madis,subhourly,US
ITD42,43.91,-114.795,madis,subhourly,US
ITD43,43.096,-114.372,madis,subhourly,US
ITD44,42.215,-114.595,madis,subhourly,US
ITD45,42.346,-113.516,madis,subhourly,US
ITD46,42.879,-112.663,madis,subhourly,US
ITD47,42.145,-112.981,madis,subhourly,US
ITD48,42.413,-113.318,madis,subhourly,US
ITD49,42.568,-113.73,madis,subhourly,US
ITD50,43.325,-114.281,madis,subhourly,US
ITD51,43.313,-115.267,madis,subhourly,US
ITD52,44.324,-112.18,madis,subhourly,US
ITD53,43.124,-114.66,madis,subhourly,US
ITD54,44.425,-112.204,madis,subhourly,US
ITD55,44.618,-111.336,madis,subhourly,US
