station_id,lat,lon,source,reports,country
USC00103631,42.9403,-115.3231,ghcn,daily,US
USC00103732,42.5872,-111.7275,ghcn,daily,US
USC00103734,47.35,-115.7167,ghcn,daily,US
USC00103760,43.0175,-116.1772,ghcn,daily,US
USC00103764,43.8167,-111.3333,ghcn,daily,US
USC00103771,45.9414,-116.1175,ghcn,daily,US
USC00103780,45.8333,-115.9333,ghcn,daily,US
USC00103809,42.3833,-115.8833,ghcn,daily,US
USC00103825,43.05,-111.3667,ghcn,daily,US
USC00103828,43.1333,-111.4333,ghcn,daily,US
USC00103835,46.15,-116.2667,ghcn,daily,US
USC00103861,43.9667,-115.85,ghcn,daily,US
USC00103882,43.7186,-113.5472,ghcn,daily,US
USC00103894,43.2833,-116.55,ghcn,daily,US
USC00103902,42.1,-113.2,ghcn,daily,US
USC00103930,42.8667,-114.85,ghcn,daily,US
USC00103932,42.8114,-114.9239,ghcn,daily,US
USC00103940,43.5186,-114.3025,ghcn,daily,US
USC00103942,43.5667,-114.3333,ghcn,daily,US
USC00103964,43.9664,-112.2642,ghcn,daily,US
USC00104120,43.65,-111.5667,ghcn,daily,US
USC00104140,42.5972,-114.1378,ghcn,daily,US
USC00104150,46.6311,-115.8086,ghcn,daily,US
USC00104154,46.6131,-115.7989,ghcn,daily,US
USC00104230,42.9419,-111.4361,ghcn,daily,US
USC00104245,42.25,-113.7,ghcn,daily,US
USC00104268,43.2994,-115.0733,ghcn,daily,US
USC00104279,42.1628,-112.6489,ghcn,daily,US
USC00104295,42.3528,-114.5739,ghcn,daily,US
USC00104318,43.6058,-116.9211,ghcn,daily,US
USC00104341,48.25,-116.3,ghcn,daily,US
USC00104344,48.3167,-116.3333,ghcn,daily,US
USC00104369,42.8,-115.7,ghcn,daily,US
USC00104384,43.7828,-113.0033,ghcn,daily,US
USC00104442,43.8383,-115.8319,ghcn,daily,US
USC00104450,43.7167,-116,ghcn,daily,US
USC00104455,43.5139,-112.0125,ghcn,daily,US
USC00104456,43.3456,-111.7847,ghcn,daily,US
USC00104510,44.2333,-113.6167,ghcn,daily,US
USC00104526,42.9333,-115.55,ghcn,daily,US
USC00104533,44.5667,-116.4667,ghcn,daily,US
USC00104588,43.4,-111.3,ghcn,daily,US
USC00104598,44.4189,-111.3714,ghcn,daily,US
USC00104670,42.7325,-114.5192,ghcn,daily,US
USC00104750,44.7,-113.35,ghcn,daily,US
USC00104765,44.0333,-111.8167,ghcn,daily,US
USC00104793,46.23,-116.0339,ghcn,daily,US
USC00104831,47.5339,-116.1222,ghcn,daily,US
USC00104845,43.6842,-114.3603,ghcn,daily,US
USC00104908,44.4,-111.8833,ghcn,daily,US
USC00104910,44.4333,-111.7333,ghcn,daily,US
USC00104920,42.8333,-113.7833,ghcn,daily,US
USC00105011,46.15,-115.9833,ghcn,daily,US
USC00105013,46.0714,-115.9336,ghcn,daily,US
USC00105015,46.0983,-115.8875,ghcn,daily,US
USC00105038,43.4833,-116.4167,ghcn,daily,US
USC00105043,43.4833,-116.35,ghcn,daily,US
USC00105080,44.7,-111.3667,ghcn,daily,US
USC00105086,47.95,-116.5,ghcn,daily,US
USC00105108,44.6667,-115.55,ghcn,daily,US
USC00105120,45.1333,-116.6333,ghcn,daily,US
USC00105132,46.4228,-116.8111,ghcn,daily,US
USC00105143,42.6194,-112.0067,ghcn,daily,US
USC00105169,44.6867,-113.3689,ghcn,daily,US
USC00105177,44.6831,-113.3622,ghcn,daily,US
USC00105179,44.6667,-113.5167,ghcn,daily,US
USC00105205,44.8667,-113.55,ghcn,daily,US
USC00105230,46.4167,-117.0333,ghcn,daily,US
USC00105232,46.375,-116.9981,ghcn,daily,US
USC00105236,46.4167,-117.0167,ghcn,daily,US
USC00105275,42.1231,-111.3133,ghcn,daily,US
USC00105310,43.2833,-115.3833,ghcn,daily,US
USC00105358,43.55,-115.65,ghcn,daily,US
USC00105376,44.5667,-114.8333,ghcn,daily,US
USC00105395,47.25,-117.0167,ghcn,daily,US
USC00105414,44.0828,-115.6186,ghcn,daily,US
USC00105420,44.0833,-115.5667,ghcn,daily,US
USC00105426,44.0833,-115.5667,ghcn,daily,US
USC00105427,42.55,-117,ghcn,daily,US
USC00105429,45.5333,-116.3,ghcn,daily,US
USC00105462,43.9178,-113.6153,ghcn,daily,US
USC00105466,43.95,-113.6667,ghcn,daily,US
USC00105505,43.25,-114.35,ghcn,daily,US
USC00105510,43.2833,-114.3833,ghcn,daily,US
USC00105544,42.2,-112.2667,ghcn,daily,US
USC00105563,42.2917,-113.3042,ghcn,daily,US
USC00105567,42.3061,-113.3689,ghcn,daily,US
USC00105640,43.05,-113.55,ghcn,daily,US
USC00105678,42.6681,-112.9981,ghcn,daily,US
USC00105685,44.5664,-113.8953,ghcn,daily,US
USC00105708,44.8872,-116.1047,ghcn,daily,US
USC00105716,42.6522,-112.1936,ghcn,daily,US
USC00105724,42.6333,-112.2333,ghcn,daily,US
USC00105841,43.6167,-116.4167,ghcn,daily,US
USC00105859,44.6167,-116.4333,ghcn,daily,US
USC00105897,44.7189,-115.015,ghcn,daily,US
USC00105910,43.4,-112.8333,ghcn,daily,US
USC00105955,42.5333,-114.1167,ghcn,daily,US
USC00105972,42.7833,-113.6667,ghcn,daily,US
USC00105980,42.6769,-113.5022,ghcn,daily,US
USC00106053,42.3167,-111.3,ghcn,daily,US
USC00106077,43.9333,-115.6667,ghcn,daily,US
USC00106080,44.0367,-112.5164,ghcn,daily,US
USC00106085,46.1667,-114.8833,ghcn,daily,US
USC00106087,46.1333,-114.9167,ghcn,daily,US
USC00106152,46.7281,-116.9558,ghcn,daily,US
USC00106174,43.1261,-115.7119,ghcn,daily,US
USC00106221,43.8333,-112.4167,ghcn,daily,US
USC00106230,47.4661,-115.8114,ghcn,daily,US
USC00106248,43.2167,-116.5667,ghcn,daily,US
USC00106250,42.0264,-115.3597,ghcn,daily,US
USC00106254,47.6333,-115.8667,ghcn,daily,US
USC00106257,42.5333,-114.2,ghcn,daily,US
USC00106295,43.5833,-116.5667,ghcn,daily,US
USC00106300,43.6167,-116.5833,ghcn,daily,US
USC00106305,43.6039,-116.5753,ghcn,daily,US
USC00106375,43.6333,-115.8,ghcn,daily,US
USC00106388,44.9714,-116.2933,ghcn,daily,US
USC00106421,46.2333,-116.2333,ghcn,daily,US
USC00106424,46.2325,-116.243,ghcn,daily,US
USC00106493,45.9167,-114.8333,ghcn,daily,US
USC00106500,45.4833,-113.9667,ghcn,daily,US
USC00106542,42.2342,-113.8981,ghcn,daily,US
USC00106553,44.0333,-114.8333,ghcn,daily,US
USC00106573,46.0833,-115.5167,ghcn,daily,US
USC00106586,44.1758,-116.2828,ghcn,daily,US
USC00106590,44.1333,-116.2833,ghcn,daily,US
USC00106681,46.4833,-116.2667,ghcn,daily,US
USC00106700,42.2833,-112.0167,ghcn,daily,US
USC00106705,46.6167,-115.6333,ghcn,daily,US
USC00106764,43.35,-111.2167,ghcn,daily,US
USC00106785,42.2333,-111.4,ghcn,daily,US
USC00106844,43.8022,-116.9442,ghcn,daily,US
USC00106877,42.6283,-113.7622,ghcn,daily,US
USC00106891,44.0764,-116.9311,ghcn,daily,US
USC00106920,43.0667,-116.2833,ghcn,daily,US
USC00106930,42.75,-112.0333,ghcn,daily,US
USC00106985,43.9167,-114.0167,ghcn,daily,US
USC00107016,46.15,-115.6,ghcn,daily,US
USC00107040,43.3086,-114.0667,ghcn,daily,US
USC00107046,46.4922,-115.8006,ghcn,daily,US
USC00107047,47.4833,-115.8,ghcn,daily,US
USC00107049,46.5,-115.8,ghcn,daily,US
USC00107079,43.4667,-115.3167,ghcn,daily,US
USC00107188,47.3111,-116.9544,ghcn,daily,US
USC00107208,42.8917,-112.4086,ghcn,daily,US
USC00107210,42.875,-112.4444,ghcn,daily,US
USC00107240,43.5667,-111.6167,ghcn,daily,US
USC00107243,43.6333,-116.7,ghcn,daily,US
USC00107255,44.0833,-111.2333,ghcn,daily,US
USC00107301,46.9603,-116.855,ghcn,daily,US
USC00107320,46.51,-114.7111,ghcn,daily,US
USC00107325,43.6333,-116.0833,ghcn,daily,US
USC00107327,43.5064,-115.5717,ghcn,daily,US
USC00107346,42.0933,-111.8825,ghcn,daily,US
USC00107353,42.0667,-111.85,ghcn,daily,US
USC00107357,47.6428,-115.9172,ghcn,daily,US
USC00107370,48.5833,-116.8667,ghcn,daily,US
USC00107386,48.3511,-116.8353,ghcn,daily,US
USC00107402,46.8667,-116.8167,ghcn,daily,US
USC00107420,47.7,-115.9833,ghcn,daily,US
USC00107536,43.55,-112.95,ghcn,daily,US
USC00107545,43.6167,-115.7333,ghcn,daily,US
USC00107561,45.7875,-115.1994,ghcn,daily,US
USC00107563,45.7075,-115.3444,ghcn,daily,US
USC00107628,46.3333,-116.55,ghcn,daily,US
USC00107640,43.8333,-111.9,ghcn,daily,US
