station_id,lat,lon,source,reports,country
WSAF674,33.8,-119,madis,subhourly,US
WSBO3,45.617,-121.335,madis,subhourly,US
WSBT2,29.762,-95.558,madis,subhourly,US
WSC2552,55,-162.2,madis,subhourly,US
WSCC1,34.608,-118.561,madis,subhourly,US
WSCI2,41.856,-88.204,madis,subhourly,US
WSDA1,34.792,-87.625,madis,subhourly,US
WSDM5,44.936,-96.193,madis,subhourly,US
WSDNV,39.312,-119.899,madis,subhourly,US
WSEAZ,31.68,-110.28,madis,subhourly,US
WSEG1,33.36,-84.394,madis,subhourly,US
WSEV2,36.89,-82.457,madis,subhourly,US
WSFM8,45.816,-114.258,madis,subhourly,US
WSFO3,45.04,-121.674,madis,subhourly,US
WSFT2,29.651,-95.11,madis,subhourly,US
WSGC1,33.275,-116.645,madis,subhourly,US
WSGN7,35.347,-83.352,madis,subhourly,US
WSHA2,63.79,-145.953,madis,subhourly,US
WSHC1,37.007,-118.984,madis,subhourly,US
WSHW3,46.585,-91.256,madis,subhourly,US
WSKC2,37.214,-105.122,madis,subhourly,US
WSKM5,48.176,-94.514,madis,subhourly,US
WSKM8,44.611,-111.15,madis,subhourly,US
WSKP1,41.076,-79.852,madis,subhourly,US
WSL8560,56.2,-146.2,madis,subhourly,US
WSLA2,61.586,-149.362,madis,subhourly,US
WSLC2,39.205,-107.859,madis,subhourly,US
WSLH,40.8,-125,madis,subhourly,US
WSLM1,44.937,-67.736,madis,subhourly,US
WSLO2,34.936,-94.719,madis,subhourly,US
WSM ,67.433,-150.216,isd,hourly,US
WSM01,32.356,-106.378,madis,subhourly,US
WSM02,32.627,-106.394,madis,subhourly,US
WSM03,32.373,-106.489,madis,subhourly,US
WSM04,32.939,-106.412,madis,subhourly,US
WSM05,32.427,-106.567,madis,subhourly,US
WSM06,33.403,-106.364,madis,subhourly,US
WSM07,32.816,-106.145,madis,subhourly,US
WSM08,33.561,-106.647,madis,subhourly,US
WSM09,33.299,-106.532,madis,subhourly,US
WSM10,33.749,-106.37,madis,subhourly,US
WSM11,32.341,-106.407,madis,subhourly,US
WSM12,33.818,-106.65,madis,subhourly,US
WSM13,32.384,-106.479,madis,subhourly,US
WSM14,33.502,-106.18,madis,subhourly,US
