"04-16-18_data_table_logger_20288025"
"Seconds past 5:00:00 AM","Intensity, Lux","log10(Intensity+1)"
0,0.477157,0.276462
10,0.477157,0.276462
20,0.477157,0.276462
30,0.477157,0.276462
40,0.477157,0.276462
50,0.477157,0.276462
60,0.477157,0.276462
70,0.477157,0.276462
80,0.477157,0.276462
90,0.477157,0.276462
100,0.477157,0.276462
110,0.477157,0.276462
120,0.477157,0.276462
130,0.477157,0.276462
140,0.477157,0.276462
150,0.477157,0.276462
160,0.477157,0.276462
170,0.477157,0.276462
180,0.477157,0.276462
190,0.477157,0.276462
200,0.477157,0.276462
210,0.477157,0.276462
220,0.477157,0.276462
230,0.477157,0.276462
240,0.477157,0.276462
250,0.477157,0.276462
260,0.477157,0.276462
270,0.477157,0.276462
280,0.477157,0.276462
290,0.477157,0.276462
300,0.477157,0.276462
310,0.477157,0.276462
320,0.477157,0.276462
330,0.477157,0.276462
340,0.477157,0.276462
350,0.477157,0.276462
360,0.477157,0.276462
370,0.477157,0.276462
380,0.477157,0.276462
390,0.477157,0.276462
400,0.477157,0.276462
410,0.477157,0.276462
420,0.477157,0.276462
430,0.477157,0.276462
440,0.477157,0.276462
450,0.477157,0.276462
460,0.477157,0.276462
470,0.477157,0.276462
480,0.477157,0.276462
490,0.477157,0.276462
500,0.477157,0.276462
510,0.477157,0.276462
520,0.477157,0.276462
530,0.477157,0.276462
540,0.477157,0.276462
550,0.359208,0.222716
560,0.477157,0.276462
570,0.477157,0.276462
580,0.477157,0.276462
590,0.477157,0.276462
600,0.477157,0.276462
610,0.477157,0.276462
620,0.477157,0.276462
630,0.477157,0.276462
640,0.477157,0.276462
650,0.477157,0.276462
660,0.477157,0.276462
670,0.477157,0.276462
680,0.477157,0.276462
690,0.477157,0.276462
700,0.477157,0.276462
710,0.477157,0.276462
720,0.477157,0.276462
730,0.477157,0.276462
740,0.477157,0.276462
750,0.477157,0.276462
760,0.477157,0.276462
770,0.477157,0.276462
780,0.477157,0.276462
790,0.477157,0.276462
800,0.477157,0.276462
810,0.477157,0.276462
820,0.477157,0.276462
830,0.477157,0.276462
840,0.477157,0.276462
850,0.477157,0.276462
860,0.359208,0.222716
870,0.477157,0.276462
880,0.477157,0.276462
890,0.477157,0.276462
900,0.477157,0.276462
910,0.477157,0.276462
920,0.477157,0.276462
930,0.477157,0.276462
940,0.477157,0.276462
950,0.477157,0.276462
960,0.477157,0.276462
970,0.477157,0.276462
980,0.477157,0.276462
990,0.477157,0.276462
1000,0.477157,0.276462
1010,0.477157,0.276462
1020,0.477157,0.276462
1030,0.477157,0.276462
1040,0.477157,0.276462
1050,0.477157,0.276462
1060,0.477157,0.276462
1070,0.477157,0.276462
1080,0.477157,0.276462
1090,0.477157,0.276462
1100,0.477157,0.276462
1110,0.477157,0.276462
1120,0.477157,0.276462
1130,0.477157,0.276462
1140,0.477157,0.276462
1150,0.477157,0.276462
1160,0.477157,0.276462
1170,0.477157,0.276462
1180,0.477157,0.276462
1190,0.477157,0.276462
1200,0.477157,0.276462
1210,0.477157,0.276462
1220,0.477157,0.276462
1230,0.477157,0.276462
1240,0.477157,0.276462
1250,0.477157,0.276462
1260,0.477157,0.276462
1270,0.359208,0.222716
1280,0.359208,0.222716
1290,0.477157,0.276462
1300,0.477157,0.276462
1310,0.359208,0.222716
1320,0.359208,0.222716
1330,0.359208,0.222716
1340,0.359208,0.222716
1350,0.359208,0.222716
1360,0.477157,0.276462
1370,0.477157,0.276462
1380,0.477157,0.276462
1390,0.477157,0.276462
1400,0.477157,0.276462
1410,0.477157,0.276462
1420,0.359208,0.222716
1430,0.477157,0.276462
1440,0.477157,0.276462
1450,0.477157,0.276462
1460,0.477157,0.276462
1470,0.477157,0.276462
1480,0.359208,0.222716
1490,0.359208,0.222716
1500,0.359208,0.222716
1510,0.359208,0.222716
1520,0.359208,0.222716
1530,0.477157,0.276462
1540,0.359208,0.222716
1550,0.359208,0.222716
1560,0.359208,0.222716
1570,0.359208,0.222716
1580,0.359208,0.222716
1590,0.359208,0.222716
1600,0.359208,0.222716
1610,0.359208,0.222716
1620,0.359208,0.222716
1630,0.359208,0.222716
1640,0.359208,0.222716
1650,0.359208,0.222716
1660,0.359208,0.222716
1670,0.359208,0.222716
1680,0.359208,0.222716
1690,0.359208,0.222716
1700,0.359208,0.222716
1710,0.359208,0.222716
1720,0.359208,0.222716
1730,0.359208,0.222716
1740,0.359208,0.222716
1750,0.359208,0.222716
1760,0.359208,0.222716
1770,0.359208,0.222716
1780,0.359208,0.222716
1790,0.359208,0.222716
1800,0.359208,0.222716
1810,0.359208,0.222716
1820,0.359208,0.222716
1830,0.359208,0.222716
1840,0.359208,0.222716
1850,0.359208,0.222716
1860,0.359208,0.222716
1870,0.359208,0.222716
1880,0.359208,0.222716
1890,0.359208,0.222716
1900,0.359208,0.222716
1910,0.359208,0.222716
1920,0.359208,0.222716
1930,0.359208,0.222716
1940,0.359208,0.222716
1950,0.359208,0.222716
1960,0.359208,0.222716
1970,0.359208,0.222716
1980,0.359208,0.222716
1990,0.359208,0.222716
2000,0.359208,0.222716
2010,0.359208,0.222716
2020,0.359208,0.222716
2030,0.359208,0.222716
2040,0.359208,0.222716
2050,0.359208,0.222716
2060,0.359208,0.222716
2070,0.359208,0.222716
2080,0.359208,0.222716
2090,0.359208,0.222716
2100,0.359208,0.222716
2110,0.359208,0.222716
2120,0.359208,0.222716
2130,0.359208,0.222716
2140,0.359208,0.222716
2150,0.359208,0.222716
2160,0.359208,0.222716
2170,0.359208,0.222716
2180,0.359208,0.222716
2190,0.359208,0.222716
2200,0.359208,0.222716
2210,0.359208,0.222716
2220,0.359208,0.222716
2230,0.359208,0.222716
2240,0.359208,0.222716
2250,0.359208,0.222716
2260,0.359208,0.222716
2270,0.359208,0.222716
2280,0.359208,0.222716
2290,0.359208,0.222716
2300,0.359208,0.222716
2310,0.359208,0.222716
2320,0.359208,0.222716
2330,0.359208,0.222716
2340,0.359208,0.222716
2350,0.359208,0.222716
2360,0.359208,0.222716
2370,0.359208,0.222716
2380,0.359208,0.222716
2390,0.235898,0.158362
2400,0.235898,0.158362
2410,0.235898,0.158362
2420,0.235898,0.158362
2430,0.235898,0.158362
2440,0.235898,0.158362
2450,0.359208,0.222716
2460,0.359208,0.222716
2470,0.359208,0.222716
2480,0.359208,0.222716
2490,0.359208,0.222716
2500,0.235898,0.158362
2510,0.235898,0.158362
2520,0.235898,0.158362
2530,0.235898,0.158362
2540,0.235898,0.158362
2550,0.235898,0.158362
2560,0.235898,0.158362
2570,0.235898,0.158362
2580,0.235898,0.158362
2590,0.235898,0.158362
2600,0.235898,0.158362
2610,0.235898,0.158362
2620,0.359208,0.222716
2630,0.359208,0.222716
2640,0.359208,0.222716
2650,0.359208,0.222716
2660,0.359208,0.222716
2670,0.359208,0.222716
2680,0.359208,0.222716
2690,0.359208,0.222716
2700,0.359208,0.222716
2710,0.235898,0.158362
2720,0.235898,0.158362
2730,0.235898,0.158362
2740,0.235898,0.158362
2750,0.235898,0.158362
2760,0.235898,0.158362
2770,0.235898,0.158362
2780,0.235898,0.158362
2790,0.235898,0.158362
2800,0.235898,0.158362
2810,0.235898,0.158362
2820,0.235898,0.158362
2830,0.235898,0.158362
2840,0.235898,0.158362
2850,0.235898,0.158362
2860,0.235898,0.158362
2870,0.235898,0.158362
2880,0.235898,0.158362
2890,0.235898,0.158362
2900,0.235898,0.158362
2910,0.235898,0.158362
2920,0.235898,0.158362
2930,0.235898,0.158362
2940,0.359208,0.222716
2950,0.235898,0.158362
2960,0.235898,0.158362
2970,0.235898,0.158362
2980,0.235898,0.158362
2990,0.235898,0.158362
3000,0.235898,0.158362
3010,0.235898,0.158362
3020,0.235898,0.158362
3030,0.235898,0.158362
3040,0.235898,0.158362
3050,0.235898,0.158362
3060,0.235898,0.158362
3070,0.235898,0.158362
3080,0.235898,0.158362
3090,0.235898,0.158362
3100,0.235898,0.158362
3110,0.235898,0.158362
3120,0.235898,0.158362
3130,0.235898,0.158362
3140,0.235898,0.158362
3150,0.235898,0.158362
3160,0.235898,0.158362
3170,0.235898,0.158362
3180,0.235898,0.158362
3190,0.235898,0.158362
3200,0.235898,0.158362
3210,0.235898,0.158362
3220,0.235898,0.158362
3230,0.235898,0.158362
3240,0.235898,0.158362
3250,0.235898,0.158362
3260,0.235898,0.158362
3270,0.235898,0.158362
3280,0.235898,0.158362
3290,0.235898,0.158362
3300,0.235898,0.158362
3310,0.235898,0.158362
3320,0.235898,0.158362
3330,0.235898,0.158362
3340,0.235898,0.158362
3350,0.235898,0.158362
3360,0.235898,0.158362
3370,0.359208,0.222716
3380,0.359208,0.222716
3390,0.359208,0.222716
3400,0.359208,0.222716
3410,0.235898,0.158362
3420,0.235898,0.158362
3430,0.235898,0.158362
3440,0.235898,0.158362
3450,0.235898,0.158362
3460,0.235898,0.158362
3470,0.235898,0.158362
3480,0.235898,0.158362
3490,0.235898,0.158362
3500,0.359208,0.222716
3510,0.235898,0.158362
3520,0.235898,0.158362
3530,0.235898,0.158362
3540,0.235898,0.158362
3550,0.235898,0.158362
3560,0.235898,0.158362
3570,0.235898,0.158362
3580,0.235898,0.158362
3590,0.235898,0.158362
3600,0.235898,0.158362
3610,0.235898,0.158362
3620,0.235898,0.158362
3630,0.235898,0.158362
3640,0.235898,0.158362
3650,0.235898,0.158362
3660,0.235898,0.158362
3670,0.235898,0.158362
3680,0.235898,0.158362
3690,0.235898,0.158362
3700,0.235898,0.158362
3710,0.235898,0.158362
3720,0.235898,0.158362
3730,0.235898,0.158362
3740,0.235898,0.158362
3750,0.235898,0.158362
3760,0.235898,0.158362
3770,0.359208,0.222716
3780,0.359208,0.222716
3790,0.235898,0.158362
3800,0.235898,0.158362
3810,0.235898,0.158362
3820,0.359208,0.222716
3830,0.235898,0.158362
3840,0.359208,0.222716
3850,0.359208,0.222716
3860,0.359208,0.222716
3870,0.359208,0.222716
3880,0.359208,0.222716
3890,0.359208,0.222716
3900,0.359208,0.222716
3910,0.359208,0.222716
3920,0.359208,0.222716
3930,0.359208,0.222716
3940,0.359208,0.222716
3950,0.359208,0.222716
3960,0.359208,0.222716
3970,0.359208,0.222716
3980,0.359208,0.222716
3990,0.359208,0.222716
4000,0.359208,0.222716
4010,0.359208,0.222716
4020,0.359208,0.222716
4030,0.359208,0.222716
4040,0.359208,0.222716
4050,0.359208,0.222716
4060,0.359208,0.222716
4070,0.235898,0.158362
4080,0.235898,0.158362
4090,0.235898,0.158362
4100,0.235898,0.158362
4110,0.235898,0.158362
4120,0.235898,0.158362
4130,0.235898,0.158362
4140,0.235898,0.158362
4150,0.235898,0.158362
4160,0.235898,0.158362
4170,0.235898,0.158362
4180,0.235898,0.158362
4190,0.235898,0.158362
4200,0.235898,0.158362
4210,0.235898,0.158362
4220,0.235898,0.158362
4230,0.235898,0.158362
4240,0.235898,0.158362
4250,0.235898,0.158362
4260,0.235898,0.158362
4270,0.359208,0.222716
4280,0.235898,0.158362
4290,0.235898,0.158362
4300,0.235898,0.158362
4310,0.235898,0.158362
4320,0.235898,0.158362
4330,0.235898,0.158362
4340,0.359208,0.222716
4350,0.359208,0.222716
4360,0.235898,0.158362
4370,0.235898,0.158362
4380,0.235898,0.158362
4390,0.235898,0.158362
4400,0.235898,0.158362
4410,0.235898,0.158362
4420,0.359208,0.222716
4430,0.359208,0.222716
4440,0.359208,0.222716
4450,0.359208,0.222716
4460,0.359208,0.222716
4470,0.359208,0.222716
4480,0.359208,0.222716
4490,0.359208,0.222716
4500,0.359208,0.222716
4510,0.359208,0.222716
4520,0.359208,0.222716
4530,0.359208,0.222716
4540,0.359208,0.222716
4550,0.359208,0.222716
4560,0.359208,0.222716
4570,0.359208,0.222716
4580,0.359208,0.222716
