1539792840 1810.82
1539794760 3369.47
1539796680 2788.61
1539798600 1763.33
1539800520 5164.8
1539802440 1752.19
1539804360 3011.33
1539806280 1226.3
1539808200 1178.3
1539810120 1094.53
1539812040 226.992
1539813960 123.344
1539815880 60.792
1539817800 0
1539818280 0
1539818760 0
1539819240 0
1539819720 0
1539819840 0
1539819960 0
1539820080 0
1539820200 0
1539820320 0
1539820440 0
1539820560 0
1539820680 0
1539820740 0
1539820800 0
1539820860 0
1539820920 0
1539820980 0
1539821040 0
1539821100 0
1539821160 0
1539821220 0
1539821280 0
1539821340 1.504
1539821400 0
1539821460 0
1539821520 0
1539821580 0
1539821640 0
1539821700 0
1539821760 0
1539821820 0
1539860880 0
1539860940 0
1539861000 0
1539861060 0.2
1539861120 0.242
1539861180 0.41
1539861240 0.62
1539861300 0.83
1539861360 1.082
1539861420 1.502
1539861480 1.922
1539861540 2.542
1539861600 3.382
1539861660 4.04
1539861720 5.082
1539861780 6.382
1539861840 7.914
1539861900 9.754
1539861960 11.43
1539862020 13.502
1539862140 19.262
1539862260 27.512
1539862380 37.334
1539862500 48.736
1539862620 59.256
1539862740 74.332
1539862860 100.088
1539862980 122.536
1539863460 237.696
1539863940 355.712
1539864420 462.432
1539864900 588.224
1539866820 3975.68
1539868740 7697.41
1539870660 8474.62
1539872580 9047.04
1539874500 6282.24
1539876420 7646.72
1539878340 6493.7
1539879900 5918.21
1539881820 4839.17
1539883740 3746.3
1539885660 2990.59
1539887580 2392.83
1539889500 1961.22
1539891420 1623.81
1539893340 1350.14
1539895260 997.12
1539897180 777.6
1539899100 636.48
1539901020 340.928
1539902940 28.348
1539904860 0
1539906780 0
1539908700 0
1539910620 0
1539912540 0
1539914460 0
1539916380 0
1539916860 0
1539917340 0
1539917820 0
1539918300 0
1539918420 0
1539918540 0
1539918660 0
1539918780 0
1539918900 0
1539919020 0
1539919140 0
1539919260 0
1539919320 0
1539919380 0
1539919440 0
1539919500 0
1539919560 0
1539919620 0
1539919680 0
1539919740 0
1539919800 0
1539919860 0
1539919920 1.976
1539919980 0
1539920040 0
1539920100 0
1539920160 0
1539920220 0
1539920280 0
1539920340 0
1539920400 0
1539947340 0
1539947400 0
1539947460 0
1539947520 0.2
1539947580 0.2
1539947640 0.41
1539947700 0.62
1539947760 0.83
1539947820 1.04
1539947880 1.46
1539947940 1.88
1539948000 2.34
1539948060 2.962
1539948120 3.724
1539948180 4.452
1539948240 5.754
1539948300 7.244
1539948360 9.446
1539948420 12.71
1539948480 16.552
1539948600 26.194
1539948720 36.946
1539948840 49.412
1539948960 64.32
1539949080 78.68
1539949200 93.664
1539949320 104.192
1539949440 110.816
1539949920 301.424
1539950400 451.744
1539950880 845.056
1539951360 900.032
1539953280 2074.11
1539955200 8631.3
1539957120 6595.58
1539959040 9008.13
1539960960 4578.56
1539962880 3815.42
1539965040 7281.15
1539966960 5660.67
1539968880 3648
1539970800 5971.46
1539972720 3306.24
1539974640 2395.52
1539976560 2698.75
1539978480 2291.97
1539980400 1361.41
1539982320 1441.28
1539984240 429.344
1539986160 173.344
1539986640 115.656
1539987120 84.512
1539987600 39.588
1539988080 38.69
1539988200 29.18
1539988320 20.642
1539988440 15.424
1539988560 13.346
1539988680 10.748
1539988800 8.97
1539988920 8.6
1539989040 7.676
1539989100 7.088
1539989160 6.084
1539989220 4.768
1539989280 3.718
1539989340 3.088
1539989400 2.71
1539989460 2.5
1539989520 2.258
1539989580 1.67
1539989640 1.46
1539989700 1.25
1539989760 0.83
1539989820 0.62
1539989880 0.62
1539989940 0.41
1539990000 0.2
1539990060 0.2
1539990120 0
1539990180 0
1540031220 0
1540031280 0
1540031340 0
1540031400 0
1540031460 0
1540031520 0
1540031580 0
1540031640 0
1540031700 5.872
1540031760 0
1540031820 0
1540031880 0
1540031940 0
1540032000 0
1540032060 0
1540032120 0
1540032180 0
1540032240 0
1540032300 0
1540032360 0
1540032480 0
1540032600 0
1540032720 0
1540032840 0
1540032960 0
1540033080 0
1540033200 0
1540033320 0
1540033800 0
1540034280 0
1540034760 2.34
1540035240 8.558
1540037160 369.952
1540039080 1921.15
1540041000 5619.71
1540042920 1511.81
1540044840 1732.35
1540046760 3124.99
1540048680 1810.3
1540050600 2402.69
1540051680 4127.49
1540053600 6175.74
1540055520 2240.64
1540057440 1007.68
1540059360 2807.55
1540061280 1185.22
1540063200 3445.25
1540065120 4420.86
1540067040 833.088
1540068960 110.936
1540070880 309.552
1540072800 467.392
1540073280 343.776
1540073760 65.356
1540074240 62.072
1540074720 105.936
1540074840 82.812
1540074960 58.956
1540075080 42.268
1540075200 13.036
1540075320 10.46
1540075440 8.348
1540075560 3.34
1540075680 1.88
1540075740 1.46
1540075800 1.712
1540075860 2.132
1540075920 3.55
1540075980 3.13
1540076040 2.668
1540076100 1.88
1540076160 1.838
1540076220 1.46
1540076280 1.292
1540076340 1.25
1540076400 0.998
1540076460 0.788
1540076520 0.62
1540076580 0.41
1540076640 0.2
1540076700 0
1540076760 0
1540076820 0
1540096680 0
1540096740 0
1540096800 0
1540096860 0
1540096920 0
1540096980 0
1540097040 0
1540097100 0
1540097160 5.474
1540097220 0
1540097280 0
1540097340 0
1540097400 0
1540097460 0
1540097520 0
1540097580 0
1540097640 0
1540097700 0
1540097760 0
1540097820 0
1540097940 0
1540098060 0
1540098180 0
1540098300 0
1540098420 0
1540098540 0
1540098660 0
1540098780 0
1540099260 0
1540099740 0
1540100220 0
1540100700 0
1540102620 0
1540104540 0
1540106460 0
1540108380 0
1540110300 0
1540112220 0
1540114140 0
1540116060 0
1540117980 0
1540119900 0
1540121820 3.592
1540123740 51.276
1540125660 211.904
1540127580 586.4
1540129500 691.904
1540131420 1167.3
1540133340 1024.77
1540135260 1293.31
1540137180 1555.33
1540138080 2103.04
1540140000 2049.92
1540141920 1257.02
1540143840 966.976
1540145760 2005.76
1540147680 1303.55
1540149600 1594.62
1540151520 1943.04
1540153440 1362.43
1540155360 1491.2
1540157280 856.32
1540159200 453.888
1540159680 391.648
1540160160 303.008
1540160640 211.504
1540161120 123.856
1540161240 102.856
1540161360 84.456
1540161480 66.08
1540161600 50.58
1540161720 38.67
1540161840 28.558
1540161960 20.432
1540162080 13.964
1540162140 11.7
1540162200 9.334
1540162260 7.634
1540162320 6.006
1540162380 4.746
1540162440 4.138
1540162500 3.298
1540162560 2.668
1540162620 2.048
1540162680 1.628
1540162740 1.25
1540162800 0.83
1540162860 0.62
1540162920 0.41
1540162980 0.2
1540163040 0.2
1540163100 0
1540163160 0
1540163220 0
1540206720 0
1540206780 0
1540206840 0
1540206900 0.2
1540206960 0.2
1540207020 0.41
1540207080 0.62
1540207140 0.662
1540207200 1.04
1540207260 1.292
1540207320 1.712
1540207380 2.132
1540207440 2.92
1540207500 3.592
1540207560 4.242
1540207620 5.334
1540207680 6.794
1540207740 8.078
1540207800 9.586
1540207860 11.928
1540207980 16.998
1540208100 24.41
1540208220 33.752
1540208340 44.956
1540208460 58.416
1540208580 73.324
1540208700 92.024
1540208820 112.496
1540209300 229.968
1540209780 382.464
1540210260 565.312
1540210740 731.456
1540212660 3564.29
1540214580 7311.87
1540216500 8436.22
1540218420 8732.16
1540220340 8040.96
1540222260 7099.39
