"04-11-18_data_table_logger_20288025"
"Seconds past 5:00:00 AM","Intensity, Lux","log10(Intensity+1)"
0,0.67,0.222716
10,0.67,0.222716
20,0.67,0.222716
30,0.67,0.222716
40,0.67,0.222716
50,0.67,0.222716
60,0.67,0.222716
70,0.67,0.222716
80,0.67,0.222716
90,0.67,0.222716
100,0.67,0.222716
110,0.67,0.222716
120,0.67,0.222716
130,0.67,0.222716
140,0.67,0.222716
150,0.67,0.222716
160,0.67,0.222716
170,0.67,0.222716
180,0.67,0.222716
190,0.67,0.222716
200,0.67,0.222716
210,0.67,0.222716
220,0.67,0.222716
230,0.67,0.222716
240,0.67,0.222716
250,0.67,0.222716
260,0.67,0.222716
270,0.67,0.222716
280,0.67,0.222716
290,0.67,0.222716
300,0.67,0.222716
310,0.67,0.222716
320,0.67,0.222716
330,0.67,0.222716
340,0.67,0.222716
350,0.67,0.222716
360,0.67,0.222716
370,0.67,0.222716
380,0.67,0.222716
390,0.67,0.222716
400,0.67,0.222716
410,0.67,0.222716
420,0.67,0.222716
430,0.67,0.222716
440,0.67,0.222716
450,0.67,0.222716
460,0.67,0.222716
470,0.67,0.222716
480,0.67,0.222716
490,0.67,0.222716
500,0.67,0.222716
510,0.67,0.222716
520,0.67,0.222716
530,0.67,0.222716
540,0.67,0.222716
550,0.67,0.222716
560,0.67,0.222716
570,0.67,0.222716
580,0.67,0.222716
590,0.67,0.222716
600,0.44,0.158362
610,0.44,0.158362
620,0.44,0.158362
630,0.44,0.158362
640,0.44,0.158362
650,0.44,0.158362
660,0.44,0.158362
670,0.44,0.158362
680,0.67,0.222716
690,0.67,0.222716
700,0.44,0.158362
710,0.44,0.158362
720,0.44,0.158362
730,0.44,0.158362
740,0.44,0.158362
750,0.44,0.158362
760,0.44,0.158362
770,0.44,0.158362
780,0.44,0.158362
790,0.44,0.158362
800,0.44,0.158362
810,0.44,0.158362
820,0.44,0.158362
830,0.44,0.158362
840,0.67,0.222716
850,0.67,0.222716
860,0.67,0.222716
870,0.44,0.158362
880,0.44,0.158362
890,0.44,0.158362
900,0.44,0.158362
910,0.44,0.158362
920,0.44,0.158362
930,0.44,0.158362
940,0.44,0.158362
950,0.44,0.158362
960,0.44,0.158362
970,0.44,0.158362
980,0.44,0.158362
990,0.44,0.158362
1000,0.44,0.158362
1010,0.44,0.158362
1020,0.44,0.158362
1030,0.44,0.158362
1040,0.44,0.158362
1050,0.44,0.158362
1060,0.44,0.158362
1070,0.44,0.158362
1080,0.44,0.158362
1090,0.44,0.158362
1100,0.44,0.158362
1110,0.44,0.158362
1120,0.44,0.158362
1130,0.44,0.158362
1140,0.44,0.158362
1150,0.44,0.158362
1160,0.44,0.158362
1170,0.44,0.158362
1180,0.44,0.158362
1190,0.44,0.158362
1200,0.44,0.158362
1210,0.44,0.158362
1220,0.44,0.158362
1230,0.44,0.158362
1240,0.44,0.158362
1250,0.44,0.158362
1260,0.44,0.158362
1270,0.44,0.158362
1280,0.44,0.158362
1290,0.44,0.158362
1300,0.44,0.158362
1310,0.44,0.158362
1320,0.44,0.158362
1330,0.44,0.158362
1340,0.44,0.158362
1350,0.44,0.158362
1360,0.44,0.158362
1370,0.44,0.158362
1380,0.44,0.158362
1390,0.44,0.158362
1400,0.44,0.158362
1410,0.44,0.158362
1420,0.44,0.158362
1430,0.44,0.158362
1440,0.44,0.158362
1450,0.44,0.158362
1460,0.44,0.158362
1470,0.44,0.158362
1480,0.44,0.158362
1490,0.44,0.158362
1500,0.44,0.158362
1510,0.44,0.158362
1520,0.44,0.158362
1530,0.44,0.158362
1540,0.44,0.158362
1550,0.44,0.158362
1560,0.44,0.158362
1570,0.44,0.158362
1580,0.44,0.158362
1590,0.44,0.158362
1600,0.44,0.158362
1610,0.44,0.158362
1620,0.44,0.158362
1630,0.44,0.158362
1640,0.44,0.158362
1650,0.44,0.158362
1660,0.44,0.158362
1670,0.44,0.158362
1680,0.44,0.158362
1690,0.44,0.158362
1700,0.44,0.158362
1710,0.44,0.158362
1720,0.44,0.158362
1730,0.44,0.158362
1740,0.44,0.158362
1750,0.44,0.158362
1760,0.44,0.158362
1770,0.44,0.158362
1780,0.44,0.158362
1790,0.44,0.158362
