"04-14-18_data_table_logger_20288025"
"Seconds past 5:00:00 AM","Intensity, Lux","log10(Intensity+1)"
0,0.89,0.276462
10,0.89,0.276462
20,0.89,0.276462
30,0.89,0.276462
40,0.89,0.276462
50,0.89,0.276462
60,0.89,0.276462
70,0.89,0.276462
80,0.89,0.276462
90,0.89,0.276462
100,0.89,0.276462
110,0.89,0.276462
120,0.89,0.276462
130,0.89,0.276462
140,0.89,0.276462
150,0.89,0.276462
160,0.89,0.276462
170,0.89,0.276462
180,0.89,0.276462
190,0.89,0.276462
200,0.89,0.276462
210,0.89,0.276462
220,0.89,0.276462
230,0.89,0.276462
240,0.89,0.276462
250,0.89,0.276462
260,0.89,0.276462
270,0.89,0.276462
280,0.89,0.276462
290,0.89,0.276462
300,0.89,0.276462
310,0.89,0.276462
320,0.89,0.276462
330,0.89,0.276462
340,0.89,0.276462
350,0.89,0.276462
360,0.89,0.276462
370,0.89,0.276462
380,0.67,0.222716
390,0.67,0.222716
400,0.67,0.222716
410,0.67,0.222716
420,0.67,0.222716
430,0.67,0.222716
440,0.67,0.222716
450,0.67,0.222716
460,0.67,0.222716
470,0.67,0.222716
480,0.67,0.222716
490,0.67,0.222716
500,0.67,0.222716
510,0.67,0.222716
520,0.67,0.222716
530,0.67,0.222716
540,0.67,0.222716
550,0.67,0.222716
560,0.67,0.222716
570,0.67,0.222716
580,0.67,0.222716
590,0.67,0.222716
600,0.67,0.222716
610,0.67,0.222716
620,0.67,0.222716
630,0.67,0.222716
640,0.67,0.222716
650,0.67,0.222716
660,0.67,0.222716
670,0.67,0.222716
680,0.67,0.222716
690,0.67,0.222716
700,0.67,0.222716
710,0.67,0.222716
720,0.67,0.222716
730,0.67,0.222716
740,0.67,0.222716
750,0.67,0.222716
760,0.67,0.222716
770,0.67,0.222716
780,0.67,0.222716
790,0.67,0.222716
800,0.67,0.222716
810,0.67,0.222716
820,0.67,0.222716
830,0.67,0.222716
840,0.67,0.222716
850,0.67,0.222716
860,0.67,0.222716
870,0.67,0.222716
880,0.67,0.222716
890,0.67,0.222716
900,0.67,0.222716
910,0.67,0.222716
920,0.67,0.222716
930,0.67,0.222716
940,0.67,0.222716
950,0.67,0.222716
960,0.67,0.222716
