VERSION 1.1
20180705-174136-0400
data_logger 20369359
1529391600,0,26.98,,42.2978,-83.7247,,
1529391610,0,26.77,,42.2978,-83.7247,,
1529391620,0,26.72,,42.2978,-83.7247,,
1529391630,0,26.55,,42.2978,-83.7247,,
1529391640,0,26.42,,42.2978,-83.7247,,
1529391650,0,26.34,,42.2978,-83.7247,,
1529391660,0,26.25,,42.2978,-83.7247,,
1529391670,0,26.17,,42.2978,-83.7247,,
1529391680,0,26.04,,42.2978,-83.7247,,
1529391690,0,25.91,,42.2978,-83.7247,,
1529391700,0,25.87,,42.2978,-83.7247,,
1529391710,0,25.74,,42.2978,-83.7247,,
1529391720,0,25.65,,42.2978,-83.7247,,
1529391730,0,25.61,,42.2978,-83.7247,,
1529391740,0,25.57,,42.2978,-83.7247,,
1529391750,0,25.44,,42.2978,-83.7247,,
1529391760,0,25.39,,42.2978,-83.7247,,
1529391770,0,25.31,,42.2978,-83.7247,,
1529391780,0,25.22,,42.2978,-83.7247,,
1529391790,0,25.14,,42.2978,-83.7247,,
1529391800,0,25.01,,42.2978,-83.7247,,
1529391810,0,25.01,,42.2978,-83.7247,,
1529391820,0,24.92,,42.2978,-83.7247,,
1529391830,0,24.88,,42.2978,-83.7247,,
1529391840,0,24.75,,42.2978,-83.7247,,
1529391850,0,24.71,,42.2978,-83.7247,,
1529391860,0,24.66,,42.2978,-83.7247,,
1529391870,0,24.62,,42.2978,-83.7247,,
1529391880,0,24.58,,42.2978,-83.7247,,
1529391890,0,24.54,,42.2978,-83.7247,,
1529391900,0,24.49,,42.2978,-83.7247,,
1529391910,0,24.41,,42.2978,-83.7247,,
1529391920,0,24.32,,42.2978,-83.7247,,
1529391930,0,24.32,,42.2978,-83.7247,,
1529391940,0,24.24,,42.2978,-83.7247,,
1529391950,0,24.24,,42.2978,-83.7247,,
1529391960,0,24.19,,42.2978,-83.7247,,
1529391970,0,24.15,,42.2978,-83.7247,,
1529391980,0,24.11,,42.2978,-83.7247,,
1529391990,0,24.06,,42.2978,-83.7247,,
1529392000,0,24.02,,42.2978,-83.7247,,
1529392010,0,24.02,,42.2978,-83.7247,,
1529392020,0,23.94,,42.2978,-83.7247,,
1529392030,0,23.94,,42.2978,-83.7247,,
1529392040,0,23.94,,42.2978,-83.7247,,
1529392050,0,23.85,,42.2978,-83.7247,,
1529392060,0,23.85,,42.2978,-83.7247,,
1529392070,0,23.81,,42.2978,-83.7247,,
1529392080,0,23.85,,42.2978,-83.7247,,
1529392090,0,23.76,,42.2978,-83.7247,,
1529392100,0,23.76,,42.2978,-83.7247,,
1529392110,0,23.72,,42.2978,-83.7247,,
1529392120,0,23.76,,42.2978,-83.7247,,
1529392130,0,23.68,,42.2978,-83.7247,,
1529392140,0,23.68,,42.2978,-83.7247,,
1529392150,0,23.68,,42.2978,-83.7247,,
1529392160,0,23.64,,42.2978,-83.7247,,
1529392170,0,23.64,,42.2978,-83.7247,,
1529392180,0,23.59,,42.2978,-83.7247,,
1529392190,0,23.59,,42.2978,-83.7247,,
1529392200,0,23.59,,42.2978,-83.7247,,
1529392210,0,23.59,,42.2978,-83.7247,,
1529392220,0,23.59,,42.2978,-83.7247,,
1529392230,0,23.59,,42.2978,-83.7247,,
1529392240,0,23.55,,42.2978,-83.7247,,
1529392250,0,23.55,,42.2978,-83.7247,,
1529392260,0,23.55,,42.2978,-83.7247,,
1529392270,0,23.51,,42.2978,-83.7247,,
1529392280,0,23.51,,42.2978,-83.7247,,
1529392290,0,23.51,,42.2978,-83.7247,,
1529392300,0,23.51,,42.2978,-83.7247,,
1529392310,0,23.46,,42.2978,-83.7247,,
1529392320,0,23.46,,42.2978,-83.7247,,
1529392330,0,23.46,,42.2978,-83.7247,,
1529392340,0,23.46,,42.2978,-83.7247,,
1529392350,0,23.42,,42.2978,-83.7247,,
