"03-29-18_data_table_logger_20288025"
"Seconds past 5:00:00 AM","Intensity, Lux","log10(Intensity+1)"
0, 0.66, 0.220108
10, 0.66, 0.220108
20, 0.66, 0.220108
30, 0.66, 0.220108
40, 0.66, 0.220108
50, 0.66, 0.220108
60, 0.66, 0.220108
70, 0.66, 0.220108
80, 0.66, 0.220108
90, 0.66, 0.220108
100, 0.66, 0.220108
110, 0.66, 0.220108
120, 0.66, 0.220108
130, 0.66, 0.220108
140, 0.66, 0.220108
150, 0.66, 0.220108
160, 0.66, 0.220108
170, 0.66, 0.220108
180, 0.66, 0.220108
190, 0.66, 0.220108
200, 0.66, 0.220108
210, 0.66, 0.220108
220, 0.66, 0.220108
230, 0.66, 0.220108
240, 0.66, 0.220108
250, 0.66, 0.220108
260, 0.66, 0.220108
270, 0.66, 0.220108
280, 0.66, 0.220108
290, 0.66, 0.220108
300, 0.66, 0.220108
310, 0.66, 0.220108
320, 0.66, 0.220108
330, 0.66, 0.220108
340, 0.66, 0.220108
350, 0.66, 0.220108
360, 0.66, 0.220108
370, 2.01, 0.478566
380, 0.66, 0.220108
390, 0.66, 0.220108
400, 0.66, 0.220108
410, 0.66, 0.220108
420, 0.66, 0.220108
430, 0.66, 0.220108
440, 0.66, 0.220108
450, 0.66, 0.220108
460, 0.66, 0.220108
470, 0.66, 0.220108
480, 0.66, 0.220108
490, 0.66, 0.220108
500, 0.66, 0.220108
510, 0.66, 0.220108
520, 0.66, 0.220108
530, 0.66, 0.220108
540, 0.66, 0.220108
550, 0.66, 0.220108
560, 0.66, 0.220108
570, 0.66, 0.220108
580, 0.66, 0.220108
590, 0.66, 0.220108
600, 0.66, 0.220108
610, 0.66, 0.220108
620, 0.66, 0.220108
630, 0.66, 0.220108
640, 0.66, 0.220108
650, 0.66, 0.220108
660, 0.66, 0.220108
670, 0.66, 0.220108
680, 0.66, 0.220108
690, 0.66, 0.220108
700, 0.66, 0.220108
710, 0.66, 0.220108
720, 0.66, 0.220108
730, 0.66, 0.220108
740, 0.66, 0.220108
750, 0.66, 0.220108
760, 0.66, 0.220108
770, 0.66, 0.220108
780, 0.66, 0.220108
790, 0.66, 0.220108
800, 0.66, 0.220108
810, 0.66, 0.220108
820, 0.66, 0.220108
830, 0.66, 0.220108
840, 0.66, 0.220108
850, 0.66, 0.220108
860, 0.66, 0.220108
870, 0.66, 0.220108
880, 0.66, 0.220108
890, 0.66, 0.220108
900, 0.66, 0.220108
910, 0.66, 0.220108
920, 0.66, 0.220108
930, 0.66, 0.220108
940, 0.66, 0.220108
950, 0.66, 0.220108
960, 0.66, 0.220108
970, 0.66, 0.220108
980, 0.66, 0.220108
990, 0.66, 0.220108
1000, 0.66, 0.220108
1010, 0.66, 0.220108
1020, 0.66, 0.220108
1030, 0.66, 0.220108
1040, 0.66, 0.220108
1050, 0.66, 0.220108
1060, 0.66, 0.220108
1070, 0.66, 0.220108
1080, 0.66, 0.220108
1090, 0.66, 0.220108
1100, 0.66, 0.220108
1110, 0.66, 0.220108
1120, 0.66, 0.220108
1130, 0.66, 0.220108
1140, 0.66, 0.220108
1150, 0.66, 0.220108
1160, 0.66, 0.220108
1170, 0.66, 0.220108
1180, 0.66, 0.220108
1190, 0.66, 0.220108
1200, 0.66, 0.220108
1210, 0.66, 0.220108
1220, 0.66, 0.220108
1230, 0.66, 0.220108
1240, 0.66, 0.220108
1250, 0.66, 0.220108
1260, 0.66, 0.220108
1270, 0.66, 0.220108
1280, 0.66, 0.220108
1290, 0.66, 0.220108
1300, 0.66, 0.220108
1310, 0.66, 0.220108
1320, 0.66, 0.220108
1330, 0.66, 0.220108
1340, 0.66, 0.220108
1350, 0.66, 0.220108
1360, 0.66, 0.220108
1370, 0.66, 0.220108
1380, 0.66, 0.220108
1390, 0.66, 0.220108
1400, 0.66, 0.220108
1410, 0.66, 0.220108
1420, 0.66, 0.220108
1430, 0.66, 0.220108
1440, 0.66, 0.220108
1450, 0.66, 0.220108
1460, 0.66, 0.220108
1470, 0.66, 0.220108
1480, 0.66, 0.220108
1490, 0.66, 0.220108
1500, 0.66, 0.220108
1510, 0.66, 0.220108
1520, 0.66, 0.220108
1530, 0.66, 0.220108
1540, 0.66, 0.220108
1550, 0.66, 0.220108
1560, 0.66, 0.220108
1570, 0.66, 0.220108
1580, 0.66, 0.220108
1590, 0.66, 0.220108
1600, 0, 0
1610, 0.66, 0.220108
1620, 0.66, 0.220108
1630, 0.66, 0.220108
1640, 0.66, 0.220108
1650, 0.66, 0.220108
1660, 0.66, 0.220108
1670, 0.66, 0.220108
1680, 0.66, 0.220108
1690, 0.66, 0.220108
1700, 1.32, 0.365488
1710, 0.66, 0.220108
1720, 0.66, 0.220108
1730, 0.66, 0.220108
1740, 0.66, 0.220108
1750, 0.66, 0.220108
1760, 0, 0
1770, 0, 0
1780, 0.66, 0.220108
1790, 0.66, 0.220108
1800, 0, 0
1810, 0.66, 0.220108
1820, 0.66, 0.220108
1830, 0.66, 0.220108
1840, 0.66, 0.220108
1850, 0.66, 0.220108
1860, 0.66, 0.220108
1870, 0.66, 0.220108
1880, 0.66, 0.220108
1890, 0.66, 0.220108
1900, 0.66, 0.220108
1910, 0.66, 0.220108
1920, 0.66, 0.220108
1930, 0.66, 0.220108
1940, 0.66, 0.220108
1950, 0.66, 0.220108
1960, 0.66, 0.220108
1970, 0.66, 0.220108
1980, 0.66, 0.220108
1990, 0.66, 0.220108
2000, 0.66, 0.220108
2010, 0.66, 0.220108
2020, 0.66, 0.220108
2030, 0.66, 0.220108
2040, 0.66, 0.220108
2050, 0.66, 0.220108
2060, 0.66, 0.220108
2070, 0.66, 0.220108
2080, 0.66, 0.220108
2090, 0.66, 0.220108
2100, 0.66, 0.220108
2110, 0.66, 0.220108
2120, 0.66, 0.220108
2130, 0.66, 0.220108
2140, 0.66, 0.220108
2150, 0.66, 0.220108
2160, 0.66, 0.220108
2170, 0.66, 0.220108
2180, 0.66, 0.220108
2190, 0.66, 0.220108
2200, 0.66, 0.220108
2210, 0.66, 0.220108
2220, 0.66, 0.220108
2230, 0.66, 0.220108
2240, 0.66, 0.220108
2250, 0.66, 0.220108
2260, 0.66, 0.220108
2270, 0.66, 0.220108
2280, 0.66, 0.220108
2290, 0.66, 0.220108
2300, 0.66, 0.220108
2310, 0.66, 0.220108
2320, 0.66, 0.220108
2330, 0.66, 0.220108
2340, 0.66, 0.220108
2350, 0.66, 0.220108
2360, 0.66, 0.220108
2370, 0.66, 0.220108
2380, 0.66, 0.220108
2390, 0.66, 0.220108
2400, 0.66, 0.220108
2410, 0.66, 0.220108
2420, 0.66, 0.220108
2430, 0.66, 0.220108
2440, 0.66, 0.220108
2450, 0.66, 0.220108
2460, 0.66, 0.220108
2470, 0.66, 0.220108
2480, 0.66, 0.220108
2490, 0.66, 0.220108
2500, 0.66, 0.220108
2510, 0.66, 0.220108
2520, 0.66, 0.220108
2530, 0.66, 0.220108
2540, 0.66, 0.220108
2550, 0.66, 0.220108
2560, 0.66, 0.220108
2570, 0.66, 0.220108
2580, 0.66, 0.220108
2590, 0.66, 0.220108
2600, 0.66, 0.220108
2610, 0.66, 0.220108
2620, 0.66, 0.220108
2630, 0.66, 0.220108
2640, 0.66, 0.220108
2650, 0.66, 0.220108
2660, 0.66, 0.220108
2670, 0.66, 0.220108
2680, 0.66, 0.220108
2690, 0.66, 0.220108
2700, 0.66, 0.220108
2710, 0.66, 0.220108
2720, 0.66, 0.220108
2730, 0.66, 0.220108
2740, 0.66, 0.220108
2750, 0.66, 0.220108
2760, 0.66, 0.220108
2770, 0, 0
2780, 0, 0
2790, 0.66, 0.220108
2800, 0, 0
2810, 0.66, 0.220108
2820, 0.66, 0.220108
2830, 0.66, 0.220108
2840, 0.66, 0.220108
2850, 0.66, 0.220108
2860, 0, 0
2870, 0.66, 0.220108
2880, 0.66, 0.220108
2890, 0, 0
2900, 0.66, 0.220108
2910, 0.66, 0.220108
2920, 0.66, 0.220108
2930, 0.66, 0.220108
2940, 0.66, 0.220108
2950, 0.66, 0.220108
2960, 0.66, 0.220108
2970, 0.66, 0.220108
2980, 0.66, 0.220108
2990, 0.66, 0.220108
3000, 0.66, 0.220108
3010, 0.66, 0.220108
3020, 0.66, 0.220108
3030, 0.66, 0.220108
3040, 0.66, 0.220108
3050, 0.66, 0.220108
3060, 0.66, 0.220108
3070, 0.66, 0.220108
3080, 0.66, 0.220108
3090, 0, 0
3100, 0, 0
3110, 0, 0
3120, 0, 0
3130, 0.66, 0.220108
3140, 0, 0
3150, 0.66, 0.220108
3160, 0, 0
3170, 0, 0
3180, 0, 0
3190, 0.66, 0.220108
3200, 0.66, 0.220108
3210, 0.66, 0.220108
3220, 0.66, 0.220108
3230, 0.66, 0.220108
3240, 0.66, 0.220108
3250, 0.66, 0.220108
3260, 0.66, 0.220108
3270, 0.66, 0.220108
3280, 0.66, 0.220108
3290, 0.66, 0.220108
3300, 0.66, 0.220108
3310, 0.66, 0.220108
3320, 0.66, 0.220108
3330, 0.66, 0.220108
3340, 0.66, 0.220108
3350, 0.66, 0.220108
3360, 0.66, 0.220108
3370, 0.66, 0.220108
3380, 0.66, 0.220108
3390, 0.66, 0.220108
3400, 0.66, 0.220108
3410, 0.66, 0.220108
3420, 0.66, 0.220108
3430, 0.66, 0.220108
3440, 0.66, 0.220108
3450, 0.66, 0.220108
3460, 0.66, 0.220108
3470, 0.66, 0.220108
3480, 0.66, 0.220108
3490, 0.66, 0.220108
3500, 0.66, 0.220108
3510, 0.66, 0.220108
3520, 0.66, 0.220108
3530, 0.66, 0.220108
3540, 0.66, 0.220108
3550, 0.66, 0.220108
3560, 0.66, 0.220108
3570, 0.66, 0.220108
3580, 0.66, 0.220108
3590, 0.66, 0.220108
3600, 0.66, 0.220108
3610, 0.66, 0.220108
3620, 0.66, 0.220108
3630, 0.66, 0.220108
3640, 0.66, 0.220108
3650, 0.66, 0.220108
3660, 0.66, 0.220108
3670, 0.66, 0.220108
3680, 0.66, 0.220108
3690, 0.66, 0.220108
3700, 0.66, 0.220108
3710, 0.66, 0.220108
3720, 0.66, 0.220108
3730, 0.66, 0.220108
3740, 0.66, 0.220108
3750, 0.66, 0.220108
3760, 0.66, 0.220108
3770, 0.66, 0.220108
3780, 0, 0
3790, 0.66, 0.220108
3800, 0, 0
3810, 0, 0
3820, 0.66, 0.220108
3830, 0, 0
3840, 0.66, 0.220108
3850, 0, 0
3860, 0.66, 0.220108
3870, 0, 0
3880, 0, 0
3890, 0, 0
3900, 0, 0
3910, 0, 0
3920, 0, 0
3930, 0, 0
3940, 0, 0
3950, 0, 0
3960, 0, 0
3970, 0, 0
3980, 0, 0
3990, 0, 0
4000, 0, 0
4010, 0, 0
4020, 0, 0
4030, 0.66, 0.220108
4040, 0.66, 0.220108
4050, 0.66, 0.220108
4060, 0.66, 0.220108
4070, 0.66, 0.220108
4080, 0, 0
4090, 0, 0
4100, 0.66, 0.220108
4110, 0.66, 0.220108
4120, 0.66, 0.220108
4130, 0.66, 0.220108
4140, 0, 0
4150, 0.66, 0.220108
4160, 0.66, 0.220108
4170, 0.66, 0.220108
4180, 0.66, 0.220108
4190, 0.66, 0.220108
4200, 0.66, 0.220108
4210, 0.66, 0.220108
4220, 0.66, 0.220108
4230, 0.66, 0.220108
4240, 0.66, 0.220108
4250, 0.66, 0.220108
4260, 0.66, 0.220108
4270, 0.66, 0.220108
4280, 0.66, 0.220108
4290, 0.66, 0.220108
4300, 0.66, 0.220108
4310, 0.66, 0.220108
4320, 0.66, 0.220108
4330, 0.66, 0.220108
4340, 0.66, 0.220108
4350, 0.66, 0.220108
4360, 0.66, 0.220108
4370, 0.66, 0.220108
4380, 0.66, 0.220108
4390, 0.66, 0.220108
4400, 0.66, 0.220108
4410, 0.66, 0.220108
4420, 0.66, 0.220108
4430, 0.66, 0.220108
4440, 0.66, 0.220108
4450, 0.66, 0.220108
4460, 0.66, 0.220108
4470, 0, 0
4480, 0.66, 0.220108
4490, 0.66, 0.220108
4500, 0.66, 0.220108
4510, 0.66, 0.220108
4520, 0.66, 0.220108
4530, 0.66, 0.220108
4540, 0, 0
4550, 0, 0
4560, 0.66, 0.220108
4570, 0, 0
4580, 0, 0
4590, 0.66, 0.220108
4600, 0, 0
4610, 0, 0
4620, 0, 0
4630, 0.66, 0.220108
4640, 1.32, 0.365488
4650, 0.66, 0.220108
4660, 0.66, 0.220108
4670, 0.66, 0.220108
4680, 0.66, 0.220108
4690, 0.66, 0.220108
4700, 0.66, 0.220108
4710, 0.66, 0.220108
4720, 0.66, 0.220108
4730, 0.66, 0.220108
4740, 0.66, 0.220108
4750, 0.66, 0.220108
4760, 0.66, 0.220108
4770, 0.66, 0.220108
4780, 0.66, 0.220108
4790, 0.66, 0.220108
4800, 0.66, 0.220108
4810, 0.66, 0.220108
4820, 0.66, 0.220108
4830, 0.66, 0.220108
4840, 0.66, 0.220108
4850, 0.66, 0.220108
4860, 0, 0
4870, 0.66, 0.220108
4880, 0.66, 0.220108
4890, 0.66, 0.220108
4900, 0.66, 0.220108
4910, 0.66, 0.220108
4920, 0.66, 0.220108
4930, 0.66, 0.220108
4940, 0.66, 0.220108
4950, 0.66, 0.220108
4960, 0.66, 0.220108
4970, 0.66, 0.220108
4980, 0.66, 0.220108
4990, 0.66, 0.220108
5000, 0.66, 0.220108
5010, 0.66, 0.220108
5020, 0.66, 0.220108
5030, 0.66, 0.220108
5040, 0.66, 0.220108
5050, 0.66, 0.220108
5060, 0.66, 0.220108
5070, 0.66, 0.220108
5080, 0.66, 0.220108
5090, 0.66, 0.220108
5100, 1.32, 0.365488
5110, 0.66, 0.220108
5120, 0.66, 0.220108
5130, 0.66, 0.220108
5140, 0.66, 0.220108
