1540570320 5583.7
1540572240 18994.5
1540574160 6100.82
1540576080 16088.4
1540578000 8523.61
1540579920 2821.72
1540581840 4893.95
1540583760 3546.62
1540585680 1976.02
1540587600 1437.4
1540589520 787.669
1540590000 702.976
1540590480 629.579
1540590960 358.123
1540591440 134.392
1540591560 122.704
1540591680 110.872
1540591800 105.024
1540591920 97.4747
1540592040 91.584
1540592160 84.064
1540592280 76.904
1540592400 69.296
1540592460 64.328
1540592520 60.008
1540592580 55.416
1540592640 51.2107
1540592700 47.6307
1540592760 44.0853
1540592820 41.5773
1540592880 39.094
1540592940 36.528
1540593000 33.9607
1540593060 30.424
1540593120 27.264
1540593180 24.0807
1540593240 20.57
1540593300 17.794
1540593360 15.088
1540593420 12.9687
1540593480 10.6827
1540593540 9.038
1540593600 7.942
1540593660 6.68267
1540593720 5.446
1540593780 4.63267
1540593840 4.166
1540593900 3.326
1540593960 2.71
1540594020 2.286
1540594080 1.866
1540594140 1.46
1540594200 1.04
1540594260 0.83
1540639680 1.67
1540639740 1.67
1540639800 1.88
1540639860 1.894
1540639920 2.09
1540639980 2.3
1540640040 2.71
1540640100 2.934
1540640160 3.354
1540640220 3.984
1540640280 4.614
1540640340 5.054
1540640400 5.908
1540640460 7.144
1540640520 8.404
1540640580 9.264
1540640640 10.3133
1540640700 11.606
1540640760 13.934
1540640820 15.956
1540640880 17.878
1540640940 19.968
1540641000 20.6273
1540641060 22.9553
1540641120 25.906
1540641180 29.6493
1540641240 31.786
1540641300 34.326
1540641360 37.2693
1540641420 41.228
1540641480 44.4293
1540641540 49.0773
1540641660 59.34
1540641780 73.2827
1540641900 80.052
1540642020 96.7893
1540642140 108.632
1540642260 114.48
1540642380 119.741
1540642500 137.477
1540642980 207.856
1540643460 274.859
1540643940 340.053
1540644420 404.747
1540646340 1002.84
1540648260 1234.9
1540650180 2065.71
1540652100 2272.43
1540654020 2568.06
1540655940 2669.48
1540657020 2817.19
1540658940 2485.67
1540660860 2618.45
1540662780 2527.79
1540664700 2060.03
1540666620 1602.22
1540668540 1612.29
1540670460 1954.69
1540672380 1940.95
1540674300 1346.43
1540676220 721.344
1540676700 649.643
1540677180 522.443
1540677660 400.416
1540678140 259.061
1540678260 228.683
1540678380 200.096
1540678500 176.437
1540678620 148.936
1540678740 124.355
1540678860 106.576
1540678980 83.1133
1540679100 66.3013
1540679160 59.5747
1540679220 53.088
1540679280 46.3147
1540679340 39.4347
1540679400 34.41
1540679460 30.41
1540679520 26.396
1540679580 22.844
1540679640 19.8847
1540679700 17.1787
1540679760 15.102
1540679820 13.642
1540679880 12.152
1540679940 10.4727
1540680000 9.206
1540680060 7.956
1540680120 7.116
1540680180 6.286
1540680240 5.446
1540680300 4.81
1540680360 4.376
1540680420 3.956
1540680480 3.536
1540680540 3.116
1540680600 2.696
1540680660 2.31333
1540680720 2.09
1540680780 1.88
1540680840 1.866
1540680900 1.67
1540680960 1.46
1540725840 1.04
1540725900 1.25
1540725960 1.67
1540726020 1.684
1540726080 2.09
1540726140 2.5
1540726200 3.144
1540726260 3.998
1540726320 4.648
1540726380 5.906
1540726440 7.354
1540726500 8.66
1540726560 10.3273
1540726620 12.8513
1540726680 14.962
1540726740 17.038
1540726800 18.752
1540726860 21.038
1540726920 22.542
1540726980 25.038
1540727040 25.402
1540727100 23.956
1540727160 23.34
