1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
1,0,0,1
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
2,1,1,2
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
3,1.5625,1.58496,2.95365
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
4,2,2,4
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
5,2.3125,2.32193,4.96743
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
6,2.5625,2.58496,5.9073
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
7,2.78125,2.80735,6.87448
8,3,3,8
8,3,3,8
8,3,3,8
8,3,3,8
8,3,3,8
8,3,3,8
8,3,3,8
8,3,3,8
8,3,3,8
8,3,3,8
8,3,3,8
8,3,3,8
8,3,3,8
9,3.15625,3.16993,8.91509
9,3.15625,3.16993,8.91509
9,3.15625,3.16993,8.91509
9,3.15625,3.16993,8.91509
9,3.15625,3.16993,8.91509
9,3.15625,3.16993,8.91509
9,3.15625,3.16993,8.91509
9,3.15625,3.16993,8.91509
9,3.15625,3.16993,8.91509
9,3.15625,3.16993,8.91509
9,3.15625,3.16993,8.91509
9,3.15625,3.16993,8.91509
10,3.3125,3.32193,9.93486
10,3.3125,3.32193,9.93486
10,3.3125,3.32193,9.93486
10,3.3125,3.32193,9.93486
