Measured Voltage (V)
-----------------------
Oct-16,18:38:53.43,4.1004,4.1004
Oct-16,18:38:53.54,4.1004,4.1004
Oct-16,18:38:53.64,4.1001,4.1001
Oct-16,18:38:53.74,4.0997,4.0997
Oct-16,18:38:53.84,4.0984,4.0984
Oct-16,18:38:53.95,4.0988,4.0988
Oct-16,18:38:54.05,4.0999,4.0999
Oct-16,18:38:54.15,4.0986,4.0986
Oct-16,18:38:54.26,4.0996,4.0996
Oct-16,18:38:54.36,4.0994,4.0994
Oct-16,18:38:54.46,4.0990,4.0990
Oct-16,18:38:54.56,4.0990,4.0990
Oct-16,18:38:54.66,4.0991,4.0991
Oct-16,18:38:54.77,4.0993,4.0993
Oct-16,18:38:54.87,4.0993,4.0993
Oct-16,18:38:54.98,4.0993,4.0993
Oct-16,18:38:55.08,4.0992,4.0992
Oct-16,18:38:55.18,4.0992,4.0992
Oct-16,18:38:55.28,4.0992,4.0992
Oct-16,18:38:55.39,4.0992,4.0992
Oct-16,18:38:55.49,4.0992,4.0992
Oct-16,18:38:55.59,4.0992,4.0992
Oct-16,18:38:55.69,4.0992,4.0992
Oct-16,18:38:55.79,4.0992,4.0992
Oct-16,18:38:55.90,4.0992,4.0992
Oct-16,18:38:56.00,4.0992,4.0992
Oct-16,18:38:56.10,4.0992,4.0992
Oct-16,18:38:56.20,4.0993,4.0993
Oct-16,18:38:56.30,4.0992,4.0992
Oct-16,18:38:56.41,4.0992,4.0992
Oct-16,18:38:56.51,4.0992,4.0992
Oct-16,18:38:56.62,4.0992,4.0992
Oct-16,18:38:56.72,4.0992,4.0992
Oct-16,18:38:56.83,4.0992,4.0992
Oct-16,18:38:56.93,4.0992,4.0992
Oct-16,18:38:57.04,4.0992,4.0992
Oct-16,18:38:57.14,4.0992,4.0992
Oct-16,18:38:57.24,4.0992,4.0992
Oct-16,18:38:57.34,4.0992,4.0992
Oct-16,18:38:57.44,4.0992,4.0992
Oct-16,18:38:57.54,4.0992,4.0992
Oct-16,18:38:57.65,4.0992,4.0992
Oct-16,18:38:57.75,4.0992,4.0992
Oct-16,18:38:57.85,4.0992,4.0992
Oct-16,18:38:57.95,4.0992,4.0992
Oct-16,18:38:58.05,4.0992,4.0992
Oct-16,18:38:58.15,4.0992,4.0992
Oct-16,18:38:58.26,4.0992,4.0992
Oct-16,18:38:58.36,4.0992,4.0992
