
510,-90,-690,390,-1110,270,
-870,1110,30,-390,450,
-390,930,270,-270,-1350,
390,-150,-30,330,-1290,
270,-210,-90,30,-30,
270,30,-150,-450,30,-870,
-1110,510,390,-30,-90,-90,
150,-210,-90,-90,90,-330,-570,
-690,-1830,-1830,330,-870,-30,
450,30,-90,-930,-210,
750,90,-270,90,90,-630,390,
870,-570,630,-30,30,-210,
-690,-690,570,690,90,
510,-1230,570,-210,-30,
750,-330,-450,570,150,-630,390,
450,-690,390,-390,30,-210,
210,-390,390,-750,510,-90,
-570,150,210,-870,810,330,30,
330,-270,330,-210,30,-90,
-630,1050,270,-810,150,
390,90,-90,-210,-150,
210,-150,-210,-90,330,90,
570,-1110,330,30,-210,
750,90,-1170,-1170,-150,690,
210,150,90,-1230,510,
-210,270,630,-390,-390,570,
210,510,-90,-30,-150,
630,210,-150,90,-270,90,
930,270,-210,30,
630,-30,-450,-150,330,-210,-270,
570,-1170,-30,-330,690,-30,-30,
-2850,-3450,510,270,-90,
510,90,-1110,150,30,
450,-1350,-930,-750,1530,870,
390,-510,-390,
-510,330,750,-30,30,
630,-1230,450,-90,90,
690,90,-30,-30,-270,
-750,-270,1350,690,-270,-570,
810,-210,-990,
270,-990,270,270,-150,
-1050,750,210,90,-330,
510,150,-30,-450,-1110,
30,30,-90,-390,-270,
-1050,150,810,30,-570,
270,-930,150,450,-1050,

3630,2670,2670,2430,1770,1110,
3870,2670,3150,2550,
4350,3750,3390,2790,2070,1410,

330,-1470,630,30,-150,150,-30,
330,-210,-150,150,-90,-450,
390,-150,-30,-30,-210,
270,-30,30,-150,-1890,
-150,-570,-3570,-1350,1530,810,
-570,390,-1590,210,
-30,-270,390,-690,450,-30,
390,-90,-930,150,-150,150,-510,
210,210,-1350,390,-30,
-330,810,
450,-30,-1170,270,-210,210,
750,30,-450,-570,
750,30,-450,-570,-30,630,30,
570,-750,
90,-30,390,210,-270,-210,210,
150,-510,-30,-150,-210,-1110,630,
30,-750,570,
150,-90,-30,30,390,
450,90,-90,-150,-450,
570,-930,510,-150,210,-30,-150,
390,-30,-90,90,-30,-90,-90,
150,-270,-90,90,150,30,
330,-3210,-390,-930,1410,
270,-210,-330,510,-210,
-150,150,330,-90,-30,-30,
570,-30,90,-90,-210,90,
-510,570,-270,90,
-3450,-1050,-510,1050,1290,90,-30,
270,-90,-30,-210,
570,-150,-270,-450,630,-330,-150,
330,-30,-150,30,-330,-390,
-1590,-1590,-750,-3690,-2130,-810,
-2130,390,270,-210,-810,
270,-150,-210,-210,90,
-390,-630,630,30,30,210,-630,
150,-810,390,-210,270,-510,
90,-30,-630,510,-90,-150,
90,-90,-330,
570,-150,-1350,-150,630,-30,-1110,
630,-150,-990,570,-30,90,-90,
270,-30,-210,-30,-510,
390,-90,-30,-30,-330,
510,-150,-450,510,-90,
510,-210,-30,-1050,270,90,-930,
510,
390,-90,-210,-690,-30,
90,-810,-630,1350,750,-210,-570,
-510,810,-30,270,-390,
-510,810,-30,270,-390,30,-390,
210,-810,210,390,-1050,
510,-510,390,-30,-150,
270,90,-510,630,30,
-210,390,-150,-390,270,
-5730,-5730,-22368,-21768,-15408,
510,-150,-90,30,-90,-30,-30,-150,-30,-510,30,-570,-150,570,-90,-30,-870,510,-90,-150,30,-270,-30,-330,150,-30,30,-30,
510,-150,-90,30,-90,-30,-30,-150,-30,-510,30,-570,-150,570,-90,-30,-870,510,-90,-150,30,-270,-30,-330,150,-30,30,-30,-270,30,90,-150,-330,-270,90,
510,-150,-90,30,-90,-30,-30,-150,-30,-510,30,-570,-150,570,-90,-30,-870,510,-90,-150,30,-270,-30,-330,150,-30,30,-30,-270,30,90,-150,-330,-270,90,210,-90,-90,-210,90,-30,-630,450,-90,30,-150,-630,510,-390,
90,510,-270,
630,-390,210,-150,210,-30,-150,
690,210,-510,-210,570,
-690,750,90,-390,-1050,
90,-150,-1230,570,-1350,-1830,
-270,-870,990,90,30,90,
330,-270,-330,390,-90,-30,
450,30,-210,-30,
-270,510,270,-450,150,-30,
690,-30,-90,-30,-690,630,
570,-30,-330,330,-90,
510,-330,-930,450,-270,
510,-330,90,90,-690,
-750,-510,-450,1350,690,
330,-30,-90,-90,-90,-30,
330,-1350,450,-90,-30,-90,
330,-90,-30,-30,-90,-30,
450,-210,-30,30,30,-90,
630,-150,
450,-30,-330,390,-90,-30,-330,
390,-210,270,-90,-270,-1410,
510,90,-90,-150,150,
570,210,-210,-630,570,
450,-90,-870,270,-30,
450,-90,-870,270,-30,
510,-930,330,-30,-30,-870,
510,-210,-750,-270,810,90,-30,
-570,-3330,-210,-150,-270,-2490,690,
150,150,-1110,90,-90,-11490,
570,-210,-450,450,
210,-30,-90,-150,-30,
90,-270,90,150,-90,
390,-30,-990,390,-150,90,
90,390,-270,-270,30,30,
90,450,-990,570,-210,-30,
630,-450,-810,150,330,90,
390,-690,-3810,-150,-90,90,-1110,
90,30,510,-30,
-930,-150,-270,270,-390,
-1110,-450,-1410,690,270,
-1350,-2130,-570,-30,-1050,1410,
270,270,-570,330,
270,-90,450,
30,-30,30,-330,-2850,-1410,-810,
30,-30,30,-330,-2850,-1410,-810,1350,990,450,-30,-2010,-750,90,-450,-2250,
510,-210,90,-270,90,
210,-150,210,30,-390,-90,330,
510,-30,-990,-570,870,-390,-210,
150,-90,-330,-30,-30,
90,-30,-1830,510,-630,
-510,330,30,-90,
510,-450,-150,330,-30,-330,
510,-150,-150,-150,-450,630,-690,
570,-90,-90,-510,
1350,690,30,-150,-90,90,-330,
-810,-750,-630,-2610,450,-1530,1230,
-690,270,-90,-210,-150,-30,-510,
-1050,-90,-3690,870,-1050,-930,-990,
-390,-330,450,-810,510,
-210,-1710,-630,1290,390,-750,
630,90,-90,-150,210,-30,
330,-870,-30,-270,450,
390,-330,-1170,-210,-30,450,
570,90,30,-30,-570,390,
870,210,-450,-330,330,-30,-90,
990,450,-210,150,-150,-30,90,
990,-690,330,-510,390,210,30,
-810,1290,150,
-210,270,-390,-90,150,-150,
450,-810,330,390,-150,-330,
750,330,-330,30,-330,510,
570,-270,-1050,630,
570,-210,150,
450,-570,750,210,-990,
630,90,-390,450,-90,-30,
-210,270,630,-390,-390,570,
690,-750,-210,-510,1290,270,
-150,390,-330,-210,270,-90,
-150,390,390,-150,-330,-90,
930,150,-90,-210,
870,270,
210,30,-90,-750,270,30,
330,-810,
-150,270,-30,-90,-510,-90,-990,
330,30,-90,-90,-150,
-3690,570,-90,90,-30,
-630,-90,810,150,-30,
-3330,330,-90,-330,390,-210,
-3330,330,-90,-330,390,-210,90,
150,-930,330,-150,-90,-990,
90,30,-630,690,30,
-810,-750,-630,-2610,450,-1530,1230,
510,-510,390,-30,-150,
270,90,-510,630,30,
-5730,-5730,-22368,-21768,-15408,
