
690,-1110,930,-630,-90,510,-450,
510,-390,-450,210,30,690,
-210,-210,30,270,150,930,
-630,570,-30,90,390,-390,
-330,630,-390,-30,30,90,
210,-630,30,90,330,990,
390,150,-90,-810,-150,30,210,
1110,-330,-30,210,450,-570,2310,
210,1050,3150,630,390,-870,-90,
-450,30,30,30,90,90,
-330,-270,30,510,-90,-90,90,
-870,-150,450,-270,150,90,
30,1290,270,-630,-30,-30,
-210,-90,810,-510,390,-90,
-570,30,330,-210,30,30,270,
-570,990,-90,270,210,-510,
-330,150,-90,1110,-390,-90,
270,90,-150,450,-90,-270,-90,
-510,510,-330,690,-570,630,-210,
-330,450,-570,630,390,-810,
-150,30,-210,90,30,210,
-450,210,-30,570,-450,-90,
-390,30,-30,90,90,630,
30,-570,510,1110,210,-690,
-390,570,-390,-30,570,-450,
-330,570,-810,-90,270,-210,
150,-390,-390,150,30,570,
-690,90,-90,30,30,1050,-450,
-810,-150,90,390,-270,
-690,-30,30,210,-30,30,450,
-630,690,-150,210,630,-1050,-270,
3390,4350,30,210,-1050,1470,
-570,-150,630,390,-450,150,
-270,150,570,90,-570,30,30,
-90,570,-510,1050,
-150,-210,-90,-30,150,30,
-630,390,-150,-30,150,-30,
-570,150,30,210,30,150,
990,450,-930,-630,90,390,-90,
-510,570,-90,1170,
-630,1710,690,-930,-270,90,
810,-390,-450,-90,390,1710,
-270,210,-390,-150,1230,1290,
270,-90,210,810,-570,330,
-30,1350,-870,-150,30,270,
-450,450,450,30,-630,1590,

2670,1830,1710,810,210,90,30,
2310,1830,2070,810,90,
3270,1590,1050,510,-30,90,210,

-390,150,1110,-690,90,-30,-30,
-450,210,-30,1290,-510,270,-90,
-390,-30,150,30,210,-30,
-150,390,-330,-90,2310,690,
90,1230,690,2430,-390,-1290,-570,
150,150,2070,1650,-1050,
-390,2670,-450,90,870,-330,-30,
30,-150,150,30,1650,-330,30,
330,-390,390,-90,-90,210,
-570,690,-510,
-510,-30,90,930,30,-390,90,
-390,-150,390,330,-570,
-390,-150,390,330,-570,-30,390,
-630,330,210,
-150,330,-270,-450,150,150,870,
150,30,30,30,90,990,-330,
-330,30,30,150,
-270,210,-30,390,-330,-330,
-630,150,150,-150,870,-390,
-690,510,-330,30,450,-330,-30,
-450,90,90,30,-30,90,30,
-450,90,210,150,-90,-30,30,
30,990,2670,-210,2670,-1650,
390,-690,810,-630,90,150,
-570,750,-90,-450,90,30,570,
-870,-210,30,-30,90,690,
-330,-90,330,1350,-690,
2190,210,-270,5310,-450,-990,-30,
-330,-210,450,150,-390,
-750,210,-90,630,-510,30,630,
-210,30,-210,150,270,30,1590,
2070,1590,2670,930,330,1590,-450,
-90,1110,-510,-30,90,90,
-90,-90,210,-90,1170,-450,
-210,690,450,-30,-270,-30,270,
-270,30,810,390,-270,-570,870,
-150,30,570,-330,-150,30,330,
-90,30,-90,-210,
-330,-30,1350,390,390,-1170,-450,
-450,30,810,-450,30,90,30,
-210,-270,150,690,150,-390,
-270,-210,330,-90,150,450,
-510,30,930,-150,-330,210,
-510,30,150,390,-270,-30,90,
510,-870,
-750,570,-30,30,-90,570,
-510,2310,270,-450,-270,30,330,
-450,570,-90,-390,90,750,
-450,570,-90,-390,90,750,-390,
570,-330,690,-1170,-510,570,
-510,570,-330,-90,390,30,
150,-390,450,-570,30,30,
-90,150,-510,450,-30,30,
2430,1890,2670,3390,
-930,390,-450,90,270,-150,-30,510,-330,150,-90,690,-270,510,-690,-30,30,570,-390,990,-570,90,30,1470,-150,150,-330,30,30,
-930,390,-450,90,270,-150,-30,510,-330,150,-90,690,-270,510,-690,-30,30,570,-390,990,-570,90,30,1470,-150,150,-330,30,30,150,330,-390,30,570,90,-330,
-930,390,-450,90,270,-150,-30,510,-330,150,-90,690,-270,510,-690,-30,30,570,-390,990,-570,90,30,1470,-150,150,-330,30,30,150,330,-390,30,570,90,-330,-90,270,-30,390,-150,-30,150,90,30,-30,810,-390,150,750,
-330,-90,-210,450,
-90,90,-390,510,-630,390,-210,
-690,-150,30,750,-450,30,
-510,570,-30,90,1050,330,
270,-750,450,-150,630,330,
330,570,-930,-570,390,-390,
-750,30,810,-630,90,90,30,
-750,-150,30,330,-150,
510,-330,-930,-30,-150,570,-30,
90,-870,150,150,570,-450,-450,
-870,-270,150,150,390,-210,
-750,450,270,-390,90,-30,
-330,-330,1410,210,-450,390,
1530,510,390,-930,-570,30,
-330,30,30,30,90,90,
-330,30,90,30,150,-30,
-330,30,90,90,-30,90,
-330,30,-30,90,90,150,-30,
-570,210,-90,
-510,30,-90,150,90,-90,90,
-390,90,90,-150,450,570,-570,
-390,-30,-90,210,870,-570,
-390,-30,30,330,90,-330,
-450,-210,390,1530,-570,450,
-450,-210,390,1530,-570,450,
-150,-390,30,-30,30,450,810,
-810,150,1110,810,-1290,-690,30,
-90,-390,1290,930,1770,-30,2310,
90,-450,210,870,-810,690,
-690,-90,450,-390,-30,
-570,270,-150,30,90,-30,
-390,510,30,-270,-330,90,
-150,-390,390,90,-30,-270,270,
-30,30,-330,930,-150,-210,210,
-150,-330,1170,-90,-390,150,930,
-810,-90,990,570,-630,270,
-270,-210,1170,1770,210,2310,330,
-390,150,-390,30,-30,
510,-90,750,-510,510,-570,
1770,210,-270,2670,-630,-30,
1350,510,990,30,510,-1230,-690,
-270,90,-150,30,30,
-510,-30,90,
-270,90,4350,-570,3510,3150,1530,
-270,90,4350,-570,3510,3150,1530,510,-1890,-1290,-690,810,-30,330,750,1230,-1530,
-570,150,270,270,-330,390,
-570,750,-210,210,-270,270,-90,
630,-990,-330,150,-30,750,-330,
-150,-330,210,150,1650,30,
-390,450,-270,-90,930,-90,
930,-390,-390,210,-30,
-630,690,-450,30,-30,150,330,
-510,210,150,150,330,-690,90,
-690,30,90,210,-90,
30,-750,-90,30,690,-450,90,
630,30,150,1470,-390,870,870,
1950,90,-450,90,1350,990,-390,
390,1230,330,-810,-330,1830,1950,
450,330,-510,1350,1230,
390,-30,1770,-270,-30,-210,-270,
30,-450,-210,90,270,-150,90,
450,30,-330,-30,570,-330,
-90,30,870,-90,450,-450,1530,
-810,-90,30,-30,270,30,
-750,-270,150,1230,-30,150,270,
-810,-210,90,-30,150,90,-30,
-810,-150,330,1290,90,-150,-90,
90,-210,-210,30,
-450,1290,30,-30,30,1230,
210,270,-1050,330,-90,-270,
270,-810,-90,90,1050,90,
30,-270,870,-330,-330,
-330,-210,30,210,
-330,570,-630,90,150,-90,
-690,390,-270,-30,-30,390,-270,
-330,570,-810,-90,270,-210,
-570,90,390,210,-150,-90,30,
-510,1230,-90,-30,150,1350,-150,
150,-810,510,-150,-210,1170,
-630,90,30,930,390,
-270,-390,
390,-450,30,90,90,90,30,
-510,810,390,
510,-150,-30,1470,-570,630,-210,
-150,30,210,510,150,1110,
1710,-450,-90,-30,-150,510,
-150,210,210,-450,90,30,
690,-210,-150,1590,-450,30,90,
690,-210,-150,1590,-450,30,90,
210,450,-510,90,-90,630,-450,
150,-210,630,-210,570,
630,30,150,1470,-390,870,870,
-510,570,-330,-90,390,30,
150,-390,450,-570,30,30,
2430,1890,2670,3390,
